"Date","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2014-08-10,9,154.75,3,5.25,39.75,11,8.25
2014-08-10,9.3,NA,NA,NA,39.75,11,8.25
2014-08-11,0.1,2,6,4,42,10,8
2014-08-11,1,17,3,5,42,10,8
2014-08-11,1.6,4,4,4,42,10,8
2014-08-11,2.8,14,1,7,42,10,8
2014-08-11,3.8,14,4,3,42,10,8
2014-08-11,5,12,4,4,42,10,8
2014-08-11,5.2,NA,NA,NA,42,10,8
2014-08-11,5.5,NA,NA,NA,42,10,8
2014-08-11,5.8,NA,NA,NA,42,10,8
2014-08-11,6,NA,NA,NA,42,10,8
2014-08-11,6.2,26,2,2,42,10,8
2014-08-11,8,32,9,5,42,10,8
2014-08-11,9,176,4,5,42,10,8
2014-08-11,9.3,NA,NA,NA,42,10,8
2014-08-13,0.1,3.5,5,5.5,36,9,7.5
2014-08-13,1,9,4.5,11.5,36,9,7.5
2014-08-13,1.6,4,3,5,36,9,7.5
2014-08-13,2.8,7.5,3.5,8,36,9,7.5
2014-08-13,3.8,11,4.5,4,36,9,7.5
2014-08-13,5,9,4.5,6.5,36,9,7.5
2014-08-13,5.2,NA,NA,NA,36,9,7.5
2014-08-13,5.5,NA,NA,NA,36,9,7.5
2014-08-13,5.8,NA,NA,NA,36,9,7.5
2014-08-13,6,NA,NA,NA,36,9,7.5
2014-08-13,6.2,33.5,3.5,3,36,9,7.5
2014-08-13,8,66,8,4.5,36,9,7.5
2014-08-13,9,503,5,10,36,9,7.5
2014-08-13,9.3,NA,NA,NA,36,9,7.5
2014-08-18,0.1,5,4,7,30,8,7
2014-08-18,1,1,6,18,30,8,7
2014-08-18,1.6,4,2,6,30,8,7
2014-08-18,2.8,1,6,9,30,8,7
2014-08-18,3.8,8,5,5,30,8,7
2014-08-18,5,6,5,9,30,8,7
2014-08-18,5.2,NA,NA,NA,30,8,7
2014-08-18,5.5,NA,NA,NA,30,8,7
2014-08-18,5.8,NA,NA,NA,30,8,7
2014-08-18,6,NA,NA,NA,30,8,7
2014-08-18,6.2,41,5,4,30,8,7
2014-08-18,8,100,7,4,30,8,7
2014-08-18,9,830,6,15,30,8,7
2014-08-18,9.3,NA,NA,NA,30,8,7
2014-08-19,0.1,4.66666666666667,4.66666666666667,6.66666666666667,31,10,7.33333333333333
2014-08-19,1,2.33333333333333,4.33333333333333,13.6666666666667,31,10,7.33333333333333
2014-08-19,1.6,6,8,6.66666666666667,31,10,7.33333333333333
2014-08-19,2.8,2.33333333333333,5,8.66666666666667,31,10,7.33333333333333
2014-08-19,3.8,6.66666666666667,4,4.66666666666667,31,10,7.33333333333333
2014-08-19,5,5,4.33333333333333,7.66666666666667,31,10,7.33333333333333
2014-08-19,5.2,NA,NA,NA,31,10,7.33333333333333
2014-08-19,5.5,NA,NA,NA,31,10,7.33333333333333
2014-08-19,5.8,NA,NA,NA,31,10,7.33333333333333
2014-08-19,6,NA,NA,NA,31,10,7.33333333333333
2014-08-19,6.2,29.6666666666667,6,4,31,10,7.33333333333333
2014-08-19,8,69.3333333333333,5.33333333333333,4,31,10,7.33333333333333
2014-08-19,9,555.666666666667,5.66666666666667,11.6666666666667,31,10,7.33333333333333
2014-08-19,9.3,NA,NA,NA,31,10,7.33333333333333
2014-08-21,0.1,4.33333333333333,5.33333333333333,6.33333333333333,32,12,7.66666666666667
2014-08-21,1,3.66666666666667,2.66666666666667,9.33333333333333,32,12,7.66666666666667
2014-08-21,1.6,8,14,7.33333333333333,32,12,7.66666666666667
2014-08-21,2.8,3.66666666666667,4,8.33333333333333,32,12,7.66666666666667
2014-08-21,3.8,5.33333333333333,3,4.33333333333333,32,12,7.66666666666667
2014-08-21,5,4,3.66666666666667,6.33333333333333,32,12,7.66666666666667
2014-08-21,5.2,NA,NA,NA,32,12,7.66666666666667
2014-08-21,5.5,NA,NA,NA,32,12,7.66666666666667
2014-08-21,5.8,NA,NA,NA,32,12,7.66666666666667
2014-08-21,6,NA,NA,NA,32,12,7.66666666666667
2014-08-21,6.2,18.3333333333333,7,4,32,12,7.66666666666667
2014-08-21,8,38.6666666666667,3.66666666666667,4,32,12,7.66666666666667
2014-08-21,9,281.333333333333,5.33333333333333,8.33333333333333,32,12,7.66666666666667
2014-08-21,9.3,NA,NA,NA,32,12,7.66666666666667
2014-08-25,0.1,4,6,6,33,14,8
2014-08-25,1,5,1,5,33,14,8
2014-08-25,1.6,10,20,8,33,14,8
2014-08-25,2.8,5,3,8,33,14,8
2014-08-25,3.8,4,2,4,33,14,8
2014-08-25,5,3,3,5,33,14,8
2014-08-25,5.2,NA,NA,NA,33,14,8
2014-08-25,5.5,NA,NA,NA,33,14,8
2014-08-25,5.8,NA,NA,NA,33,14,8
2014-08-25,6,NA,NA,NA,33,14,8
2014-08-25,6.2,7,8,4,33,14,8
2014-08-25,8,8,2,4,33,14,8
2014-08-25,9,7,5,5,33,14,8
2014-08-25,9.3,NA,NA,NA,33,14,8
2014-08-30,0.1,4,4.5,6,53.5,13.5,10
2014-08-30,1,6,2,6,53.5,13.5,10
2014-08-30,1.6,7,11.5,7.5,53.5,13.5,10
2014-08-30,2.8,5.5,3,7.5,53.5,13.5,10
2014-08-30,3.8,6,3,4.5,53.5,13.5,10
2014-08-30,5,6.5,2,5,53.5,13.5,10
2014-08-30,5.2,NA,NA,NA,53.5,13.5,10
2014-08-30,5.5,NA,NA,NA,53.5,13.5,10
2014-08-30,5.8,NA,NA,NA,53.5,13.5,10
2014-08-30,6,NA,NA,NA,53.5,13.5,10
2014-08-30,6.2,7,5,3,53.5,13.5,10
2014-08-30,8,7.5,1.5,3.5,53.5,13.5,10
2014-08-30,9,6.5,3,5,53.5,13.5,10
2014-08-30,9.3,NA,NA,NA,53.5,13.5,10
2014-09-03,0.1,4,3,6,74,13,12
2014-09-03,1,7,3,7,74,13,12
2014-09-03,1.6,4,3,7,74,13,12
2014-09-03,2.8,6,3,7,74,13,12
2014-09-03,3.8,8,4,5,74,13,12
2014-09-03,5,10,1,5,74,13,12
2014-09-03,5.2,NA,NA,NA,74,13,12
2014-09-03,5.5,NA,NA,NA,74,13,12
2014-09-03,5.8,NA,NA,NA,74,13,12
2014-09-03,6,NA,NA,NA,74,13,12
2014-09-03,6.2,7,2,2,74,13,12
2014-09-03,8,7,1,3,74,13,12
2014-09-03,9,6,1,5,74,13,12
2014-09-03,9.3,NA,NA,NA,74,13,12
2014-09-08,0.1,4,2,6,88,19,4
2014-09-08,1,5,1,4,88,19,4
2014-09-08,1.6,6,1,6,88,19,4
2014-09-08,2.8,26,1,6,88,19,4
2014-09-08,3.8,12,2,5,88,19,4
2014-09-08,5,13,1,5,88,19,4
2014-09-08,5.2,NA,NA,NA,88,19,4
2014-09-08,5.5,NA,NA,NA,88,19,4
2014-09-08,5.8,NA,NA,NA,88,19,4
2014-09-08,6,NA,NA,NA,88,19,4
2014-09-08,6.2,10,1,6,88,19,4
2014-09-08,8,10,1,2,88,19,4
2014-09-08,9,12,2,4,88,19,4
2014-09-08,9.3,NA,NA,NA,88,19,4
2014-09-15,0.1,4,1,3,62,33,5
2014-09-15,1,4,2,5,62,33,5
2014-09-15,1.6,4,2,5,62,33,5
2014-09-15,2.8,6,2,7,62,33,5
2014-09-15,3.8,6,2,6,62,33,5
2014-09-15,5,23,3,6,62,33,5
2014-09-15,5.2,NA,NA,NA,62,33,5
2014-09-15,5.5,NA,NA,NA,62,33,5
2014-09-15,5.8,NA,NA,NA,62,33,5
2014-09-15,6,NA,NA,NA,62,33,5
2014-09-15,6.2,18,3,5,62,33,5
2014-09-15,8,46,0,4,62,33,5
2014-09-15,9,35,3,5,62,33,5
2014-09-15,9.3,NA,NA,NA,62,33,5
2014-09-22,0.1,4,1,6,73,12,9
2014-09-22,1,6,0,6,73,12,9
2014-09-22,1.6,10,2,4,73,12,9
2014-09-22,2.8,6,2,7,73,12,9
2014-09-22,3.8,8,1,5,73,12,9
2014-09-22,5,7,1,5,73,12,9
2014-09-22,5.2,NA,NA,NA,73,12,9
2014-09-22,5.5,NA,NA,NA,73,12,9
2014-09-22,5.8,NA,NA,NA,73,12,9
2014-09-22,6,NA,NA,NA,73,12,9
2014-09-22,6.2,7,1,4,73,12,9
2014-09-22,8,16,0,3,73,12,9
2014-09-22,9,32,2,5,73,12,9
2014-09-22,9.3,NA,NA,NA,73,12,9
2014-09-29,0.1,3,1,6,84,8,13
2014-09-29,1,6,1,4,84,8,13
2014-09-29,1.6,10,11,3,84,8,13
2014-09-29,2.8,31,0,5,84,8,13
2014-09-29,3.8,5,2,7,84,8,13
2014-09-29,5,7,1,4,84,8,13
2014-09-29,5.2,NA,NA,NA,84,8,13
2014-09-29,5.5,NA,NA,NA,84,8,13
2014-09-29,5.8,NA,NA,NA,84,8,13
2014-09-29,6,NA,NA,NA,84,8,13
2014-09-29,6.2,6,1,2,84,8,13
2014-09-29,8,8,2,6,84,8,13
2014-09-29,9,10,3,7,84,8,13
2014-09-29,9.3,NA,NA,NA,84,8,13
2014-10-04,0.1,3.66666666666667,0.666666666666667,5.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,1,6,1,5,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,1.6,8.33333333333333,7.66666666666667,4,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,2.8,22,0.333333333333333,4.66666666666667,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,3.8,4.66666666666667,1.66666666666667,6.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,5,5.66666666666667,1.33333333333333,4.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,5.2,NA,NA,NA,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,5.5,NA,NA,NA,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,5.8,NA,NA,NA,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,6,NA,NA,NA,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,6.2,7,1,2,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,8,11,2,5.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,9,13.3333333333333,2.33333333333333,5.66666666666667,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,9.3,NA,NA,NA,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-10,0.1,4.33333333333333,0.333333333333333,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,1,6,1,6,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,1.6,6.66666666666667,4.33333333333333,5,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,2.8,13,0.666666666666667,4.33333333333333,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,3.8,4.33333333333333,1.33333333333333,5.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,5,4.33333333333333,1.66666666666667,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,5.2,NA,NA,NA,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,5.5,NA,NA,NA,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,5.8,NA,NA,NA,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,6,NA,NA,NA,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,6.2,8,1,2,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,8,14,2,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,9,16.6666666666667,1.66666666666667,4.33333333333333,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,9.3,NA,NA,NA,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-15,0.1,5,0,4,4,7,5
2014-10-15,1,6,1,7,4,7,5
2014-10-15,1.6,5,1,6,4,7,5
2014-10-15,2.8,4,1,4,4,7,5
2014-10-15,3.8,4,1,5,4,7,5
2014-10-15,5,3,2,5,4,7,5
2014-10-15,5.2,NA,NA,NA,4,7,5
2014-10-15,5.5,NA,NA,NA,4,7,5
2014-10-15,5.8,NA,NA,NA,4,7,5
2014-10-15,6,NA,NA,NA,4,7,5
2014-10-15,6.2,9,1,2,4,7,5
2014-10-15,8,17,2,4,4,7,5
2014-10-15,9,20,1,3,4,7,5
2014-10-15,9.3,NA,NA,NA,4,7,5
2014-10-23,0.1,3,6,4,0,3,7
2014-10-23,1,4,2,6,0,3,7
2014-10-23,1.6,5,1,5,0,3,7
2014-10-23,2.8,8,1,5,0,3,7
2014-10-23,3.8,4,0,4,0,3,7
2014-10-23,5,6,1,5,0,3,7
2014-10-23,5.2,NA,NA,NA,0,3,7
2014-10-23,5.5,NA,NA,NA,0,3,7
2014-10-23,5.8,NA,NA,NA,0,3,7
2014-10-23,6,NA,NA,NA,0,3,7
2014-10-23,6.2,4,1,5,0,3,7
2014-10-23,8,5,3,6,0,3,7
2014-10-23,9,4,1,6,0,3,7
2014-10-23,9.3,NA,NA,NA,0,3,7
2014-10-30,0.1,3,4,4,0.5,5,7.5
2014-10-30,1,4,1,4.5,0.5,5,7.5
2014-10-30,1.6,5,1.5,5.5,0.5,5,7.5
2014-10-30,2.8,6,1,4.5,0.5,5,7.5
2014-10-30,3.8,4,1.5,4.5,0.5,5,7.5
2014-10-30,5,5,1,4,0.5,5,7.5
2014-10-30,5.2,NA,NA,NA,0.5,5,7.5
2014-10-30,5.5,NA,NA,NA,0.5,5,7.5
2014-10-30,5.8,NA,NA,NA,0.5,5,7.5
2014-10-30,6,NA,NA,NA,0.5,5,7.5
2014-10-30,6.2,4,1.5,5,0.5,5,7.5
2014-10-30,8,4.5,2,5.5,0.5,5,7.5
2014-10-30,9,4,1.5,5.5,0.5,5,7.5
2014-10-30,9.3,NA,NA,NA,0.5,5,7.5
2014-11-10,0.1,3,2,4,1,7,8
2014-11-10,1,4,0,3,1,7,8
2014-11-10,1.6,5,2,6,1,7,8
2014-11-10,2.8,4,1,4,1,7,8
2014-11-10,3.8,4,3,5,1,7,8
2014-11-10,5,4,1,3,1,7,8
2014-11-10,5.2,NA,NA,NA,1,7,8
2014-11-10,5.5,NA,NA,NA,1,7,8
2014-11-10,5.8,NA,NA,NA,1,7,8
2014-11-10,6,NA,NA,NA,1,7,8
2014-11-10,6.2,4,2,5,1,7,8
2014-11-10,8,4,1,5,1,7,8
2014-11-10,9,4,2,5,1,7,8
2014-11-10,9.3,NA,NA,NA,1,7,8
2014-12-10,0.1,4,0,4,0,7,6
2014-12-10,1,6,4,6,0,7,6
2014-12-10,1.6,4,3,6,0,7,6
2014-12-10,2.8,5,2,3,0,7,6
2014-12-10,3.8,7,1,4,0,7,6
2014-12-10,5,3,2,5,0,7,6
2014-12-10,5.2,NA,NA,NA,0,7,6
2014-12-10,5.5,NA,NA,NA,0,7,6
2014-12-10,5.8,NA,NA,NA,0,7,6
2014-12-10,6,NA,NA,NA,0,7,6
2014-12-10,6.2,6,1,4,0,7,6
2014-12-10,8,4,1,5,0,7,6
2014-12-10,9,4,1,6,0,7,6
2014-12-10,9.3,NA,NA,NA,0,7,6
2015-03-01,0.1,9,1.5,5.5,12.5,11.5,6
2015-03-01,1,NA,NA,NA,12.5,11.5,6
2015-03-01,1.6,7.66666666666667,3,6.33333333333333,12.5,11.5,6
2015-03-01,2.8,NA,NA,NA,12.5,11.5,6
2015-03-01,3.8,14.5,2.5,5.5,12.5,11.5,6
2015-03-01,5,8,2.5,5,12.5,11.5,6
2015-03-01,5.2,NA,NA,NA,12.5,11.5,6
2015-03-01,5.5,NA,NA,NA,12.5,11.5,6
2015-03-01,5.8,NA,NA,NA,12.5,11.5,6
2015-03-01,6,NA,NA,NA,12.5,11.5,6
2015-03-01,6.2,9,2,3.5,12.5,11.5,6
2015-03-01,8,25,5,5,12.5,11.5,6
2015-03-01,9,44.5,5.5,4.5,12.5,11.5,6
2015-03-01,9.3,NA,NA,NA,12.5,11.5,6
2015-03-16,0.1,14,3,7,25,16,6
2015-03-16,1,NA,NA,NA,25,16,6
2015-03-16,1.6,11.3333333333333,3,6.66666666666667,25,16,6
2015-03-16,2.8,NA,NA,NA,25,16,6
2015-03-16,3.8,22,4,7,25,16,6
2015-03-16,5,13,3,5,25,16,6
2015-03-16,5.2,NA,NA,NA,25,16,6
2015-03-16,5.5,NA,NA,NA,25,16,6
2015-03-16,5.8,NA,NA,NA,25,16,6
2015-03-16,6,NA,NA,NA,25,16,6
2015-03-16,6.2,12,3,3,25,16,6
2015-03-16,8,46,9,5,25,16,6
2015-03-16,9,85,10,3,25,16,6
2015-03-16,9.3,NA,NA,NA,25,16,6
2015-03-31,0.1,13.6666666666667,2.33333333333333,7,30,15.5,6
2015-03-31,1,NA,NA,NA,30,15.5,6
2015-03-31,1.6,15,3,7,30,15.5,6
2015-03-31,2.8,NA,NA,NA,30,15.5,6
2015-03-31,3.8,13,5,7,30,15.5,6
2015-03-31,5,12.5,2.5,5.5,30,15.5,6
2015-03-31,5.2,NA,NA,NA,30,15.5,6
2015-03-31,5.5,NA,NA,NA,30,15.5,6
2015-03-31,5.8,NA,NA,NA,30,15.5,6
2015-03-31,6,NA,NA,NA,30,15.5,6
2015-03-31,6.2,12,2.5,4,30,15.5,6
2015-03-31,8,14,9,4,30,15.5,6
2015-03-31,9,13,5,4,30,15.5,6
2015-03-31,9.3,NA,NA,NA,30,15.5,6
2015-04-07,0.1,13.3333333333333,1.66666666666667,7,35,15,6
2015-04-07,1,NA,NA,NA,35,15,6
2015-04-07,1.6,12,3,6,35,15,6
2015-04-07,2.8,NA,NA,NA,35,15,6
2015-04-07,3.8,14,3,7,35,15,6
2015-04-07,5,12,2,6,35,15,6
2015-04-07,5.2,NA,NA,NA,35,15,6
2015-04-07,5.5,NA,NA,NA,35,15,6
2015-04-07,5.8,NA,NA,NA,35,15,6
2015-04-07,6,NA,NA,NA,35,15,6
2015-04-07,6.2,12,2,5,35,15,6
2015-04-07,8,14,3,6,35,15,6
2015-04-07,9,20,3,5,35,15,6
2015-04-07,9.3,NA,NA,NA,35,15,6
2015-04-13,0.1,13,1,7,35,16,7
2015-04-13,1,NA,NA,NA,35,16,7
2015-04-13,1.6,13,3,7,35,16,7
2015-04-13,2.8,NA,NA,NA,35,16,7
2015-04-13,3.8,12,3,6,35,16,7
2015-04-13,5,12,2,6,35,16,7
2015-04-13,5.2,NA,NA,NA,35,16,7
2015-04-13,5.5,NA,NA,NA,35,16,7
2015-04-13,5.8,NA,NA,NA,35,16,7
2015-04-13,6,NA,NA,NA,35,16,7
2015-04-13,6.2,16,1,5,35,16,7
2015-04-13,8,33,4,5,35,16,7
2015-04-13,9,40,6,4,35,16,7
2015-04-13,9.3,NA,NA,NA,35,16,7
2015-04-16,0.1,12,2,5,31,13.3333333333333,7
2015-04-16,1,NA,NA,NA,31,13.3333333333333,7
2015-04-16,1.6,12,3,7,31,13.3333333333333,7
2015-04-16,2.8,NA,NA,NA,31,13.3333333333333,7
2015-04-16,3.8,13,3,6,31,13.3333333333333,7
2015-04-16,5,14,3,6,31,13.3333333333333,7
2015-04-16,5.2,NA,NA,NA,31,13.3333333333333,7
2015-04-16,5.5,NA,NA,NA,31,13.3333333333333,7
2015-04-16,5.8,NA,NA,NA,31,13.3333333333333,7
2015-04-16,6,NA,NA,NA,31,13.3333333333333,7
2015-04-16,6.2,16,4,6,31,13.3333333333333,7
2015-04-16,8,42,6,10,31,13.3333333333333,7
2015-04-16,9,66,6,5,31,13.3333333333333,7
2015-04-16,9.3,NA,NA,NA,31,13.3333333333333,7
2015-04-19,0.1,9,3,10,27,10.6666666666667,7
2015-04-19,1,NA,NA,NA,27,10.6666666666667,7
2015-04-19,1.6,4,1,8,27,10.6666666666667,7
2015-04-19,2.8,NA,NA,NA,27,10.6666666666667,7
2015-04-19,3.8,4,3,7,27,10.6666666666667,7
2015-04-19,5,17,4,19,27,10.6666666666667,7
2015-04-19,5.2,NA,NA,NA,27,10.6666666666667,7
2015-04-19,5.5,NA,NA,NA,27,10.6666666666667,7
2015-04-19,5.8,NA,NA,NA,27,10.6666666666667,7
2015-04-19,6,NA,NA,NA,27,10.6666666666667,7
2015-04-19,6.2,33,4,3,27,10.6666666666667,7
2015-04-19,8,35,4,2,27,10.6666666666667,7
2015-04-19,9,86,9,6,27,10.6666666666667,7
2015-04-19,9.3,NA,NA,NA,27,10.6666666666667,7
2015-04-21,0.1,7,4,5,23,8,7
2015-04-21,1,NA,NA,NA,23,8,7
2015-04-21,1.6,7,5,6,23,8,7
2015-04-21,2.8,NA,NA,NA,23,8,7
2015-04-21,3.8,6,4,5,23,8,7
2015-04-21,5,5,3,4,23,8,7
2015-04-21,5.2,NA,NA,NA,23,8,7
2015-04-21,5.5,NA,NA,NA,23,8,7
2015-04-21,5.8,NA,NA,NA,23,8,7
2015-04-21,6,NA,NA,NA,23,8,7
2015-04-21,6.2,10,5,3,23,8,7
2015-04-21,8,64,7,5,23,8,7
2015-04-21,9,76,8,6,23,8,7
2015-04-21,9.3,NA,NA,NA,23,8,7
2015-04-25,0.1,5,4,6,22.5,12,6
2015-04-25,1,NA,NA,NA,22.5,12,6
2015-04-25,1.6,4,3,6,22.5,12,6
2015-04-25,2.8,NA,NA,NA,22.5,12,6
2015-04-25,3.8,8,5,4,22.5,12,6
2015-04-25,5,14,6,3,22.5,12,6
2015-04-25,5.2,NA,NA,NA,22.5,12,6
2015-04-25,5.5,NA,NA,NA,22.5,12,6
2015-04-25,5.8,NA,NA,NA,22.5,12,6
2015-04-25,6,NA,NA,NA,22.5,12,6
2015-04-25,6.2,42,2,5,22.5,12,6
2015-04-25,8,44,7,4,22.5,12,6
2015-04-25,9,93,10,4,22.5,12,6
2015-04-25,9.3,NA,NA,NA,22.5,12,6
2015-04-28,0.1,7,0,6,22,16,5
2015-04-28,1,NA,NA,NA,22,16,5
2015-04-28,1.6,13,3,9,22,16,5
2015-04-28,2.8,NA,NA,NA,22,16,5
2015-04-28,3.8,12,2,7,22,16,5
2015-04-28,5,13,4,5,22,16,5
2015-04-28,5.2,NA,NA,NA,22,16,5
2015-04-28,5.5,NA,NA,NA,22,16,5
2015-04-28,5.8,NA,NA,NA,22,16,5
2015-04-28,6,NA,NA,NA,22,16,5
2015-04-28,6.2,45,7,7,22,16,5
2015-04-28,8,37,4,5,22,16,5
2015-04-28,9,145,9,5,22,16,5
2015-04-28,9.3,NA,NA,NA,22,16,5
2015-05-01,0.1,6,5,5,25,15,6.5
2015-05-01,1,NA,NA,NA,25,15,6.5
2015-05-01,1.6,5,3,4,25,15,6.5
2015-05-01,2.8,NA,NA,NA,25,15,6.5
2015-05-01,3.8,8,2,5,25,15,6.5
2015-05-01,5,3,3,5,25,15,6.5
2015-05-01,5.2,NA,NA,NA,25,15,6.5
2015-05-01,5.5,NA,NA,NA,25,15,6.5
2015-05-01,5.8,NA,NA,NA,25,15,6.5
2015-05-01,6,NA,NA,NA,25,15,6.5
2015-05-01,6.2,8,5,4,25,15,6.5
2015-05-01,8,60,8,4,25,15,6.5
2015-05-01,9,76,9,4,25,15,6.5
2015-05-01,9.3,NA,NA,NA,25,15,6.5
2015-05-05,0.1,18,4,8,28,14,8
2015-05-05,1,NA,NA,NA,28,14,8
2015-05-05,1.6,15,4,6,28,14,8
2015-05-05,2.8,NA,NA,NA,28,14,8
2015-05-05,3.8,14,3,9,28,14,8
2015-05-05,5,13,4,6,28,14,8
2015-05-05,5.2,NA,NA,NA,28,14,8
2015-05-05,5.5,NA,NA,NA,28,14,8
2015-05-05,5.8,NA,NA,NA,28,14,8
2015-05-05,6,NA,NA,NA,28,14,8
2015-05-05,6.2,15,3,9,28,14,8
2015-05-05,8,60,7,6,28,14,8
2015-05-05,9,89,8,5,28,14,8
2015-05-05,9.3,NA,NA,NA,28,14,8
2015-05-07,0.1,15.5,3.5,7.5,37.25,13.75,7.75
2015-05-07,1,NA,NA,NA,37.25,13.75,7.75
2015-05-07,1.6,15,4,7,37.25,13.75,7.75
2015-05-07,2.8,NA,NA,NA,37.25,13.75,7.75
2015-05-07,3.8,15,2.5,8.5,37.25,13.75,7.75
2015-05-07,5,12.5,3,5,37.25,13.75,7.75
2015-05-07,5.2,NA,NA,NA,37.25,13.75,7.75
2015-05-07,5.5,NA,NA,NA,37.25,13.75,7.75
2015-05-07,5.8,NA,NA,NA,37.25,13.75,7.75
2015-05-07,6,NA,NA,NA,37.25,13.75,7.75
2015-05-07,6.2,15,3.5,7,37.25,13.75,7.75
2015-05-07,8,48.5,6.25,6.25,37.25,13.75,7.75
2015-05-07,9,70,7.25,5.5,37.25,13.75,7.75
2015-05-07,9.3,NA,NA,NA,37.25,13.75,7.75
2015-05-11,0.1,13,3,7,46.5,13.5,7.5
2015-05-11,1,NA,NA,NA,46.5,13.5,7.5
2015-05-11,1.6,15,4,8,46.5,13.5,7.5
2015-05-11,2.8,NA,NA,NA,46.5,13.5,7.5
2015-05-11,3.8,16,2,8,46.5,13.5,7.5
2015-05-11,5,12,2,4,46.5,13.5,7.5
2015-05-11,5.2,NA,NA,NA,46.5,13.5,7.5
2015-05-11,5.5,NA,NA,NA,46.5,13.5,7.5
2015-05-11,5.8,NA,NA,NA,46.5,13.5,7.5
2015-05-11,6,NA,NA,NA,46.5,13.5,7.5
2015-05-11,6.2,15,4,5,46.5,13.5,7.5
2015-05-11,8,37,5.5,6.5,46.5,13.5,7.5
2015-05-11,9,51,6.5,6,46.5,13.5,7.5
2015-05-11,9.3,NA,NA,NA,46.5,13.5,7.5
2015-05-14,0.1,12.5,2.5,6.5,55.75,13.25,7.25
2015-05-14,1,NA,NA,NA,55.75,13.25,7.25
2015-05-14,1.6,14,3,7.5,55.75,13.25,7.25
2015-05-14,2.8,NA,NA,NA,55.75,13.25,7.25
2015-05-14,3.8,14.5,3,6.5,55.75,13.25,7.25
2015-05-14,5,10,2,3.75,55.75,13.25,7.25
2015-05-14,5.2,NA,NA,NA,55.75,13.25,7.25
2015-05-14,5.5,NA,NA,NA,55.75,13.25,7.25
2015-05-14,5.8,NA,NA,NA,55.75,13.25,7.25
2015-05-14,6,NA,NA,NA,55.75,13.25,7.25
2015-05-14,6.2,14,3.5,4.5,55.75,13.25,7.25
2015-05-14,8,25.5,4.75,6.75,55.75,13.25,7.25
2015-05-14,9,32,5.75,6.5,55.75,13.25,7.25
2015-05-14,9.3,NA,NA,NA,55.75,13.25,7.25
2015-05-18,0.1,12,2,6,65,13,7
2015-05-18,1,NA,NA,NA,65,13,7
2015-05-18,1.6,13,2,7,65,13,7
2015-05-18,2.8,NA,NA,NA,65,13,7
2015-05-18,3.8,13,4,5,65,13,7
2015-05-18,5,8,2,3.5,65,13,7
2015-05-18,5.2,NA,NA,NA,65,13,7
2015-05-18,5.5,NA,NA,NA,65,13,7
2015-05-18,5.8,NA,NA,NA,65,13,7
2015-05-18,6,NA,NA,NA,65,13,7
2015-05-18,6.2,13,3,4,65,13,7
2015-05-18,8,14,4,7,65,13,7
2015-05-18,9,13,5,7,65,13,7
2015-05-18,9.3,NA,NA,NA,65,13,7
2015-05-21,0.1,8,2.5,5.5,54,9.5,6.5
2015-05-21,1,NA,NA,NA,54,9.5,6.5
2015-05-21,1.6,8.5,2.5,6,54,9.5,6.5
2015-05-21,2.8,NA,NA,NA,54,9.5,6.5
2015-05-21,3.8,9.5,3.5,5.5,54,9.5,6.5
2015-05-21,5,6,2,3.25,54,9.5,6.5
2015-05-21,5.2,NA,NA,NA,54,9.5,6.5
2015-05-21,5.5,NA,NA,NA,54,9.5,6.5
2015-05-21,5.8,NA,NA,NA,54,9.5,6.5
2015-05-21,6,NA,NA,NA,54,9.5,6.5
2015-05-21,6.2,10,5,4.5,54,9.5,6.5
