"Date","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2017-07-04,9,82.4,18.2,6.6,127,6.2,16.4
2017-07-04,9.3,NA,NA,NA,127,6.2,16.4
2017-07-06,0.1,17.8666666666667,4.73333333333333,18.6666666666667,135,6.13333333333333,17.2666666666667
2017-07-06,1,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,1.6,11.9333333333333,3,14.5333333333333,135,6.13333333333333,17.2666666666667
2017-07-06,2.8,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,3.8,5.73333333333333,1.53333333333333,8.33333333333333,135,6.13333333333333,17.2666666666667
2017-07-06,5,14.4,3.26666666666667,7.73333333333333,135,6.13333333333333,17.2666666666667
2017-07-06,5.2,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,5.5,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,5.8,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,6,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-06,6.2,73.3333333333333,17.8666666666667,7.73333333333333,135,6.13333333333333,17.2666666666667
2017-07-06,8,85.3333333333333,20.3333333333333,7.6,135,6.13333333333333,17.2666666666667
2017-07-06,9,88.9333333333333,19.4666666666667,6.73333333333333,135,6.13333333333333,17.2666666666667
2017-07-06,9.3,NA,NA,NA,135,6.13333333333333,17.2666666666667
2017-07-09,0.1,18.9333333333333,4.86666666666667,19.3333333333333,143,6.06666666666667,18.1333333333333
2017-07-09,1,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,1.6,12.4666666666667,3,15.2666666666667,143,6.06666666666667,18.1333333333333
2017-07-09,2.8,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,3.8,5.86666666666667,1.26666666666667,8.66666666666667,143,6.06666666666667,18.1333333333333
2017-07-09,5,15.2,3.13333333333333,7.86666666666667,143,6.06666666666667,18.1333333333333
2017-07-09,5.2,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,5.5,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,5.8,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,6,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-09,6.2,78.6666666666667,18.9333333333333,7.86666666666667,143,6.06666666666667,18.1333333333333
2017-07-09,8,91.6666666666667,21.6666666666667,7.8,143,6.06666666666667,18.1333333333333
2017-07-09,9,95.4666666666667,20.7333333333333,6.86666666666667,143,6.06666666666667,18.1333333333333
2017-07-09,9.3,NA,NA,NA,143,6.06666666666667,18.1333333333333
2017-07-10,0.1,20,5,20,151,6,19
2017-07-10,1,NA,NA,NA,151,6,19
2017-07-10,1.6,13,3,16,151,6,19
2017-07-10,2.8,NA,NA,NA,151,6,19
2017-07-10,3.8,6,1,9,151,6,19
2017-07-10,5,16,3,8,151,6,19
2017-07-10,5.2,NA,NA,NA,151,6,19
2017-07-10,5.5,NA,NA,NA,151,6,19
2017-07-10,5.8,NA,NA,NA,151,6,19
2017-07-10,6,NA,NA,NA,151,6,19
2017-07-10,6.2,84,20,8,151,6,19
2017-07-10,8,98,23,8,151,6,19
2017-07-10,9,102,22,7,151,6,19
2017-07-10,9.3,NA,NA,NA,151,6,19
2017-07-11,0.1,19.0833333333333,4.91666666666667,18.8333333333333,146.5,5.91666666666667,18.9166666666667
2017-07-11,1,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,1.6,12.4166666666667,2.91666666666667,15,146.5,5.91666666666667,18.9166666666667
2017-07-11,2.8,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,3.8,6.25,1,8.83333333333333,146.5,5.91666666666667,18.9166666666667
2017-07-11,5,15.6666666666667,3.08333333333333,7.75,146.5,5.91666666666667,18.9166666666667
2017-07-11,5.2,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,5.5,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,5.8,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,6,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-11,6.2,103.833333333333,19.75,7.91666666666667,146.5,5.91666666666667,18.9166666666667
2017-07-11,8,129.916666666667,23.4166666666667,7.66666666666667,146.5,5.91666666666667,18.9166666666667
2017-07-11,9,133.166666666667,22.5833333333333,6.91666666666667,146.5,5.91666666666667,18.9166666666667
2017-07-11,9.3,NA,NA,NA,146.5,5.91666666666667,18.9166666666667
2017-07-12,0.1,18.1666666666667,4.83333333333333,17.6666666666667,142,5.83333333333333,18.8333333333333
2017-07-12,1,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,1.6,11.8333333333333,2.83333333333333,14,142,5.83333333333333,18.8333333333333
2017-07-12,2.8,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,3.8,6.5,1,8.66666666666667,142,5.83333333333333,18.8333333333333
2017-07-12,5,15.3333333333333,3.16666666666667,7.5,142,5.83333333333333,18.8333333333333
2017-07-12,5.2,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,5.5,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,5.8,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,6,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-07-12,6.2,123.666666666667,19.5,7.83333333333333,142,5.83333333333333,18.8333333333333
2017-07-12,8,161.833333333333,23.8333333333333,7.33333333333333,142,5.83333333333333,18.8333333333333
2017-07-12,9,164.333333333333,23.1666666666667,6.83333333333333,142,5.83333333333333,18.8333333333333
2017-07-12,9.3,NA,NA,NA,142,5.83333333333333,18.8333333333333
2017-08-06,0.1,17.25,4.75,16.5,137.5,5.75,18.75
2017-08-06,1,NA,NA,NA,137.5,5.75,18.75
2017-08-06,1.6,11.25,2.75,13,137.5,5.75,18.75
2017-08-06,2.8,NA,NA,NA,137.5,5.75,18.75
2017-08-06,3.8,6.75,1,8.5,137.5,5.75,18.75
2017-08-06,5,15,3.25,7.25,137.5,5.75,18.75
2017-08-06,5.2,NA,NA,NA,137.5,5.75,18.75
2017-08-06,5.5,NA,NA,NA,137.5,5.75,18.75
2017-08-06,5.8,NA,NA,NA,137.5,5.75,18.75
2017-08-06,6,NA,NA,NA,137.5,5.75,18.75
2017-08-06,6.2,143.5,19.25,7.75,137.5,5.75,18.75
2017-08-06,8,193.75,24.25,7,137.5,5.75,18.75
2017-08-06,9,195.5,23.75,6.75,137.5,5.75,18.75
2017-08-06,9.3,NA,NA,NA,137.5,5.75,18.75
2017-08-09,0.1,16.3333333333333,4.66666666666667,15.3333333333333,133,5.66666666666667,18.6666666666667
2017-08-09,1,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,1.6,10.6666666666667,2.66666666666667,12,133,5.66666666666667,18.6666666666667
2017-08-09,2.8,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,3.8,7,1,8.33333333333333,133,5.66666666666667,18.6666666666667
2017-08-09,5,14.6666666666667,3.33333333333333,7,133,5.66666666666667,18.6666666666667
2017-08-09,5.2,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,5.5,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,5.8,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,6,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-09,6.2,163.333333333333,19,7.66666666666667,133,5.66666666666667,18.6666666666667
2017-08-09,8,225.666666666667,24.6666666666667,6.66666666666667,133,5.66666666666667,18.6666666666667
2017-08-09,9,226.666666666667,24.3333333333333,6.66666666666667,133,5.66666666666667,18.6666666666667
2017-08-09,9.3,NA,NA,NA,133,5.66666666666667,18.6666666666667
2017-08-13,0.1,15.4166666666667,4.58333333333333,14.1666666666667,128.5,5.58333333333333,18.5833333333333
2017-08-13,1,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,1.6,10.0833333333333,2.58333333333333,11,128.5,5.58333333333333,18.5833333333333
2017-08-13,2.8,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,3.8,7.25,1,8.16666666666667,128.5,5.58333333333333,18.5833333333333
2017-08-13,5,14.3333333333333,3.41666666666667,6.75,128.5,5.58333333333333,18.5833333333333
2017-08-13,5.2,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,5.5,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,5.8,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,6,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-13,6.2,183.166666666667,18.75,7.58333333333333,128.5,5.58333333333333,18.5833333333333
2017-08-13,8,257.583333333333,25.0833333333333,6.33333333333333,128.5,5.58333333333333,18.5833333333333
2017-08-13,9,257.833333333333,24.9166666666667,6.58333333333333,128.5,5.58333333333333,18.5833333333333
2017-08-13,9.3,NA,NA,NA,128.5,5.58333333333333,18.5833333333333
2017-08-16,0.1,14.5,4.5,13,124,5.5,18.5
2017-08-16,1,NA,NA,NA,124,5.5,18.5
2017-08-16,1.6,9.5,2.5,10,124,5.5,18.5
2017-08-16,2.8,NA,NA,NA,124,5.5,18.5
2017-08-16,3.8,7.5,1,8,124,5.5,18.5
2017-08-16,5,14,3.5,6.5,124,5.5,18.5
2017-08-16,5.2,NA,NA,NA,124,5.5,18.5
2017-08-16,5.5,NA,NA,NA,124,5.5,18.5
2017-08-16,5.8,NA,NA,NA,124,5.5,18.5
2017-08-16,6,NA,NA,NA,124,5.5,18.5
2017-08-16,6.2,203,18.5,7.5,124,5.5,18.5
2017-08-16,8,289.5,25.5,6,124,5.5,18.5
2017-08-16,9,289,25.5,6.5,124,5.5,18.5
2017-08-16,9.3,NA,NA,NA,124,5.5,18.5
2017-08-20,0.1,13.5833333333333,4.41666666666667,11.8333333333333,119.5,5.41666666666667,18.4166666666667
2017-08-20,1,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,1.6,8.91666666666667,2.41666666666667,9,119.5,5.41666666666667,18.4166666666667
2017-08-20,2.8,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,3.8,7.75,1,7.83333333333333,119.5,5.41666666666667,18.4166666666667
2017-08-20,5,13.6666666666667,3.58333333333333,6.25,119.5,5.41666666666667,18.4166666666667
2017-08-20,5.2,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,5.5,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,5.8,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,6,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-20,6.2,222.833333333333,18.25,7.41666666666667,119.5,5.41666666666667,18.4166666666667
2017-08-20,8,321.416666666667,25.9166666666667,5.66666666666667,119.5,5.41666666666667,18.4166666666667
2017-08-20,9,320.166666666667,26.0833333333333,6.41666666666667,119.5,5.41666666666667,18.4166666666667
2017-08-20,9.3,NA,NA,NA,119.5,5.41666666666667,18.4166666666667
2017-08-27,0.1,12.6666666666667,4.33333333333333,10.6666666666667,115,5.33333333333333,18.3333333333333
2017-08-27,1,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,1.6,8.33333333333333,2.33333333333333,8,115,5.33333333333333,18.3333333333333
2017-08-27,2.8,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,3.8,8,1,7.66666666666667,115,5.33333333333333,18.3333333333333
2017-08-27,5,13.3333333333333,3.66666666666667,6,115,5.33333333333333,18.3333333333333
2017-08-27,5.2,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,5.5,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,5.8,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,6,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-08-27,6.2,242.666666666667,18,7.33333333333333,115,5.33333333333333,18.3333333333333
2017-08-27,8,353.333333333333,26.3333333333333,5.33333333333333,115,5.33333333333333,18.3333333333333
2017-08-27,9,351.333333333333,26.6666666666667,6.33333333333333,115,5.33333333333333,18.3333333333333
2017-08-27,9.3,NA,NA,NA,115,5.33333333333333,18.3333333333333
2017-09-03,0.1,11.75,4.25,9.5,110.5,5.25,18.25
2017-09-03,1,NA,NA,NA,110.5,5.25,18.25
2017-09-03,1.6,7.75,2.25,7,110.5,5.25,18.25
2017-09-03,2.8,NA,NA,NA,110.5,5.25,18.25
2017-09-03,3.8,8.25,1,7.5,110.5,5.25,18.25
2017-09-03,5,13,3.75,5.75,110.5,5.25,18.25
2017-09-03,5.2,NA,NA,NA,110.5,5.25,18.25
2017-09-03,5.5,NA,NA,NA,110.5,5.25,18.25
2017-09-03,5.8,NA,NA,NA,110.5,5.25,18.25
2017-09-03,6,NA,NA,NA,110.5,5.25,18.25
2017-09-03,6.2,262.5,17.75,7.25,110.5,5.25,18.25
2017-09-03,8,385.25,26.75,5,110.5,5.25,18.25
2017-09-03,9,382.5,27.25,6.25,110.5,5.25,18.25
2017-09-03,9.3,NA,NA,NA,110.5,5.25,18.25
2017-09-10,0.1,10.8333333333333,4.16666666666667,8.33333333333333,106,5.16666666666667,18.1666666666667
2017-09-10,1,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,1.6,7.16666666666667,2.16666666666667,6,106,5.16666666666667,18.1666666666667
2017-09-10,2.8,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,3.8,8.5,1,7.33333333333333,106,5.16666666666667,18.1666666666667
2017-09-10,5,12.6666666666667,3.83333333333333,5.5,106,5.16666666666667,18.1666666666667
2017-09-10,5.2,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,5.5,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,5.8,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,6,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-10,6.2,282.333333333333,17.5,7.16666666666667,106,5.16666666666667,18.1666666666667
2017-09-10,8,417.166666666667,27.1666666666667,4.66666666666667,106,5.16666666666667,18.1666666666667
2017-09-10,9,413.666666666667,27.8333333333333,6.16666666666667,106,5.16666666666667,18.1666666666667
2017-09-10,9.3,NA,NA,NA,106,5.16666666666667,18.1666666666667
2017-09-17,0.1,9.91666666666667,4.08333333333333,7.16666666666667,101.5,5.08333333333333,18.0833333333333
2017-09-17,1,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,1.6,6.58333333333333,2.08333333333333,5,101.5,5.08333333333333,18.0833333333333
2017-09-17,2.8,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,3.8,8.75,1,7.16666666666667,101.5,5.08333333333333,18.0833333333333
2017-09-17,5,12.3333333333333,3.91666666666667,5.25,101.5,5.08333333333333,18.0833333333333
2017-09-17,5.2,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,5.5,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,5.8,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,6,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-17,6.2,302.166666666667,17.25,7.08333333333333,101.5,5.08333333333333,18.0833333333333
2017-09-17,8,449.083333333333,27.5833333333333,4.33333333333333,101.5,5.08333333333333,18.0833333333333
2017-09-17,9,444.833333333333,28.4166666666667,6.08333333333333,101.5,5.08333333333333,18.0833333333333
2017-09-17,9.3,NA,NA,NA,101.5,5.08333333333333,18.0833333333333
2017-09-18,0.1,9,4,6,97,5,18
2017-09-18,1,NA,NA,NA,97,5,18
2017-09-18,1.6,6,2,4,97,5,18
2017-09-18,2.8,NA,NA,NA,97,5,18
2017-09-18,3.8,9,1,7,97,5,18
2017-09-18,5,12,4,5,97,5,18
2017-09-18,5.2,NA,NA,NA,97,5,18
2017-09-18,5.5,NA,NA,NA,97,5,18
2017-09-18,5.8,NA,NA,NA,97,5,18
2017-09-18,6,NA,NA,NA,97,5,18
2017-09-18,6.2,322,17,7,97,5,18
2017-09-18,8,481,28,4,97,5,18
2017-09-18,9,476,29,6,97,5,18
2017-09-18,9.3,NA,NA,NA,97,5,18
2017-09-24,0.1,21.25,6,6,73.25,5.75,18.5
2017-09-24,1,NA,NA,NA,73.25,5.75,18.5
2017-09-24,1.6,12,3.5,4.5,73.25,5.75,18.5
2017-09-24,2.8,NA,NA,NA,73.25,5.75,18.5
2017-09-24,3.8,19.75,2,7,73.25,5.75,18.5
2017-09-24,5,12.5,4.25,5.75,73.25,5.75,18.5
2017-09-24,5.2,NA,NA,NA,73.25,5.75,18.5
2017-09-24,5.5,NA,NA,NA,73.25,5.75,18.5
2017-09-24,5.8,NA,NA,NA,73.25,5.75,18.5
2017-09-24,6,NA,NA,NA,73.25,5.75,18.5
2017-09-24,6.2,267,16.75,6.5,73.25,5.75,18.5
2017-09-24,8,411.75,27.5,4,73.25,5.75,18.5
2017-09-24,9,412.5,29,6.25,73.25,5.75,18.5
2017-09-24,9.3,NA,NA,NA,73.25,5.75,18.5
2017-10-08,0.1,33.5,8,6,49.5,6.5,19
2017-10-08,1,NA,NA,NA,49.5,6.5,19
2017-10-08,1.6,18,5,5,49.5,6.5,19
2017-10-08,2.8,NA,NA,NA,49.5,6.5,19
2017-10-08,3.8,30.5,3,7,49.5,6.5,19
2017-10-08,5,13,4.5,6.5,49.5,6.5,19
2017-10-08,5.2,NA,NA,NA,49.5,6.5,19
2017-10-08,5.5,NA,NA,NA,49.5,6.5,19
2017-10-08,5.8,NA,NA,NA,49.5,6.5,19
2017-10-08,6,NA,NA,NA,49.5,6.5,19
2017-10-08,6.2,212,16.5,6,49.5,6.5,19
2017-10-08,8,342.5,27,4,49.5,6.5,19
2017-10-08,9,349,29,6.5,49.5,6.5,19
2017-10-08,9.3,NA,NA,NA,49.5,6.5,19
2017-10-15,0.1,45.75,10,6,25.75,7.25,19.5
2017-10-15,1,NA,NA,NA,25.75,7.25,19.5
2017-10-15,1.6,24,6.5,5.5,25.75,7.25,19.5
2017-10-15,2.8,NA,NA,NA,25.75,7.25,19.5
2017-10-15,3.8,41.25,4,7,25.75,7.25,19.5
2017-10-15,5,13.5,4.75,7.25,25.75,7.25,19.5
2017-10-15,5.2,NA,NA,NA,25.75,7.25,19.5
2017-10-15,5.5,NA,NA,NA,25.75,7.25,19.5
2017-10-15,5.8,NA,NA,NA,25.75,7.25,19.5
2017-10-15,6,NA,NA,NA,25.75,7.25,19.5
2017-10-15,6.2,157,16.25,5.5,25.75,7.25,19.5
2017-10-15,8,273.25,26.5,4,25.75,7.25,19.5
2017-10-15,9,285.5,29,6.75,25.75,7.25,19.5
2017-10-15,9.3,NA,NA,NA,25.75,7.25,19.5
2017-10-16,0.1,58,12,6,2,8,20
2017-10-16,1,NA,NA,NA,2,8,20
2017-10-16,1.6,30,8,6,2,8,20
2017-10-16,2.8,NA,NA,NA,2,8,20
2017-10-16,3.8,52,5,7,2,8,20
2017-10-16,5,14,5,8,2,8,20
2017-10-16,5.2,NA,NA,NA,2,8,20
2017-10-16,5.5,NA,NA,NA,2,8,20
2017-10-16,5.8,NA,NA,NA,2,8,20
2017-10-16,6,NA,NA,NA,2,8,20
2017-10-16,6.2,102,16,5,2,8,20
2017-10-16,8,204,26,4,2,8,20
2017-10-16,9,222,29,7,2,8,20
2017-10-16,9.3,NA,NA,NA,2,8,20
2017-12-10,0.1,58,12,6,2,8,20
2017-12-10,1,NA,NA,NA,2,8,20
2017-12-10,1.6,30,8,6,2,8,20
2017-12-10,2.8,NA,NA,NA,2,8,20
2017-12-10,3.8,52,5,7,2,8,20
2017-12-10,5,14,5,8,2,8,20
2017-12-10,5.2,NA,NA,NA,2,8,20
2017-12-10,5.5,NA,NA,NA,2,8,20
2017-12-10,5.8,NA,NA,NA,2,8,20
2017-12-10,6,NA,NA,NA,2,8,20
2017-12-10,6.2,102,16,5,2,8,20
2017-12-10,8,204,26,4,2,8,20
2017-12-10,9,222,29,7,2,8,20
2017-12-10,9.3,NA,NA,NA,2,8,20
