"Date","Depth","TP_interp"
2017-05-09,9,16.08
2017-05-09,9.3,NA
2017-05-14,0.1,20.9333333333333
2017-05-14,1,NA
2017-05-14,1.6,20.1
2017-05-14,2.8,NA
2017-05-14,3.8,18
2017-05-14,5,14.9
2017-05-14,5.2,NA
2017-05-14,5.5,NA
2017-05-14,5.8,NA
2017-05-14,6,NA
2017-05-14,6.2,15.8
2017-05-14,8,15.6
2017-05-14,9,15.9666666666667
2017-05-14,9.3,NA
2017-06-28,0.1,20.8866666666667
2017-06-28,1,NA
2017-06-28,1.6,19.88
2017-06-28,2.8,NA
2017-06-28,3.8,17.46
2017-06-28,5,14.42
2017-06-28,5.2,NA
2017-06-28,5.5,NA
2017-06-28,5.8,NA
2017-06-28,6,NA
2017-06-28,6.2,15.34
2017-06-28,8,15.12
2017-06-28,9,15.8533333333333
2017-06-28,9.3,NA
2017-07-04,0.1,20.84
2017-07-04,1,NA
2017-07-04,1.6,19.66
2017-07-04,2.8,NA
2017-07-04,3.8,16.92
2017-07-04,5,13.94
2017-07-04,5.2,NA
2017-07-04,5.5,NA
2017-07-04,5.8,NA
2017-07-04,6,NA
2017-07-04,6.2,14.88
2017-07-04,8,14.64
2017-07-04,9,15.74
2017-07-04,9.3,NA
2017-07-06,0.1,20.7933333333333
2017-07-06,1,NA
2017-07-06,1.6,19.44
2017-07-06,2.8,NA
2017-07-06,3.8,16.38
2017-07-06,5,13.46
2017-07-06,5.2,NA
2017-07-06,5.5,NA
2017-07-06,5.8,NA
2017-07-06,6,NA
2017-07-06,6.2,14.42
2017-07-06,8,14.16
2017-07-06,9,15.6266666666667
2017-07-06,9.3,NA
2017-07-09,0.1,20.7466666666667
2017-07-09,1,NA
2017-07-09,1.6,19.22
2017-07-09,2.8,NA
2017-07-09,3.8,15.84
2017-07-09,5,12.98
2017-07-09,5.2,NA
2017-07-09,5.5,NA
2017-07-09,5.8,NA
2017-07-09,6,NA
2017-07-09,6.2,13.96
2017-07-09,8,13.68
2017-07-09,9,15.5133333333333
2017-07-09,9.3,NA
2017-07-10,0.1,20.7
2017-07-10,1,NA
2017-07-10,1.6,19
2017-07-10,2.8,NA
2017-07-10,3.8,15.3
2017-07-10,5,12.5
2017-07-10,5.2,NA
2017-07-10,5.5,NA
2017-07-10,5.8,NA
2017-07-10,6,NA
2017-07-10,6.2,13.5
2017-07-10,8,13.2
2017-07-10,9,15.4
2017-07-10,9.3,NA
2017-07-11,0.1,20.825
2017-07-11,1,NA
2017-07-11,1.6,19.3666666666667
2017-07-11,2.8,NA
2017-07-11,3.8,15.9833333333333
2017-07-11,5,13.6166666666667
2017-07-11,5.2,NA
2017-07-11,5.5,NA
2017-07-11,5.8,NA
2017-07-11,6,NA
2017-07-11,6.2,14.575
2017-07-11,8,13.3083333333333
2017-07-11,9,16.75
2017-07-11,9.3,NA
2017-07-12,0.1,20.95
2017-07-12,1,NA
2017-07-12,1.6,19.7333333333333
2017-07-12,2.8,NA
2017-07-12,3.8,16.6666666666667
2017-07-12,5,14.7333333333333
2017-07-12,5.2,NA
2017-07-12,5.5,NA
2017-07-12,5.8,NA
2017-07-12,6,NA
2017-07-12,6.2,15.65
2017-07-12,8,13.4166666666667
2017-07-12,9,18.1
2017-07-12,9.3,NA
2017-08-06,0.1,21.075
2017-08-06,1,NA
2017-08-06,1.6,20.1
2017-08-06,2.8,NA
2017-08-06,3.8,17.35
2017-08-06,5,15.85
2017-08-06,5.2,NA
2017-08-06,5.5,NA
2017-08-06,5.8,NA
2017-08-06,6,NA
2017-08-06,6.2,16.725
2017-08-06,8,13.525
2017-08-06,9,19.45
2017-08-06,9.3,NA
2017-08-09,0.1,21.2
2017-08-09,1,NA
2017-08-09,1.6,20.4666666666667
2017-08-09,2.8,NA
2017-08-09,3.8,18.0333333333333
2017-08-09,5,16.9666666666667
2017-08-09,5.2,NA
2017-08-09,5.5,NA
2017-08-09,5.8,NA
2017-08-09,6,NA
2017-08-09,6.2,17.8
2017-08-09,8,13.6333333333333
2017-08-09,9,20.8
2017-08-09,9.3,NA
2017-08-13,0.1,21.325
2017-08-13,1,NA
2017-08-13,1.6,20.8333333333333
2017-08-13,2.8,NA
2017-08-13,3.8,18.7166666666667
2017-08-13,5,18.0833333333333
2017-08-13,5.2,NA
2017-08-13,5.5,NA
2017-08-13,5.8,NA
2017-08-13,6,NA
2017-08-13,6.2,18.875
2017-08-13,8,13.7416666666667
2017-08-13,9,22.15
2017-08-13,9.3,NA
2017-08-16,0.1,21.45
2017-08-16,1,NA
2017-08-16,1.6,21.2
2017-08-16,2.8,NA
2017-08-16,3.8,19.4
2017-08-16,5,19.2
2017-08-16,5.2,NA
2017-08-16,5.5,NA
2017-08-16,5.8,NA
2017-08-16,6,NA
2017-08-16,6.2,19.95
2017-08-16,8,13.85
2017-08-16,9,23.5
2017-08-16,9.3,NA
2017-08-20,0.1,21.575
2017-08-20,1,NA
2017-08-20,1.6,21.5666666666667
2017-08-20,2.8,NA
2017-08-20,3.8,20.0833333333333
2017-08-20,5,20.3166666666667
2017-08-20,5.2,NA
2017-08-20,5.5,NA
2017-08-20,5.8,NA
2017-08-20,6,NA
2017-08-20,6.2,21.025
2017-08-20,8,13.9583333333333
2017-08-20,9,24.85
2017-08-20,9.3,NA
2017-08-27,0.1,21.7
2017-08-27,1,NA
2017-08-27,1.6,21.9333333333333
2017-08-27,2.8,NA
2017-08-27,3.8,20.7666666666667
2017-08-27,5,21.4333333333333
2017-08-27,5.2,NA
2017-08-27,5.5,NA
2017-08-27,5.8,NA
2017-08-27,6,NA
2017-08-27,6.2,22.1
2017-08-27,8,14.0666666666667
2017-08-27,9,26.2
2017-08-27,9.3,NA
2017-09-03,0.1,21.825
2017-09-03,1,NA
2017-09-03,1.6,22.3
2017-09-03,2.8,NA
2017-09-03,3.8,21.45
2017-09-03,5,22.55
2017-09-03,5.2,NA
2017-09-03,5.5,NA
2017-09-03,5.8,NA
2017-09-03,6,NA
2017-09-03,6.2,23.175
2017-09-03,8,14.175
2017-09-03,9,27.55
2017-09-03,9.3,NA
2017-09-10,0.1,21.95
2017-09-10,1,NA
2017-09-10,1.6,22.6666666666667
2017-09-10,2.8,NA
2017-09-10,3.8,22.1333333333333
2017-09-10,5,23.6666666666667
2017-09-10,5.2,NA
2017-09-10,5.5,NA
2017-09-10,5.8,NA
2017-09-10,6,NA
2017-09-10,6.2,24.25
2017-09-10,8,14.2833333333333
2017-09-10,9,28.9
2017-09-10,9.3,NA
2017-09-17,0.1,22.075
2017-09-17,1,NA
2017-09-17,1.6,23.0333333333333
2017-09-17,2.8,NA
2017-09-17,3.8,22.8166666666667
2017-09-17,5,24.7833333333333
2017-09-17,5.2,NA
2017-09-17,5.5,NA
2017-09-17,5.8,NA
2017-09-17,6,NA
2017-09-17,6.2,25.325
2017-09-17,8,14.3916666666667
2017-09-17,9,30.25
2017-09-17,9.3,NA
2017-09-18,0.1,22.2
2017-09-18,1,NA
2017-09-18,1.6,23.4
2017-09-18,2.8,NA
2017-09-18,3.8,23.5
2017-09-18,5,25.9
2017-09-18,5.2,NA
2017-09-18,5.5,NA
2017-09-18,5.8,NA
2017-09-18,6,NA
2017-09-18,6.2,26.4
2017-09-18,8,14.5
2017-09-18,9,31.6
2017-09-18,9.3,NA
2017-09-24,0.1,21.925
2017-09-24,1,NA
2017-09-24,1.6,24.6
2017-09-24,2.8,NA
2017-09-24,3.8,24.275
2017-09-24,5,27.925
2017-09-24,5.2,NA
2017-09-24,5.5,NA
2017-09-24,5.8,NA
2017-09-24,6,NA
2017-09-24,6.2,26.575
2017-09-24,8,15.35
2017-09-24,9,28.2
2017-09-24,9.3,NA
2017-10-08,0.1,21.65
2017-10-08,1,NA
2017-10-08,1.6,25.8
2017-10-08,2.8,NA
2017-10-08,3.8,25.05
2017-10-08,5,29.95
2017-10-08,5.2,NA
2017-10-08,5.5,NA
2017-10-08,5.8,NA
2017-10-08,6,NA
2017-10-08,6.2,26.75
2017-10-08,8,16.2
2017-10-08,9,24.8
2017-10-08,9.3,NA
2017-10-15,0.1,21.375
2017-10-15,1,NA
2017-10-15,1.6,27
2017-10-15,2.8,NA
2017-10-15,3.8,25.825
2017-10-15,5,31.975
2017-10-15,5.2,NA
2017-10-15,5.5,NA
2017-10-15,5.8,NA
2017-10-15,6,NA
2017-10-15,6.2,26.925
2017-10-15,8,17.05
2017-10-15,9,21.4
2017-10-15,9.3,NA
2017-10-16,0.1,21.1
2017-10-16,1,NA
2017-10-16,1.6,28.2
2017-10-16,2.8,NA
2017-10-16,3.8,26.6
2017-10-16,5,34
2017-10-16,5.2,NA
2017-10-16,5.5,NA
2017-10-16,5.8,NA
2017-10-16,6,NA
2017-10-16,6.2,27.1
2017-10-16,8,17.9
2017-10-16,9,18
2017-10-16,9.3,NA
2017-12-10,0.1,21.1
2017-12-10,1,NA
2017-12-10,1.6,28.2
2017-12-10,2.8,NA
2017-12-10,3.8,26.6
2017-12-10,5,34
2017-12-10,5.2,NA
2017-12-10,5.5,NA
2017-12-10,5.8,NA
2017-12-10,6,NA
2017-12-10,6.2,27.1
2017-12-10,8,17.9
2017-12-10,9,18
2017-12-10,9.3,NA
