"Date","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp"
2015-06-23,3.8,18.4787,8.78267,16.5201,5.567,36.7679206406968
2015-06-23,5,16.0109,8.14318,11.426,7.3866,37.6700428375578
2015-06-23,5.2,15.5382,7.74722,12.9137,7.0776,37.9141763589823
2015-06-23,5.5,15.0254,5.80833,11.7473,7.3523,37.8977383080806
2015-06-23,5.8,13.1681,2.75374,9.5137,5.2923,39.29002093524
2015-06-23,6,11.1995,4.58311,8.0656,5.8073,41.3411460959034
2015-06-23,6.2,10.5833,4.92703,3.6659,11.7641,41.9479959615315
2015-06-23,8,10.4308,5.13002,4.1856,13.309,41.9815903569692
2015-06-23,9,10.4186,4.96434,2.5867,13.309,41.7066260421448
2015-06-23,9.3,10.4074,4.98482,1.7774,13.9614,42.1482760111332
2015-06-25,0.1,27.9371,7.36609,2.555,519.3573,28.7695170813642
2015-06-25,1,27.7069,7.32066,2.5709,515.2546,28.6853281860441
2015-06-25,1.6,27.1894,7.5389,2.1146,449.3528,28.7914234962871
2015-06-25,2.8,24.1499,7.4459,2.1821,458.1935,29.9865997208739
2015-06-25,3.8,19.208,4.57551,2.1146,430.3496,30.0939673441778
2015-06-25,5,13.8406,2.71866,1.7338,373.5116,30.8219250330931
2015-06-25,5.2,13.0939,2.19436,2.0432,411.9128,30.9483943490127
2015-06-25,5.5,12.28,1.85208,1.8528,388.309,31.297170060551
2015-06-25,5.8,11.5505,1.4728,2.0551,404.6858,31.6345050705843
2015-06-25,6,11.1052,1.19537,1.7972,371.4345,31.5664372458547
2015-06-25,6.2,10.7477,1.00855,1.944,387.1246,31.7704361285462
2015-06-25,8,8.3385,0.10687,1.6465,343.5562,68.5286469897597
2015-06-25,9,8.0453,0.08403,1.9718,379.4683,81.8600299811335
2015-06-25,9.3,7.9748,0.07962,1.9282,369.4603,86.2182060520316
2015-06-29,0.1,24.361,8.82549,2.0273,2.7002,35.8118368880348
2015-06-29,1,24.2835,8.76798,2.1583,2.8204,35.797368355551
2015-06-29,1.6,24.2211,8.65098,2.5471,2.9062,36.0079519409459
2015-06-29,2.8,22.4932,12.11308,5.106,3.4555,36.1609173850879
2015-06-29,3.8,20.6058,7.52556,69.8531,5.3953,36.8194082121034
2015-06-29,5,18.1541,4.00682,13.6596,6.6828,38.7546221091998
2015-06-29,5.2,17.6583,3.49782,13.727,7.7128,39.380184221303
2015-06-29,5.5,16.3082,2.39689,11.7473,10.5109,40.1547713079618
2015-06-29,5.8,13.461,4.52929,10.1168,11.5924,42.4087284703499
2015-06-29,6,12.0084,6.98668,9.5098,13.4464,43.6040776397279
2015-06-29,6.2,11.667,7.27073,7.9427,16.5878,43.8540896184653
2015-06-29,8,11.5523,7.46939,8.0696,17.4633,43.7577687153502
2015-06-29,9,11.5338,7.42899,5.959,17.3946,43.8099914380212
2015-06-29,9.3,11.5288,7.43473,5.9471,17.6865,43.9043240711648
2015-07-02,0.1,25.3714,7.54651,1.0633,2.4255,29.0745139573601
2015-07-02,1,24.5847,9.43644,1.9559,3.4555,36.0189556405002
2015-07-02,1.6,24.2443,9.59067,2.6026,3.9705,35.8018898234662
2015-07-02,2.8,22.5422,12.24203,5.8995,3.1637,36.2873212846397
2015-07-02,3.8,20.4173,9.00127,70.5275,4.64,37.1096244729816
2015-07-02,5,17.5585,1.29969,4.0586,6.6313,39.3832251571295
2015-07-02,5.2,16.9657,0.67342,4.0586,7.7471,40.2648662911394
2015-07-02,5.5,15.5909,0.75838,4.4355,10.7512,41.3253915685207
2015-07-02,5.8,12.9369,5.56809,3.0549,11.7984,44.3442840874741
2015-07-02,6,11.0822,0.84537,2.0789,6.9231,32.2765930976043
2015-07-02,6.2,12.1427,7.49503,2.4638,18.0298,44.9422996094896
2015-07-02,8,8.4072,0.10744,3.2215,5.876,73.4341777196825
2015-07-02,9,8.0915,0.08826,2.3051,4.5027,89.5279674923914
2015-07-02,9.3,11.9279,8.20267,2.1583,19.0598,44.8488036930341
2015-07-06,0.1,24.1157,10.02384,2.551,5.0348,36.4705106663205
2015-07-06,1,23.8343,10.14091,2.801,5.5842,36.2370716903667
2015-07-06,1.6,23.5777,8.84219,4.2372,5.3438,35.823996172338
2015-07-06,2.8,22.4472,11.88352,35.603,3.1465,36.9165687805553
2015-07-06,3.8,20.0733,5.35146,8.7917,3.507,37.6103387478638
2015-07-06,5,17.5687,0.20975,3.3128,7.7815,40.4755426987301
2015-07-06,5.2,16.8268,0.17035,2.7335,7.4553,46.9501602503866
2015-07-06,5.5,14.8219,0.60468,2.4638,5.3782,51.9549228437414
2015-07-06,5.8,12.6873,7.65853,2.924,8.1076,46.1706923874318
2015-07-06,6,12.4233,8.44462,1.214,18.2701,46.0907488530012
2015-07-06,6.2,12.3668,8.74492,0.6626,21.3429,46.0219960335618
2015-07-06,8,12.2903,8.98354,0.6348,21.6347,46.1992333706964
2015-07-06,9,12.2791,8.97523,0.6586,21.6691,46.1702437183501
2015-07-06,9.3,12.2713,8.86352,0.6586,21.6004,46.0872313449512
2015-07-09,0.1,25.0477,7.47452,1.2616,2.3569,28.8651987833445
2015-07-09,1,24.9502,7.55741,1.6584,2.3912,28.7348770403432
2015-07-09,1.6,23.5478,10.89069,2.6661,5.6185,36.5006903790577
2015-07-09,2.8,24.7319,7.54665,2.0511,2.374,28.7384613262982
2015-07-09,3.8,20.5171,6.86039,9.6724,2.9234,37.5345537327338
2015-07-09,5,14.8897,1.34118,1.2577,3.713,31.6260848228416
2015-07-09,5.2,13.7148,0.97864,1.0038,3.4384,31.9971346136519
2015-07-09,5.5,14.4382,2.19527,1.3727,2.7002,55.9880507540798
2015-07-09,5.8,12.7092,8.20031,1.3093,7.5411,46.7722785826231
2015-07-09,6,11.2598,1.47101,4.1142,4.5027,32.4243116695598
2015-07-09,6.2,12.5839,9.29551,0.3888,23.2827,46.6682818325729
2015-07-09,8,9.1164,0.07273,3.7373,6.494,58.5399318575705
2015-07-09,9,12.5151,9.45865,0.4364,23.4887,46.6615374003263
2015-07-09,9.3,12.5108,9.30512,0.369,23.5574,46.7698526302784
2015-07-13,0.1,25.6647,8.58867,2.0353,15.8497,35.6914298160839
2015-07-13,1,24.9101,11.17495,3.4278,15.5922,37.8528156912954
2015-07-13,1.6,23.6853,10.74815,2.4122,5.8073,36.5538257100245
2015-07-13,2.8,22.2104,9.76022,133.283,4.3482,37.4673514403392
2015-07-13,3.8,20.2123,2.18048,3.0708,2.7689,39.0385169116852
2015-07-13,5,16.5739,0.13056,1.2696,2.8375,64.8947051544458
2015-07-13,5.2,15.9877,0.12109,1.1307,2.5114,64.0409300032432
2015-07-13,5.5,14.6492,2.10165,1.0633,2.477,57.0816390164015
2015-07-13,5.8,13.1445,8.7925,0.6983,14.5794,47.6957034810295
2015-07-13,6,12.9292,9.30225,0.5317,22.4759,47.5444777456745
2015-07-13,6.2,12.8816,9.67492,0.3531,24.3299,47.5560627693163
2015-07-13,8,12.8127,9.97588,0.2738,24.5702,47.5919627859749
2015-07-13,9,12.8081,10.00475,0.3254,24.656,47.6068473032592
2015-07-13,9.3,12.7913,9.88151,0.3373,25.1539,47.7164437683655
2015-07-16,0.1,25.876,7.58102,2.2376,2.7689,28.6713346963938
2015-07-16,1,25.7619,7.62076,2.9914,2.889,28.561955145752
2015-07-16,1.6,25.6312,7.50592,2.9914,2.8719,28.6412553171963
2015-07-16,2.8,24.8001,5.25221,4.7727,3.4212,29.763592073259
2015-07-16,3.8,20.0362,0.73808,11.8069,3.61,39.5967716971953
2015-07-16,5,16.4557,0.10317,1.5275,2.477,71.7783857763469
2015-07-16,5.2,16.0068,0.10079,1.0038,2.6315,68.7703793058034
2015-07-16,5.5,14.3252,6.76107,1.0117,3.7645,52.2007914672033
2015-07-16,5.8,12.3118,1.42753,3.4913,4.7945,32.817983817392
2015-07-16,6,13.0714,10.02199,0.3293,24.3127,48.368466512038
2015-07-16,6.2,11.3683,1.67996,4.4355,6.4425,33.2250077616036
2015-07-16,8,12.9996,10.49704,0.3254,24.3642,48.0507188732384
2015-07-16,9,12.9754,10.3539,0.3412,24.3299,48.4472540565529
2015-07-16,9.3,12.962,10.23418,0.3293,24.5702,48.4399711092775
2015-07-20,0.1,27.7454,8.58754,2.5391,2.9062,35.8779290134136
2015-07-20,1,26.2839,9.62625,3.8246,2.8547,35.2911520761248
2015-07-20,1.6,25.5522,9.82216,4.618,2.7174,35.2659918783393
2015-07-20,2.8,22.5952,10.17829,6.3954,2.4942,37.8903137670476
2015-07-20,3.8,19.5505,0.26306,5.7368,3.4384,44.417808595697
2015-07-20,5,15.0771,1.80648,2.551,2.8719,48.0458198334426
2015-07-20,5.2,14.5093,4.18399,2.1662,10.5109,47.3290599025449
2015-07-20,5.5,13.5577,8.8903,1.7258,23.0596,48.8057431340607
2015-07-20,5.8,13.237,10.16722,1.2735,23.729,49.014397414664
2015-07-20,6,13.2115,10.38909,1.0791,24.1582,48.8252414547965
2015-07-20,6.2,13.2093,10.46729,1.0276,24.6389,48.7815534489954
2015-07-20,8,13.1575,10.6171,0.8133,24.2955,48.9733457868923
2015-07-20,9,13.128,10.40186,0.9522,24.5874,49.0530450382595
2015-07-20,9.3,13.1122,10.19739,1.6782,24.5874,49.5206503061506
2015-07-23,0.1,27.0723,7.56199,1.9202,2.5114,28.999504636931
2015-07-23,1,26.8375,8.4088,2.4757,2.2024,35.4702260780097
2015-07-23,1.6,26.9755,7.33951,2.4439,2.683,29.072331340253
2015-07-23,2.8,25.5812,5.05339,6.0383,3.1809,29.8438240962139
2015-07-23,3.8,19.6445,0.2528,9.4939,4.2623,50.3086191703679
2015-07-23,5,14.7845,0.76655,2.3765,5.6013,33.0824325668315
2015-07-23,5.2,13.9968,1.70986,2.9121,5.8588,33.2581462690213
2015-07-23,5.5,13.939,8.30745,1.71,25.1539,48.6274716637998
2015-07-23,5.8,13.4979,9.78437,1.6822,26.5272,49.4032467024095
2015-07-23,6,11.3515,0.23072,7.5301,9.8758,35.43812156045
2015-07-23,6.2,13.3819,10.17298,1.4124,25.9092,49.4883775589717
2015-07-23,8,8.8653,0.07129,2.186,4.2795,81.4231365249963
2015-07-23,9,13.292,10.34162,1.3251,25.7547,49.6584469507863
2015-07-23,9.3,8.2011,0.06023,2.0392,4.2452,109.949893910839
2015-07-27,0.1,27.3527,8.26152,2.2495,1.6874,35.7225807495665
2015-07-27,1,27.2539,8.18468,2.1107,1.5844,35.5966187184464
2015-07-27,1.6,27.0664,8.37103,2.3844,1.7046,35.9892823661452
2015-07-27,2.8,24.4015,9.29082,3.8166,1.9277,37.2205400201595
2015-07-27,3.8,20.6153,0.38505,9.8311,2.2195,42.1574493739568
2015-07-27,5,15.949,1.04624,6.4113,6.185,69.6154080049966
2015-07-27,5.2,14.7489,6.70395,4.5347,6.4425,58.8934668180395
2015-07-27,5.5,13.7319,8.7808,2.6304,12.3306,49.9297044395756
2015-07-27,5.8,13.6141,9.05133,1.9202,22.0124,49.8712118527548
2015-07-27,6,13.5798,9.15044,1.8687,24.3642,49.9154109424614
2015-07-27,6.2,13.5671,9.19447,1.9083,24.759,50.0863930004059
2015-07-27,8,13.5064,9.32666,1.6504,24.6217,49.8999029100638
2015-07-27,9,13.4908,9.2877,1.6544,24.8449,50.0562374345383
2015-07-27,9.3,13.4706,9.02453,1.46,25.2054,50.2673558416086
2015-07-30,0.1,27.6016,5.82715,1.7695,2.477,29.4582033775744
2015-07-30,1,27.6768,7.15767,2.1226,2.477,29.1863461811575
2015-07-30,1.6,27.5895,7.3106,2.4479,2.5285,29.1067434763678
2015-07-30,2.8,27.496,7.51016,2.9874,2.7345,29.0371256849462
2015-07-30,3.8,20.5316,0.74972,7.0302,2.5457,44.5981022585207
2015-07-30,5,14.7764,2.03807,6.2645,5.4468,33.050131246629
2015-07-30,5.2,13.976,2.07735,5.8082,6.4768,33.2628835369203
2015-07-30,5.5,13.097,0.45048,4.8204,10.5109,33.6817227196643
2015-07-30,5.8,12.2351,0.1895,5.4631,9.4638,34.6587402503557
2015-07-30,6,11.8277,0.12479,6.4509,8.0046,35.4426570485042
2015-07-30,6.2,11.4201,0.10357,5.0267,6.4253,36.6800040252549
2015-07-30,8,9.1168,0.06392,2.3923,4.2452,82.5393255607618
2015-07-30,9,8.375,0.06441,2.1345,4.7945,114.360761213986
2015-07-30,9.3,8.2751,0.05668,2.1503,4.8803,116.19961877846
2015-08-03,0.1,26.2449,8.18428,2.2813,2.5629,36.0123374062134
2015-08-03,1,26.0258,8.16165,2.7256,2.477,36.0151343951259
2015-08-03,1.6,25.9891,8.04166,3.1541,2.7174,36.1506537185729
2015-08-03,2.8,24.59,10.93521,3.1699,2.6144,36.4239005653271
2015-08-03,3.8,20.683,0.38878,13.0367,3.0779,44.7766317368745
2015-08-03,5,15.2809,0.89906,2.8962,23.6432,50.5964897640087
2015-08-03,5.2,14.6899,2.61656,2.6304,21.4116,47.7592331764812
2015-08-03,5.5,13.9414,7.51614,2.0273,18.15,50.9008815301449
2015-08-03,5.8,13.7015,7.77567,1.3886,19.7293,52.4335396394778
2015-08-03,6,13.6597,7.89768,1.3727,22.8021,52.5853801403464
2015-08-03,6.2,13.6344,7.96353,1.4322,23.6604,52.6342688875439
2015-08-03,8,13.6067,8.03566,1.2855,24.1925,52.7629444506924
2015-08-03,9,13.5846,7.98285,1.2696,24.4157,52.942748677033
2015-08-03,9.3,13.5801,8.00585,1.103,24.141,52.883911545956
2015-08-08,0.1,25.5987,8.09767,6.0977,2.9743,36.3005539939846
2015-08-08,1,25.6128,8.12084,6.6972,3.0602,36.1803142356353
2015-08-08,1.6,25.6113,8.12411,7.9626,3.0672,36.3542667615179
2015-08-08,2.8,24.4773,10.64501,16.7803,3.3927,36.2282765347642
2015-08-08,3.8,20.9305,0.37451,21.4127,3.678,45.1958740396209
2015-08-08,5,15.6234,0.12877,3.5503,14.4358,54.4694103816445
2015-08-08,5.2,14.8553,3.00068,2.9687,15.3457,51.0891156553458
2015-08-08,5.5,13.9136,6.88468,2.2109,17.8348,53.4584457088829
2015-08-08,5.8,13.7044,7.20161,1.6759,19.1794,54.1375126355741
2015-08-08,6,13.6922,7.25985,1.3324,23.7567,54.2381452987064
2015-08-08,6.2,13.686,7.31861,1.2993,24.5215,54.408316798541
2015-08-08,8,13.6354,7.37855,1.2724,24.8379,54.159638102796
2015-08-08,9,13.6811,7.36436,1.1749,25.3151,54.3231532896005
2015-08-08,9.3,13.6811,7.36436,1.1749,25.3151,54.3231532896005
2015-08-15,0.1,25.2045,8.52440333333333,6.86873333333333,3.2289,36.5202887744018
2015-08-15,1,25.2139,8.53985,7.2684,3.28616666666667,36.4401289355022
2015-08-15,1.6,25.1879333333333,8.51013333333333,8.19353333333333,3.27573333333333,36.5646391897736
2015-08-15,2.8,24.2607333333333,9.66623666666667,15.2074666666667,3.6319,36.3625743322403
2015-08-15,3.8,21.5963666666667,0.46436,22.7727,3.9187,42.9490985379804
2015-08-15,5,16.4037,0.128543333333333,3.58126666666667,17.4765,57.8431990226157
2015-08-15,5.2,15.5913,2.0536,3.08026666666667,18.8026333333333,56.3424472719326
2015-08-15,5.5,14.6018666666667,4.79035666666667,2.3342,20.3014,55.9768895169448
2015-08-15,5.8,14.0576666666667,6.91584,1.71813333333333,21.0694333333333,55.2357940438979
2015-08-15,6,13.8797333333333,7.80114666666667,1.3978,23.224,55.7238150014127
2015-08-15,6.2,13.8361666666667,7.9208,1.2283,23.4309666666667,56.1059965051494
2015-08-15,8,13.7736,8.07004666666667,1.06273333333333,23.8986666666667,55.998339005917
2015-08-15,9,13.8009333333333,8.055,1.0107,24.235,56.0496795283579
2015-08-15,9.3,13.7985666666667,8.05191,1.00286666666667,24.1283,56.1039606483998
2015-08-22,0.1,24.8103,8.95113666666667,7.63976666666667,3.4835,36.7400235548189
2015-08-22,1,24.815,8.95886,7.8396,3.51213333333333,36.6999436353692
2015-08-22,1.6,24.7645666666667,8.89615666666667,8.42446666666667,3.48426666666667,36.7750116180294
2015-08-22,2.8,24.0441666666667,8.68746333333333,13.6346333333333,3.8711,36.4968721297163
2015-08-22,3.8,22.2622333333333,0.55421,24.1327,4.1594,40.7023230363399
2015-08-22,5,17.184,0.128316666666667,3.61223333333333,20.5172,61.216987663587
2015-08-22,5.2,16.3273,1.10652,3.19183333333333,22.2595666666667,61.5957788885195
2015-08-22,5.5,15.2901333333333,2.69603333333333,2.4575,22.768,58.4953333250066
2015-08-22,5.8,14.4109333333333,6.63007,1.76036666666667,22.9594666666667,56.3340754522218
2015-08-22,6,14.0672666666667,8.34244333333333,1.4632,22.6913,57.2094847041191
2015-08-22,6.2,13.9863333333333,8.52299,1.1573,22.3404333333333,57.8036762117578
2015-08-22,8,13.9118,8.76154333333333,0.853066666666667,22.9594333333333,57.837039909038
2015-08-22,9,13.9207666666667,8.74564,0.8465,23.1549,57.7762057671152
2015-08-22,9.3,13.9160333333333,8.73946,0.830833333333333,22.9415,57.884768007199
2015-08-31,0.1,24.4161,9.37787,8.4108,3.7381,36.9597583352361
2015-08-31,1,24.4161,9.37787,8.4108,3.7381,36.9597583352361
2015-08-31,1.6,24.3412,9.28218,8.6554,3.6928,36.9853840462851
2015-08-31,2.8,23.8276,7.70869,12.0618,4.1103,36.6311699271924
2015-08-31,3.8,22.9281,0.64406,25.4927,4.4001,38.4555475346994
2015-08-31,5,17.9643,0.12809,3.6432,23.5579,64.5907763045582
2015-08-31,5.2,17.0633,0.15944,3.3034,25.7165,66.8491105051063
2015-08-31,5.5,15.9784,0.60171,2.5808,25.2346,61.0137771330685
2015-08-31,5.8,14.7642,6.3443,1.8026,24.8495,57.4323568605456
2015-08-31,6,14.2548,8.88374,1.5286,22.1586,58.6951544068254
2015-08-31,6.2,14.1365,9.12518,1.0863,21.2499,59.5013559183662
2015-08-31,8,14.05,9.45304,0.6434,22.0202,59.675740812159
2015-08-31,9,14.0406,9.43628,0.6823,22.0748,59.5027320058726
2015-08-31,9.3,14.0335,9.42701,0.6588,21.7547,59.6655753659983
2015-09-04,0.1,27.2332,6.12338,1.3605,1.3883,31.3766045445636
2015-09-04,1,26.594,6.79477,1.1835,1.5437,31.0219842798075
2015-09-04,1.6,26.4292,6.2683,1.4512,1.535,30.9251294746376
2015-09-04,2.8,25.7272,6.15923,2.0544,1.5814,30.801487128499
2015-09-04,3.8,24.0478,4.3024,6.7483,2.3078,31.0727161093348
2015-09-04,5,21.0099,0.35581,3.9288,2.6264,33.3616756612703
2015-09-04,5.2,20.2428,0.33459,3.8275,2.8054,33.7062728950521
2015-09-04,5.5,18.5814,0.82718,3.5434,2.7814,33.385096597495
2015-09-04,5.8,16.5857,1.37686,2.9169,3.2168,32.6141013024545
2015-09-04,6,15.6245,0.82301,2.2517,3.722,32.7207168424464
2015-09-04,6.2,14.3188,0.38866,1.6888,3.9478,35.3751888154043
2015-09-04,8,10.3029,0.06677,5.5031,10.2473,66.4809666160465
2015-09-04,9,8.8782,0.05176,3.1917,3.5575,132.248837919873
2015-09-04,9.3,8.6737,0.05333,2.4781,3.3702,141.201358674696
2015-09-07,0.1,25.1068,8.68257,6.8798,3.0442,37.0908331512714
2015-09-07,1,25.0544,8.65244,6.8603,3.2005,37.1417921922406
2015-09-07,1.6,24.8716,8.41583,9.6978,3.2016,37.0490616006319
2015-09-07,2.8,24.2813,7.06869,14.2043,3.9301,37.4178319400728
2015-09-07,3.8,22.8205,0.34766,30.8304,4.5364,40.8083336781022
2015-09-07,5,18.9192,0.12257,4.3324,25.9561,63.5817036046295
2015-09-07,5.2,17.8624,0.11936,3.6185,30.3968,64.7858959949418
2015-09-07,5.5,16.6361,0.10604,2.6514,33.4632,66.3903118491554
2015-09-07,5.8,15.5789,1.71597,2.3563,23.9108,59.5540012408162
2015-09-07,6,14.9136,6.52852,1.9343,23.0962,58.9723356082994
2015-09-07,6.2,14.3955,9.19949,1.3828,21.0125,60.5541259712707
2015-09-07,8,14.2332,9.78973,0.7939,18.8978,61.1567206323547
2015-09-07,9,14.2204,9.75572,0.7847,19.1265,60.9175705259037
2015-09-07,9.3,14.2105,9.73213,0.7533,19.1382,61.1726689780231
2015-09-14,0.1,22.8237,6.67561,5.8992,4.5684,37.8119111903813
2015-09-14,1,22.7473,6.60744,6.1057,4.571,37.8438218498919
2015-09-14,1.6,22.5349,6.51844,7.436,4.6271,37.9742124124421
2015-09-14,2.8,22.3408,6.33307,10.0266,4.8185,37.9840228700672
2015-09-14,3.8,22.1501,6.19636,11.3414,4.9015,38.1045324439283
2015-09-14,5,18.8977,0.2317,16.1632,15.9765,62.0221379217862
2015-09-14,5.2,18.0986,0.21511,14.3731,18.1931,68.5551308602748
2015-09-14,5.5,17.0941,0.18487,7.0135,23.8631,68.2080335448884
2015-09-14,5.8,16.0296,0.77292,3.3209,24.0763,66.0759284061301
2015-09-14,6,15.2991,5.06715,2.6626,21.0096,61.2478819376855
2015-09-14,6.2,14.6888,9.00269,2.3821,19.6525,61.2589447053312
2015-09-14,8,14.37,10.07995,0.623,17.5707,62.4416280724296
2015-09-14,9,14.3589,10.02812,0.613,17.7505,62.5829892825648
2015-09-14,9.3,14.3555,9.99941,0.6178,17.6902,62.5276944277138
2015-09-18,0.1,23.1143,8.00621,0.68,3.2874,31.2035419126059
2015-09-18,1,23.0259,7.98649,0.6014,2.9234,31.2171430562503
2015-09-18,1.6,22.6995,8.00985,0.9887,2.9659,31.3667467365688
2015-09-18,2.8,22.3826,8.00005,2.2828,3.0671,31.1687444709656
2015-09-18,3.8,22.273,7.13812,2.3494,3.0705,31.250452704427
2015-09-18,5,20.9536,2.73057,2.3284,3.5974,31.8973231741987
2015-09-18,5.2,20.4581,1.24068,2.7936,3.5795,32.3022626527853
2015-09-18,5.5,19.3076,0.34845,3.351,3.9436,33.6174083433448
2015-09-18,5.8,16.7125,1.10363,3.5835,5.206,35.3748799688728
2015-09-18,6,15.5084,0.81749,5.3493,6.0283,36.7167933024037
2015-09-18,6.2,14.6111,0.23965,6.134,5.9516,39.6693766789586
2015-09-18,8,9.8356,0.09628,3.414,6.8923,97.5592726256699
2015-09-18,9,8.9741,0.07675,2.3425,4.4936,140.560869897364
2015-09-18,9.3,8.8013,0.07398,2.027,4.1851,149.844538446104
2015-09-21,0.1,21.6449,6.7579,7.1858,4.2783,37.5217865068654
2015-09-21,1,21.7603,7.31811,6.8493,4.2139,37.7987822539832
2015-09-21,1.6,21.7849,7.33242,7.688,3.9125,37.8617605128978
2015-09-21,2.8,21.7969,7.39922,8.1051,3.9074,37.8431617391004
2015-09-21,3.8,21.673,5.54648,10.2793,3.9854,38.5337223610378
2015-09-21,5,19.3629,0.13218,8.7484,6.1211,61.2072024049272
2015-09-21,5.2,18.8432,0.10771,7.2649,8.1529,67.5447463405471
2015-09-21,5.5,18.0814,0.09383,5.073,23.6094,75.1603396208909
2015-09-21,5.8,16.9022,0.19251,4.392,23.5308,77.256509223441
2015-09-21,6,15.7532,0.73315,3.5402,18.6006,61.2656331879872
2015-09-21,6.2,15.1897,4.96106,2.95,23.6209,61.6563133861525
2015-09-21,8,14.5278,10.00507,1.0429,16.1174,63.6180525191986
2015-09-21,9,14.5241,10.00783,1.0091,16.256,63.9615271367111
2015-09-21,9.3,14.5157,9.98597,1.0694,16.1517,63.857430823965
2015-09-28,0.1,19.2587,7.89162,0.017,0.9958,2.07564702416266
2015-09-28,1,19.803,7.06046,8.1277,3.7271,37.8559298032845
2015-09-28,1.6,19.674,5.98258,9.9151,3.9761,37.776763733625
2015-09-28,2.8,19.2847,6.75582,9.8346,3.747,37.8662256316321
2015-09-28,3.8,19.1854,6.00715,5.0654,3.7255,37.8927315705065
2015-09-28,5,18.5967,4.2015,2.9747,6.0484,40.0664445725499
2015-09-28,5.2,18.4426,3.20017,2.7935,6.9919,42.1558121860273
2015-09-28,5.5,18.161,1.36774,2.2094,8.5912,46.4228639628625
2015-09-28,5.8,17.2649,0.26638,3.4523,12.7653,65.1470545494243
2015-09-28,6,16.6171,0.18366,6.8831,16.6059,74.4072905269915
2015-09-28,6.2,15.8055,0.7575,2.9481,11.2883,63.9444456204052
2015-09-28,8,14.6952,9.67609,0.7668,14.6394,64.8405599394167
2015-09-28,9,14.6793,9.67234,0.7501,14.6118,64.7993012308783
2015-09-28,9.3,14.6753,9.63527,0.759,15.1388,65.029812036332
2015-10-02,0.1,18.8554,7.80221,3.7138,4.2352,29.9369161636274
2015-10-02,1,18.8855,7.7912,3.6845,4.2311,29.8928701291268
2015-10-02,1.6,18.8881,7.7827,4.0202,4.24,29.8762312743849
2015-10-02,2.8,18.8857,7.7932,3.7871,4.4643,29.9173101165968
2015-10-02,3.8,18.8856,7.81052,4.0568,4.4331,29.9120714621953
2015-10-02,5,18.7953,7.71859,3.3988,4.1546,29.8606168329285
2015-10-02,5.2,18.7389,7.2602,3.602,4.0209,29.8723023157575
2015-10-02,5.5,18.6717,6.77813,2.9365,4.4299,30.0613048496713
2015-10-02,5.8,18.3693,4.3551,2.3015,5.0513,30.6160758729542
2015-10-02,6,17.9149,3.33203,2.1567,5.5257,31.5270973789111
2015-10-02,6.2,17.5205,1.81006,1.4452,6.4548,32.6497484575331
2015-10-02,8,10.9193,0.14738,1.6173,4.5535,75.1144364440373
2015-10-02,9,9.1318,0.11199,1.4075,4.6252,151.161494924979
2015-10-02,9.3,8.9418,0.10863,1.2166,4.8375,156.875382795252
2015-10-05,0.1,16.8134,6.83447,2.4399,4.827,36.8607636606852
2015-10-05,1,16.799,6.83373,2.3087,4.8205,36.7045116746579
2015-10-05,1.6,16.7771,6.79588,2.6346,4.8164,36.6797604406307
2015-10-05,2.8,16.6193,6.74771,3.7414,5.077,36.5638625748476
2015-10-05,3.8,16.5163,6.65731,4.0291,5.0929,36.7961824682292
2015-10-05,5,16.4071,6.53654,3.8499,5.0844,36.8175092463818
2015-10-05,5.2,16.405,6.53425,4.1097,5.0788,36.6334021467143
2015-10-05,5.5,16.4057,6.52578,3.7296,5.0931,36.7125147875118
2015-10-05,5.8,16.394,6.47458,3.5074,5.1574,36.6142137373996
2015-10-05,6,16.3872,6.46551,3.5097,5.0917,36.9393722182975
2015-10-05,6.2,16.3622,6.3822,3.8124,5.2686,36.4563833005664
2015-10-05,8,16.2395,6.05227,2.5933,6.3287,37.3213516999351
2015-10-05,9,16.2071,5.95697,2.0945,6.591,37.0386613942787
2015-10-05,9.3,16.1927,5.92673,2.1739,6.7446,37.2450945806536
2015-10-12,0.1,15.59795,6.25486,1.5569,4.30535,39.9409492089648
2015-10-12,1,15.7932,6.730095,1.4915,4.39575,37.5431833176531
2015-10-12,1.6,15.7806,6.600315,1.6906,4.3966,36.8812310025244
2015-10-12,2.8,15.6636,6.90308,2.58025,4.5388,36.5004792268482
2015-10-12,3.8,15.60265,6.930425,2.758,4.53345,36.5128719621773
2015-10-12,5,15.5376,6.907285,2.697,4.52115,36.4085754939546
2015-10-12,5.2,15.53175,6.91185,2.7986,4.53255,36.2116161136384
2015-10-12,5.5,15.50965,6.90259,2.6462,4.5341,36.3036661502466
2015-10-12,5.8,15.46955,6.90005,2.5906,4.4817,36.2140451191491
2015-10-12,6,15.4643,6.91147,2.59345,4.5205,36.3649934637831
2015-10-12,6.2,15.45145,6.86136,2.78845,4.6227,36.1402695638392
2015-10-12,8,15.2703,6.676485,2.22235,5.3108,36.4740730830082
2015-10-12,9,15.24225,6.629845,1.944,5.96745,36.2443425476419
2015-10-12,9.3,15.2299,6.6157,1.99905,5.9735,36.3173215185198
2015-10-19,0.1,14.3825,5.67525,0.6739,3.7837,43.0211347572443
2015-10-19,1,14.7874,6.62646,0.6743,3.971,38.3818549606483
2015-10-19,1.6,14.7841,6.40475,0.7466,3.9768,37.082701564418
