Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophyta
FCR,2014,2014-09-15 11:50:47,4.18,12.52,5.99,0.5,5.81,0.37
FCR,2014,2014-09-15 11:50:47,4.38,11.89,5.46,0.19,5.31,1.25
FCR,2014,2014-09-15 11:50:47,4.59,12.14,5.16,0.62,6.11,0.39
FCR,2014,2014-09-15 11:50:56,4.8,23.13,5.52,0.48,5.06,1.26
FCR,2014,2014-09-15 11:50:56,4.99,29.61,6.16,0.36,4.42,1.09
FCR,2014,2014-09-15 11:50:56,5.16,25.12,5.58,0.39,4.95,1.53
FCR,2014,2014-09-15 11:51:04,5.37,21.13,5.71,0.4,4.92,1.04
FCR,2014,2014-09-15 11:51:04,5.52,14.87,5.33,0.8,5.68,1.05
FCR,2014,2014-09-15 11:51:04,5.74,13.13,5.41,0.69,4.91,1.81
FCR,2014,2014-09-15 11:51:13,5.96,10.21,5.47,0.84,4.45,1.76
FCR,2014,2014-09-15 11:51:13,6.17,8.17,4.79,0.76,4.45,1.89
FCR,2014,2014-09-15 11:51:13,6.38,6.44,4.32,1.29,3.72,2.81
FCR,2014,2014-09-15 11:51:13,6.58,4.74,6.1,3.37,4.36,9.3
FCR,2014,2014-09-15 11:51:22,6.84,3.86,9.11,4.32,4.48,11.71
FCR,2014,2014-09-15 11:51:22,7.04,3.75,9.86,4.59,4.3,6.38
FCR,2014,2014-09-15 11:51:30,7.26,3.68,7.87,3.9,3.76,5.59
FCR,2014,2014-09-15 11:51:30,7.5,3.58,5.67,3.37,2.74,3.09
FCR,2014,2014-09-15 11:51:30,7.82,3.46,5.05,3.17,2.25,2.65
FCR,2014,2014-09-15 11:51:30,8.1,3.5,4.17,2.72,1.57,1.75
FCR,2014,2014-09-15 11:51:39,8.34,3.54,3.56,2.19,1.35,1.07
FCR,2014,2014-09-15 11:51:39,8.62,3.49,2.71,1.84,1.31,0.59
FCR,2014,2014-09-15 11:51:39,8.84,3.48,1.95,1.43,0.9,0.46
FCR,2014,2014-09-15 11:51:48,9.08,3.57,1.63,1.2,0.62,0.41
FCR,2014,2014-09-15 11:51:48,9.29,3.48,1.54,1.15,0.61,0.45
FCR,2014,2014-09-22 13:01:55,0.13,1.04,1.43,1.2,0.67,0.39
FCR,2014,2014-09-22 13:02:21,0.43,6.43,1.37,1.19,0.7,0.33
FCR,2014,2014-09-22 13:02:30,0.78,9.22,1.4,1.13,0.54,0.39
FCR,2014,2014-09-22 13:02:38,1.18,11.37,1.33,1.17,0.69,0.32
FCR,2014,2014-09-22 13:02:38,1.34,11.5,1.35,1.18,0.58,0.43
FCR,2014,2014-09-22 13:02:47,1.45,12.2,1.35,1.16,0.61,0.37
FCR,2014,2014-09-22 13:02:47,1.69,13.34,1.35,1.15,0.59,0.39
FCR,2014,2014-09-22 13:02:47,1.96,14.72,1.4,1.21,0.66,0.3
FCR,2014,2014-09-22 13:02:47,2.23,15.13,1.33,1.17,0.65,0.33
FCR,2014,2014-09-22 13:02:56,2.49,15.47,1.33,1.17,0.65,0.33
FCR,2014,2014-09-22 13:02:56,2.79,15.5,0,1.04,0,0
FCR,2014,2014-09-22 13:02:56,3,15.52,3.29,0.03,2.2,0.91
FCR,2014,2014-09-22 13:03:04,3.28,15.56,5.26,0.04,3.79,0.13
FCR,2014,2014-09-22 13:03:04,3.53,15.47,6.45,0,4.85,0.07
FCR,2014,2014-09-22 13:03:04,3.79,16.24,6.53,0,4.94,0.03
FCR,2014,2014-09-22 13:03:13,4.08,25.76,6.13,0,6.07,0
FCR,2014,2014-09-22 13:03:13,4.3,33.51,6.69,0,6.65,0
FCR,2014,2014-09-22 13:03:13,4.56,32.44,7.14,0,7.57,0
FCR,2014,2014-09-22 13:03:22,4.76,30.19,7.2,0,7.93,0
FCR,2014,2014-09-22 13:03:22,5.05,24.09,7.09,0,8.38,0
FCR,2014,2014-09-22 13:03:22,5.34,22.79,7.06,0,8.44,0
FCR,2014,2014-09-22 13:03:30,5.67,18.91,7.12,0,8.41,0
FCR,2014,2014-09-22 13:03:30,5.92,15.55,7.1,0,8.46,0
FCR,2014,2014-09-22 13:03:30,6.11,14.38,7.09,0,8.38,0
FCR,2014,2014-09-22 13:03:39,6.29,12.47,7.66,0,8.58,0
FCR,2014,2014-09-22 13:03:39,6.45,11.05,10.32,0.41,12.13,2.9
FCR,2014,2014-09-22 13:03:39,6.71,9,12.53,0.71,13.91,6.37
FCR,2014,2014-09-22 13:03:48,6.92,6.97,11.44,1.04,13.94,6.02
FCR,2014,2014-09-22 13:03:48,7.14,5.87,10.4,0.82,13.72,5.26
FCR,2014,2014-09-22 13:03:48,7.33,5.57,8.38,0.37,11.77,3.58
FCR,2014,2014-09-22 13:03:56,7.56,5.01,7.98,0.42,10.93,3.46
FCR,2014,2014-09-22 13:03:56,7.82,5.25,6.67,2.45,6.19,3.6
FCR,2014,2014-09-22 13:03:56,8.07,5.16,5.47,2.98,4.07,3.03
FCR,2014,2014-09-22 13:04:05,8.33,4.87,5.21,3.04,3.08,3.05
FCR,2014,2014-09-22 13:04:05,8.57,4.83,4.55,2.89,2.11,2.92
FCR,2014,2014-09-22 13:04:05,8.82,4.8,3.91,2.87,1.69,2.58
FCR,2014,2014-12-10 12:46:01,0.25,1.32,0,1.32,0,0
FCR,2014,2014-12-10 12:46:03,0.25,1.52,0,1.52,0,0
FCR,2014,2014-12-10 12:46:06,0.23,1.46,0,1.46,0,0
FCR,2014,2014-12-10 12:46:09,0.25,1.46,0,1.46,0,0
FCR,2014,2014-12-10 12:46:12,0.25,1.58,0,1.58,0,0
FCR,2014,2014-12-10 12:46:15,0.22,1.73,0,1.73,0,0
FCR,2014,2014-12-10 12:46:17,0.22,1.73,0,1.73,0,0
FCR,2014,2014-12-10 12:46:20,0.38,1.76,0.79,0.96,0,0
FCR,2014,2014-12-10 12:46:23,0.74,1.64,1.48,0.16,0,0
FCR,2014,2014-12-10 12:46:26,1,1.85,1.85,0,0,0
FCR,2014,2014-12-10 12:46:29,0.97,1.55,0.48,0.37,0.25,0.46
FCR,2014,2014-12-10 12:46:31,0.98,1.71,0.64,0,1.08,0
FCR,2014,2014-12-10 12:46:34,0.96,0.89,0.74,0.15,0,0
FCR,2014,2014-12-10 12:46:37,1.21,1.15,0,0,0.75,0.4
FCR,2014,2014-12-10 12:46:40,1.47,2.01,1.87,0.14,0,0
FCR,2014,2014-12-10 12:46:43,1.74,2.28,1.87,0,0.42,0
FCR,2014,2014-12-10 12:46:45,2,2.24,1.6,0,0.38,0.26
FCR,2014,2014-12-10 12:46:48,2.26,3.02,2.55,0,0.37,0.1
FCR,2014,2014-12-10 12:46:51,2.6,2.24,1.36,0.08,0.8,0
FCR,2014,2014-12-10 12:46:54,2.79,2.84,1.88,0.07,0.9,0
FCR,2014,2014-12-10 12:46:56,3.14,3.02,1.64,0,1.37,0
FCR,2014,2014-12-10 12:46:59,3.46,3.34,2.04,0.05,1.25,0
FCR,2014,2014-12-10 12:47:02,3.75,3.64,2.52,0,1.12,0
FCR,2014,2014-12-10 12:47:05,4.05,3.33,2.17,0,1.15,0
FCR,2014,2014-12-10 12:47:08,4.28,3.28,2.26,0,0.95,0.07
FCR,2014,2014-12-10 12:47:10,4.74,3.63,2.56,0,1.07,0
FCR,2014,2014-12-10 12:47:13,5.07,3.46,2.18,0,1.28,0
FCR,2014,2014-12-10 12:47:16,5.33,3.61,2.58,0,1.04,0
FCR,2014,2014-12-10 12:47:19,5.74,3.62,2.46,0,1.16,0
FCR,2014,2014-12-10 12:47:22,6.09,3.6,2.39,0,1.21,0
FCR,2014,2014-12-10 12:47:24,6.45,3.61,2.35,0,1.26,0
FCR,2014,2014-12-10 12:47:27,6.81,3.59,2.34,0,1.24,0
FCR,2014,2014-12-10 12:47:30,7.12,3.6,2.29,0,1.31,0
FCR,2014,2014-12-10 12:47:33,7.47,3.6,2.37,0,1.23,0
FCR,2014,2014-12-10 12:47:36,7.84,3.61,2.33,0,1.28,0
FCR,2014,2014-12-10 12:47:38,8.06,3.71,2.46,0,1.25,0
FCR,2014,2014-12-10 12:47:41,8.33,3.62,2.4,0,1.22,0
FCR,2014,2014-12-10 12:47:44,8.75,3.67,2.35,0,1.32,0
FCR,2014,2014-12-10 12:47:47,9.14,3.65,2.33,0,1.31,0
