Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophyta
FCR,2016,2016-03-28 12:18:47,6.92,7.25,3.03,0,3.8,0.41
FCR,2016,2016-03-28 12:18:50,7.21,7.33,2.81,0.08,4.03,0.41
FCR,2016,2016-03-28 12:18:53,7.45,7.24,2.59,0,4.15,0.49
FCR,2016,2016-03-28 12:18:56,7.67,6.85,2.52,0.03,3.68,0.62
FCR,2016,2016-03-28 12:18:59,7.91,6.76,2.4,0.03,3.87,0.46
FCR,2016,2016-03-28 12:19:01,8.12,6.16,2.26,0.04,3.43,0.44
FCR,2016,2016-03-28 12:19:04,8.37,6.16,2.37,0.05,3.25,0.48
FCR,2016,2016-03-28 12:19:07,8.59,5.91,2.32,0,3.09,0.51
FCR,2016,2016-03-28 12:19:10,8.79,5.2,2.04,0.14,2.66,0.36
FCR,2016,2016-03-28 12:19:12,9.01,4.9,1.98,0.1,2.42,0.39
FCR,2016,2016-03-28 12:19:15,9.22,4.95,1.99,0.06,2.46,0.44
FCR,2016,2016-03-30 08:22:39,0.24,1.64,0,1.36,0,0.28
FCR,2016,2016-03-30 08:22:42,0.54,2.45,1.02,0,1.43,0
FCR,2016,2016-03-30 08:22:44,0.84,3.34,2.1,0,1.25,0
FCR,2016,2016-03-30 08:22:47,1.04,3.59,2.87,0,0.72,0
FCR,2016,2016-03-30 08:22:50,1.25,3.54,2.33,0.01,1.2,0
FCR,2016,2016-03-30 08:22:53,1.47,3.42,1.19,0,2.23,0
FCR,2016,2016-03-30 08:22:56,1.69,3.77,1.79,0,1.98,0
FCR,2016,2016-03-30 08:22:58,1.89,4.62,2.87,0.05,1.69,0
FCR,2016,2016-03-30 08:23:01,2.13,4.41,2.35,0,2.06,0
FCR,2016,2016-03-30 08:23:04,2.35,4.94,3.04,0,1.9,0
FCR,2016,2016-03-30 08:23:07,2.62,5.13,2.59,0,2.55,0
FCR,2016,2016-03-30 08:23:10,2.86,5.63,2.93,0,2.69,0
FCR,2016,2016-03-30 08:23:12,3.09,6.04,2.75,0,3.3,0
FCR,2016,2016-03-30 08:23:15,3.27,6.73,3.54,0,3.19,0
FCR,2016,2016-03-30 08:23:18,3.5,7.02,3.29,0,3.73,0
FCR,2016,2016-03-30 08:23:21,3.72,6.95,3.31,0,3.64,0
FCR,2016,2016-03-30 08:23:23,3.96,6.52,3.27,0,3.26,0
FCR,2016,2016-03-30 08:23:26,4.14,6.68,3.65,0,3.03,0
FCR,2016,2016-03-30 08:23:29,4.36,6.38,3.15,0,3.23,0
FCR,2016,2016-03-30 08:23:32,4.53,6.69,3.42,0,3.27,0
FCR,2016,2016-03-30 08:23:35,4.75,6.69,3.64,0,3.02,0.03
FCR,2016,2016-03-30 08:23:37,4.98,7.75,4.49,0,3.13,0.14
FCR,2016,2016-03-30 08:23:40,5.21,8.09,4.82,0,3.15,0.12
FCR,2016,2016-03-30 08:23:43,5.43,8.26,4.78,0,3.47,0
FCR,2016,2016-03-30 08:23:46,5.6,8.61,5.22,0,3.38,0
FCR,2016,2016-03-30 08:23:49,5.8,8.76,5.2,0,3.45,0.11
FCR,2016,2016-03-30 08:23:51,6,8.68,5.42,0,3.26,0
FCR,2016,2016-03-30 08:23:54,6.21,8.37,5.05,0,3.11,0.21
FCR,2016,2016-03-30 08:23:57,6.41,8.56,5.31,0,3.2,0.05
FCR,2016,2016-03-30 08:24:00,6.62,8.03,5.05,0,2.76,0.22
FCR,2016,2016-03-30 08:24:03,6.83,7.63,4.71,0,2.63,0.29
FCR,2016,2016-03-30 08:24:05,7.01,7.51,4.74,0,2.23,0.54
FCR,2016,2016-03-30 08:24:08,7.24,6.99,4.26,0.03,2.19,0.52
FCR,2016,2016-03-30 08:24:11,7.46,7.19,3.66,0.09,3.09,0.34
FCR,2016,2016-03-30 08:24:14,7.71,7.55,3.09,0.05,3.93,0.48
FCR,2016,2016-03-30 08:24:16,7.94,7.77,3.03,0,4.2,0.55
FCR,2016,2016-03-30 08:24:19,8.15,7.95,2.82,0.03,4.58,0.52
FCR,2016,2016-03-30 08:24:22,8.38,7.76,2.67,0,4.53,0.57
FCR,2016,2016-03-30 08:24:25,8.63,7.99,2.6,0.04,4.85,0.49
FCR,2016,2016-03-30 08:24:28,8.84,7.97,2.56,0.01,4.84,0.56
FCR,2016,2016-03-30 08:24:33,9.15,9.06,3.73,0,4.53,0.8
FCR,2016,2016-03-30 08:24:36,9.37,7.38,2.4,0.12,4.45,0.41
FCR,2016,2016-04-11 12:11:52,0.31,1.73,0,1.73,0,0
FCR,2016,2016-04-11 12:11:55,0.34,1.83,0,1.83,0,0
FCR,2016,2016-04-11 12:11:58,0.67,3.24,2.22,0,1.02,0
FCR,2016,2016-04-11 12:12:01,1.08,4.27,3.18,0,1.09,0
FCR,2016,2016-04-11 12:12:04,1.35,4.94,3.6,0,1.19,0.15
FCR,2016,2016-04-11 12:12:06,1.63,6.34,5.13,0.37,0.84,0
FCR,2016,2016-04-11 12:12:09,1.93,5.66,5.2,0,0.46,0
FCR,2016,2016-04-11 12:12:12,2.25,4.62,0.77,0.15,3.71,0
FCR,2016,2016-04-11 12:12:15,2.58,4.91,1.29,0,3.61,0
FCR,2016,2016-04-11 12:12:18,2.92,6.4,4.12,0,2.28,0
FCR,2016,2016-04-11 12:12:20,3.23,6.95,3.23,0,3.72,0
FCR,2016,2016-04-11 12:12:23,3.48,7.77,4.1,0,3.67,0
FCR,2016,2016-04-11 12:12:26,3.77,8.42,4.22,0,4.21,0
FCR,2016,2016-04-11 12:12:29,4.08,8.71,4.08,0,4.63,0
FCR,2016,2016-04-11 12:12:31,4.38,9.25,4.56,0,4.69,0
FCR,2016,2016-04-11 12:12:34,4.69,10,4.6,0,5.41,0
FCR,2016,2016-04-11 12:12:37,5.01,10.2,4.23,0,5.97,0
FCR,2016,2016-04-11 12:12:40,5.32,10.02,4,0,6.01,0
FCR,2016,2016-04-11 12:12:43,5.6,9.46,4.51,0,4.94,0
FCR,2016,2016-04-11 12:12:45,5.92,8.86,4.46,0,4.32,0.08
FCR,2016,2016-04-11 12:12:48,6.24,8.97,4.82,0,4.14,0
FCR,2016,2016-04-11 12:12:51,6.58,8.3,4.42,0,3.69,0.19
FCR,2016,2016-04-11 12:12:54,6.9,7.67,4.29,0,3.08,0.3
FCR,2016,2016-04-11 12:12:57,7.24,7.91,4.81,0,2.68,0.43
FCR,2016,2016-04-11 12:12:59,7.55,8.07,5.31,0,2.28,0.48
FCR,2016,2016-04-11 12:13:02,7.91,7.87,5.36,0,1.99,0.52
FCR,2016,2016-04-11 12:13:05,8.2,7.04,4.66,0,1.77,0.61
FCR,2016,2016-04-11 12:13:08,8.44,6.79,4.46,0.07,1.86,0.4
FCR,2016,2016-04-11 12:13:11,8.7,5.93,3.82,0,1.61,0.5
FCR,2016,2016-04-11 12:13:13,9.03,5.58,3.52,0.14,1.53,0.39
FCR,2016,2016-04-11 12:13:16,9.33,5.13,3.17,0.07,1.4,0.49
FCR,2016,2016-04-18 09:43:31,0.16,1.57,0,1.57,0,0
FCR,2016,2016-04-18 09:43:34,0.17,1.17,0,1.17,0,0
FCR,2016,2016-04-18 09:43:37,0.2,1.24,0,1.24,0,0
FCR,2016,2016-04-18 09:43:40,0.37,0.72,0.39,0.33,0,0
FCR,2016,2016-04-18 09:43:42,0.53,0.05,0,0,0.05,0
FCR,2016,2016-04-18 09:43:45,0.67,0.06,0,0.06,0,0
FCR,2016,2016-04-18 09:43:48,0.81,0.25,0,0,0,0.25
FCR,2016,2016-04-18 09:43:51,1.05,0.14,0,0.05,0.09,0
FCR,2016,2016-04-18 09:43:53,1.21,0,0,0,0,0
FCR,2016,2016-04-18 09:43:56,1.38,0.47,0.3,0.16,0,0
FCR,2016,2016-04-18 09:43:59,1.57,0.12,0,0,0,0.12
FCR,2016,2016-04-18 09:44:02,1.7,0.43,0,0.23,0,0.2
FCR,2016,2016-04-18 09:44:05,1.85,0.11,0,0,0,0.11
FCR,2016,2016-04-18 09:44:07,1.94,0.7,0.37,0.33,0,0
FCR,2016,2016-04-18 09:44:10,2.07,0.35,0,0.2,0,0.15
FCR,2016,2016-04-18 09:44:13,2.26,0.51,0.49,0.02,0,0
FCR,2016,2016-04-18 09:44:16,2.42,0.28,0.28,0,0,0
FCR,2016,2016-04-18 09:44:19,2.63,0.33,0.22,0,0,0.11
FCR,2016,2016-04-18 09:44:21,2.86,0.68,0.52,0.16,0,0
FCR,2016,2016-04-18 09:44:24,3.02,0.39,0.14,0.11,0,0.14
FCR,2016,2016-04-18 09:44:27,3.22,0.79,0.62,0.13,0.04,0
FCR,2016,2016-04-18 09:44:30,3.44,1.43,1.17,0.04,0,0.23
FCR,2016,2016-04-18 09:44:33,3.6,0.73,0.37,0.04,0,0.32
FCR,2016,2016-04-18 09:44:35,3.78,1.37,0.9,0,0.47,0
FCR,2016,2016-04-18 09:44:38,3.96,2.73,1.98,0.04,0.67,0.04
FCR,2016,2016-04-18 09:44:41,4.13,4.56,2.53,0,2.03,0
FCR,2016,2016-04-18 09:44:44,4.08,3.57,1.6,0,1.97,0
FCR,2016,2016-04-18 09:44:46,4.2,4.04,1.83,0,2.21,0
FCR,2016,2016-04-18 09:44:49,4.53,6.74,3.94,0,2.8,0
FCR,2016,2016-04-18 09:44:52,4.74,7.71,3.33,0,4.38,0
FCR,2016,2016-04-18 09:44:55,4.91,9.09,4.09,0,5,0
FCR,2016,2016-04-18 09:44:58,5.08,10.88,4.77,0,6.12,0
FCR,2016,2016-04-18 09:45:00,5.25,10.94,4.37,0,6.57,0
FCR,2016,2016-04-18 09:45:03,5.38,11.38,4.75,0,6.62,0
FCR,2016,2016-04-18 09:45:06,5.58,12.84,5.19,0,7.65,0
FCR,2016,2016-04-18 09:45:09,5.77,14.06,5.58,0,8.48,0
FCR,2016,2016-04-18 09:45:12,5.94,14.46,4.99,0,9.47,0
FCR,2016,2016-04-18 09:45:14,6.13,15.2,5.17,0,10.03,0
FCR,2016,2016-04-18 09:45:17,6.4,15.96,5.54,0,10.42,0
FCR,2016,2016-04-18 09:45:20,6.61,16.74,5.9,0,10.84,0
FCR,2016,2016-04-18 09:45:23,6.77,16.86,5.86,0,11,0
FCR,2016,2016-04-18 09:45:26,6.93,16.66,5.88,0,10.78,0
FCR,2016,2016-04-18 09:45:28,7.12,15.55,5.85,0,9.7,0
FCR,2016,2016-04-18 09:45:31,7.3,14.22,5.45,0,8.76,0
FCR,2016,2016-04-18 09:45:34,7.43,10.6,5.6,0,5.01,0
FCR,2016,2016-04-18 09:45:37,7.64,10.37,5.65,0,4.72,0
FCR,2016,2016-04-18 09:45:39,7.85,6.58,4.2,0.11,2.02,0.25
FCR,2016,2016-04-18 09:45:42,8.04,6.63,4.52,0,1.83,0.29
FCR,2016,2016-04-18 09:45:45,8.25,6.42,4.68,0,1.37,0.37
FCR,2016,2016-04-18 09:45:48,8.49,5.73,4.1,0.05,1.37,0.21
FCR,2016,2016-04-18 09:45:51,8.66,5.04,3.55,0.04,1.21,0.24
FCR,2016,2016-04-18 09:45:53,8.86,4.54,3.04,0.07,1.3,0.13
FCR,2016,2016-04-18 09:45:56,9.09,3.35,2.18,0.18,0.84,0.15
FCR,2016,2016-04-18 09:45:59,9.25,3.06,1.88,0.25,0.83,0.1
FCR,2016,2016-04-18 09:46:02,9.44,2.73,1.73,0.26,0.64,0.09
FCR,2016,2016-04-20 11:08:17,0.25,1.44,0,1.44,0,0
FCR,2016,2016-04-20 11:08:19,0.26,1.81,0,1.45,0,0.37
FCR,2016,2016-04-20 11:08:22,0.27,1.54,0,1.54,0,0
FCR,2016,2016-04-20 11:08:25,0.48,0.73,0,0.73,0,0
FCR,2016,2016-04-20 11:08:28,0.73,0.72,0.19,0.51,0,0.02
FCR,2016,2016-04-20 11:08:30,0.99,0.56,0,0.3,0,0.26
FCR,2016,2016-04-20 11:08:33,1.1,0.91,0,0.17,0,0.74
FCR,2016,2016-04-20 11:08:36,1.34,0.81,0.09,0.41,0,0.31
FCR,2016,2016-04-20 11:08:39,1.51,0.9,0.41,0.29,0,0.2
FCR,2016,2016-04-20 11:08:42,1.71,0.76,0.21,0.39,0,0.17
FCR,2016,2016-04-20 11:08:44,1.87,0.99,0.5,0.49,0,0
FCR,2016,2016-04-20 11:08:47,2.13,0.66,0,0.31,0,0.35
FCR,2016,2016-04-20 11:08:50,2.36,0.68,0,0.47,0,0.21
FCR,2016,2016-04-20 11:08:53,2.54,0.72,0,0.28,0,0.44
FCR,2016,2016-04-20 11:08:56,2.82,1,0.56,0.44,0,0
FCR,2016,2016-04-20 11:08:58,3.02,1.3,0.85,0.45,0,0
FCR,2016,2016-04-20 11:09:01,3.23,1.37,0.88,0.24,0,0.25
FCR,2016,2016-04-20 11:09:04,3.45,0.93,0.23,0,0,0.71
FCR,2016,2016-04-20 11:09:07,3.61,1.37,0.68,0.23,0,0.45
FCR,2016,2016-04-20 11:09:10,3.73,1.29,0.31,0.28,0,0.7
FCR,2016,2016-04-20 11:09:12,3.95,1.17,0.23,0.24,0,0.7
FCR,2016,2016-04-20 11:09:15,4.18,2.4,1.58,0.24,0,0.58
FCR,2016,2016-04-20 11:09:18,4.37,2.22,1.13,0.23,0,0.86
FCR,2016,2016-04-20 11:09:21,4.59,3.55,2.55,0,0,1.01
FCR,2016,2016-04-20 11:09:23,4.76,5.44,3.25,0,1.22,0.98
FCR,2016,2016-04-20 11:09:26,4.98,5.83,3.56,0,1.34,0.93
FCR,2016,2016-04-20 11:09:29,5.19,8.2,4.11,0,3.24,0.85
FCR,2016,2016-04-20 11:09:32,5.4,9.86,4.54,0,4.44,0.88
FCR,2016,2016-04-20 11:09:35,5.57,10.1,4.2,0,5.44,0.47
FCR,2016,2016-04-20 11:09:37,5.77,11.31,5.1,0,5.63,0.58
FCR,2016,2016-04-20 11:09:40,5.99,12.04,5.35,0,6.3,0.4
FCR,2016,2016-04-20 11:09:43,6.19,12.84,5.17,0,7.67,0
FCR,2016,2016-04-20 11:09:46,6.37,15.04,5.82,0,9.21,0
FCR,2016,2016-04-20 11:09:49,6.51,15.48,5.77,0,9.71,0
FCR,2016,2016-04-20 11:09:51,6.69,14.97,5.88,0,8.58,0.5
FCR,2016,2016-04-20 11:09:54,6.86,11.58,5.54,0,5.2,0.84
FCR,2016,2016-04-20 11:09:57,7.01,10.11,5.46,0,3.47,1.17
FCR,2016,2016-04-20 11:10:00,7.27,8.83,5.41,0,1.84,1.58
FCR,2016,2016-04-20 11:10:03,7.38,8.63,5.51,0,1.54,1.58
FCR,2016,2016-04-20 11:10:05,7.59,8.4,5.25,0,1.66,1.49
FCR,2016,2016-04-20 11:10:08,7.75,8.52,5.64,0,1.28,1.59
FCR,2016,2016-04-20 11:10:11,7.82,8.4,5.47,0,1.31,1.61
FCR,2016,2016-04-20 11:10:14,7.93,8.41,5.31,0,1.46,1.64
FCR,2016,2016-04-20 11:10:16,7.93,9.11,5.94,0,1.35,1.83
FCR,2016,2016-04-20 11:10:19,7.98,9.21,6.07,0,1.3,1.84
FCR,2016,2016-04-20 11:10:22,8.17,9.08,5.93,0,1.2,1.95
FCR,2016,2016-04-20 11:10:25,8.31,8.68,5.76,0,0.93,1.99
FCR,2016,2016-04-20 11:10:28,8.37,8.76,5.77,0,1.06,1.93
FCR,2016,2016-04-20 11:10:30,8.43,8.86,5.84,0,1.09,1.92
FCR,2016,2016-04-20 11:10:33,8.48,9,6.07,0,0.9,2.02
FCR,2016,2016-04-20 11:10:36,8.51,8.89,5.88,0,1.06,1.95
FCR,2016,2016-04-20 11:10:39,8.7,8.91,5.96,0,0.98,1.97
FCR,2016,2016-04-20 11:10:42,8.97,8.19,5.37,0,0.93,1.89
FCR,2016,2016-04-20 11:10:44,9.17,8.16,5.4,0,0.83,1.93
FCR,2016,2016-04-20 11:10:47,9.37,8.45,5.67,0,0.87,1.91
FCR,2016,2016-04-25 13:07:41,0.12,0.33,0,0.18,0,0.15
FCR,2016,2016-04-25 13:07:44,0.36,1.23,1.03,0.21,0,0
FCR,2016,2016-04-25 13:07:47,0.54,0.74,0,0.32,0.31,0.11
FCR,2016,2016-04-25 13:07:49,0.87,0.94,0.49,0,0,0.45
FCR,2016,2016-04-25 13:07:52,1.19,2.27,2.11,0.16,0,0
FCR,2016,2016-04-25 13:07:55,1.53,2.51,1.78,0.17,0.56,0
FCR,2016,2016-04-25 13:07:58,1.9,2.61,1.81,0,0.21,0.59
FCR,2016,2016-04-25 13:08:01,2.22,2.94,2.1,0.12,0.72,0
FCR,2016,2016-04-25 13:08:03,2.37,3.31,2.75,0.22,0.35,0
FCR,2016,2016-04-25 13:08:06,2.62,3.32,2.12,0.25,0.96,0
FCR,2016,2016-04-25 13:08:09,2.94,3.99,2.49,0.17,1.33,0
FCR,2016,2016-04-25 13:08:12,3.25,3.67,2.64,0.21,0.82,0
FCR,2016,2016-04-25 13:08:15,3.62,3.47,2.6,0.2,0.2,0.47
FCR,2016,2016-04-25 13:08:17,3.97,3.75,3.15,0.09,0.4,0.12
FCR,2016,2016-04-25 13:08:20,4.28,4.69,3.17,0.04,1,0.48
FCR,2016,2016-04-25 13:08:23,4.68,5.94,4.26,0,1.41,0.27
FCR,2016,2016-04-25 13:08:26,5,6.89,4.25,0,2.64,0
FCR,2016,2016-04-25 13:08:29,5.26,8.29,4.06,0,4.23,0
FCR,2016,2016-04-25 13:08:31,5.55,11.21,4.6,0,6.61,0
FCR,2016,2016-04-25 13:08:34,5.88,15.23,5.37,0,9.85,0
FCR,2016,2016-04-25 13:08:37,5.99,17.63,6.26,0,11.37,0
FCR,2016,2016-04-25 13:08:40,6.27,16.8,6.08,0,10.72,0
FCR,2016,2016-04-25 13:08:42,6.5,14.04,5.95,0,8.08,0
FCR,2016,2016-04-25 13:08:45,6.84,12.13,5.98,0,6.15,0
FCR,2016,2016-04-25 13:08:48,7.1,11.44,5.66,0,5.78,0
FCR,2016,2016-04-25 13:08:51,7.41,10.79,5.56,0,5.23,0
FCR,2016,2016-04-25 13:08:54,7.73,10.66,5.47,0,5.19,0
FCR,2016,2016-04-25 13:08:56,8.07,10.49,5.3,0,5.19,0
FCR,2016,2016-04-25 13:08:59,8.36,10.41,5.33,0,5.09,0
FCR,2016,2016-04-25 13:09:02,8.7,10.37,5.36,0,5.01,0
FCR,2016,2016-04-25 13:09:05,9.01,10.35,5.33,0,5.03,0
FCR,2016,2016-04-25 13:09:08,9.29,10.32,5.31,0,5.01,0
FCR,2016,2016-05-02 09:05:50,0.02,0.86,0.08,0.63,0,0.15
FCR,2016,2016-05-02 09:05:52,0.21,3.43,2.56,0.87,0,0
FCR,2016,2016-05-02 09:05:55,0.44,6.23,5.42,0.26,0.55,0
FCR,2016,2016-05-02 09:05:58,0.69,6.45,5.88,0,0.34,0.23
FCR,2016,2016-05-02 09:06:01,0.91,7.14,6.25,0,0.54,0.35
FCR,2016,2016-05-02 09:06:04,1.13,7.5,7.16,0.05,0.3,0
FCR,2016,2016-05-02 09:06:06,1.39,7.45,6.53,0,0.8,0.11
FCR,2016,2016-05-02 09:06:09,1.62,7.57,6.38,0,1.19,0
FCR,2016,2016-05-02 09:06:12,1.86,7.73,6.54,0,1.19,0
FCR,2016,2016-05-02 09:06:15,2.09,7.81,6.71,0,1.07,0.03
FCR,2016,2016-05-02 09:06:18,2.34,7.7,6.72,0,0.4,0.57
FCR,2016,2016-05-02 09:06:20,2.61,7.29,6.32,0.09,0.65,0.23
FCR,2016,2016-05-02 09:06:23,2.9,6.61,5.87,0,0.29,0.45
FCR,2016,2016-05-02 09:06:26,3.16,6.86,5.37,0.1,1.23,0.16
FCR,2016,2016-05-02 09:06:29,3.46,7.08,5.72,0.12,0.99,0.25
FCR,2016,2016-05-02 09:06:31,3.77,7.12,5.5,0,1.3,0.32
FCR,2016,2016-05-02 09:06:34,3.97,6.71,4.88,0.05,1.2,0.57
FCR,2016,2016-05-02 09:06:37,4.25,6.79,4.99,0,1.44,0.36
FCR,2016,2016-05-02 09:06:40,4.59,7.46,4.64,0,2.82,0
FCR,2016,2016-05-02 09:06:43,4.86,8.29,4.63,0,3.66,0
FCR,2016,2016-05-02 09:06:45,5.12,9.45,5.02,0,4.42,0
FCR,2016,2016-05-02 09:06:48,5.42,11.26,5.25,0,6.02,0
FCR,2016,2016-05-02 09:06:51,5.7,13.02,5.64,0,7.39,0
FCR,2016,2016-05-02 09:06:54,5.94,13.97,5.87,0,8.1,0
FCR,2016,2016-05-02 09:06:57,6.21,13.84,5.92,0,7.92,0
FCR,2016,2016-05-02 09:06:59,6.49,12.63,5.48,0,7.15,0
