Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophytes
FCR,2015,2015-07-20 11:08:00,1.13,10.59,6.58,0,0,4.01
FCR,2015,2015-07-20 11:08:00,1.27,10.56,5.97,0,2.18,2.41
FCR,2015,2015-07-20 11:08:00,1.35,11.93,8.63,0.43,0.43,2.44
FCR,2015,2015-07-20 11:08:00,1.42,11.35,6.98,0,1.04,3.32
FCR,2015,2015-07-20 11:08:00,1.52,11.17,4.60,0,3.38,3.19
FCR,2015,2015-07-20 11:08:00,1.61,12.1,5.68,0,3.89,2.53
FCR,2015,2015-07-20 11:08:00,1.67,12.49,6.16,0,2.07,4.26
FCR,2015,2015-07-20 11:08:00,1.75,13.51,6.97,0,2.31,4.23
FCR,2015,2015-07-20 11:08:00,1.83,13.76,7.47,0,2.06,4.23
FCR,2015,2015-07-20 11:08:00,1.97,14.24,8.05,0,1.51,4.68
FCR,2015,2015-07-20 11:08:00,2.08,13.26,5.66,0,3.18,4.42
FCR,2015,2015-07-20 11:09:00,2.18,15.21,7.95,0,2.3,4.96
FCR,2015,2015-07-20 11:09:00,2.27,13.43,6.68,0,1.62,5.13
FCR,2015,2015-07-20 11:09:00,2.35,14.89,7.94,0,1.77,5.19
FCR,2015,2015-07-20 11:09:00,2.43,14.57,7.96,0,1.85,4.75
FCR,2015,2015-07-20 11:09:00,2.5,13.85,7.71,0,1.33,4.8
FCR,2015,2015-07-20 11:09:00,2.63,13.89,7.79,0,1.52,4.58
FCR,2015,2015-07-20 11:09:00,2.72,12.81,6.99,0,1.52,4.31
FCR,2015,2015-07-20 11:09:00,2.82,12.91,6.88,0,1.32,4.71
FCR,2015,2015-07-20 11:09:00,2.92,13.39,6.73,0,2.21,4.46
FCR,2015,2015-07-20 11:09:00,2.99,13.38,7.01,0.32,1.94,4.11
FCR,2015,2015-07-20 11:09:00,3.07,13.76,7.50,0.34,1.25,4.67
FCR,2015,2015-07-20 11:09:00,3.14,14.38,7.77,0.58,1.62,4.41
FCR,2015,2015-07-20 11:09:00,3.22,15.01,7.95,1.01,2.18,3.87
FCR,2015,2015-07-20 11:09:00,3.32,16.25,9.35,1.01,1.76,4.13
FCR,2015,2015-07-20 11:09:00,3.42,24.95,13.83,2.62,3.97,4.53
FCR,2015,2015-07-20 11:09:00,3.5,24.36,13.09,2.4,3.05,5.82
FCR,2015,2015-07-20 11:09:00,3.57,22.86,12.64,2.38,3.23,4.61
FCR,2015,2015-07-20 11:09:00,3.63,23.92,12.40,1.86,3.95,5.71
FCR,2015,2015-07-20 11:09:00,3.7,23.93,11.38,1.95,4.47,6.12
FCR,2015,2015-07-20 11:09:00,3.77,21.98,8.87,1.78,4.74,6.6
FCR,2015,2015-07-20 11:09:00,3.87,22.18,9.32,1.85,4.28,6.73
FCR,2015,2015-07-20 11:09:00,3.97,20.18,7.32,1.85,4.49,6.52
FCR,2015,2015-07-20 11:10:00,4.05,18.84,7.16,1.46,2.92,7.3
FCR,2015,2015-07-20 11:10:00,4.13,18.41,6.87,1.47,3.25,6.82
FCR,2015,2015-07-20 11:10:00,4.2,19.59,6.70,1.62,3.39,7.89
FCR,2015,2015-07-20 11:10:00,4.3,18.9,5.80,1.42,2.96,8.73
FCR,2015,2015-07-20 11:10:00,4.42,17.48,5.12,1,3.67,7.69
FCR,2015,2015-07-20 11:10:00,4.54,17.38,5.00,1.21,5.01,6.15
FCR,2015,2015-07-20 11:10:00,4.63,17.79,4.15,1.17,6.14,6.32
FCR,2015,2015-07-20 11:10:00,4.72,17.24,4.46,1.03,5.39,6.36
FCR,2015,2015-07-20 11:10:00,4.8,17.44,4.54,1.16,5.7,6.03
FCR,2015,2015-07-20 11:10:00,4.9,14.85,4.23,0.83,3.96,5.84
FCR,2015,2015-07-20 11:10:00,5.02,11.89,3.75,1.06,2.91,4.18
FCR,2015,2015-07-20 11:10:00,5.14,11.17,3.85,1.1,2.17,4.04
FCR,2015,2015-07-20 11:10:00,5.25,9.6,3.73,1.05,1.02,3.8
FCR,2015,2015-07-20 11:10:00,5.35,9,3.71,1.27,0.91,3.11
FCR,2015,2015-07-20 11:10:00,5.43,8.35,3.39,1.14,0.52,3.3
FCR,2015,2015-07-20 11:10:00,5.54,8.77,3.88,1.19,0.48,3.22
FCR,2015,2015-07-20 11:10:00,5.68,7.77,3.26,1.12,0.68,2.7
FCR,2015,2015-07-20 11:10:00,5.8,7.3,2.93,1.03,0.68,2.67
FCR,2015,2015-07-20 11:10:00,5.93,6.9,2.73,1.07,0.67,2.43
FCR,2015,2015-07-20 11:10:00,6.05,5.69,2.09,0.93,0.77,1.89
FCR,2015,2015-07-20 11:10:00,6.21,4.64,1.73,0.77,0.48,1.65
FCR,2015,2015-07-20 11:11:00,6.34,4.43,1.83,0.77,0.53,1.31
FCR,2015,2015-07-20 11:11:00,6.44,4.17,1.70,0.73,0.44,1.29
FCR,2015,2015-07-20 11:11:00,6.55,3.92,1.91,0.73,0.29,0.99
FCR,2015,2015-07-20 11:11:00,6.63,3.76,1.63,0.79,0.56,0.78
FCR,2015,2015-07-20 11:11:00,6.71,3.5,1.48,0.73,0.5,0.8
FCR,2015,2015-07-20 11:11:00,6.8,3.58,1.57,0.66,0.31,1.04
FCR,2015,2015-07-20 11:11:00,6.9,3.75,1.66,0.85,0.58,0.67
FCR,2015,2015-07-20 11:11:00,7.01,3.23,1.34,0.67,0.42,0.79
FCR,2015,2015-07-20 11:11:00,7.07,3.16,1.34,0.69,0.36,0.76
FCR,2015,2015-07-20 11:11:00,7.16,3.23,1.28,0.79,0.56,0.6
FCR,2015,2015-07-20 11:11:00,7.28,3.1,1.19,0.69,0.5,0.72
FCR,2015,2015-07-20 11:11:00,7.4,2.97,1.31,0.68,0.29,0.69
FCR,2015,2015-07-20 11:11:00,7.51,2.87,1.27,0.68,0.29,0.62
FCR,2015,2015-07-20 11:11:00,7.63,3.21,1.36,0.68,0.42,0.74
FCR,2015,2015-07-20 11:11:00,7.77,2.91,1.23,0.73,0.38,0.57
FCR,2015,2015-07-20 11:11:00,7.89,2.94,1.24,0.7,0.43,0.57
FCR,2015,2015-07-20 11:11:00,8.03,3.04,1.31,0.76,0.44,0.53
FCR,2015,2015-07-20 11:11:00,8.17,2.98,1.33,0.71,0.34,0.6
FCR,2015,2015-07-20 11:11:00,8.32,3.04,1.41,0.71,0.35,0.57
FCR,2015,2015-07-20 11:11:00,8.42,2.92,1.26,0.7,0.44,0.52
FCR,2015,2015-07-20 11:11:00,8.53,3.08,1.34,0.69,0.36,0.69
FCR,2015,2015-07-20 11:11:00,8.65,3.11,1.40,0.77,0.43,0.52
FCR,2015,2015-07-20 11:12:00,8.76,3.01,1.28,0.72,0.44,0.57
FCR,2015,2015-07-20 11:12:00,8.9,3.07,1.30,0.77,0.48,0.51
FCR,2015,2015-07-20 11:12:00,9.01,3.07,1.30,0.8,0.48,0.5
FCR,2015,2015-07-20 11:12:00,9.19,2.93,1.28,0.76,0.43,0.46
FCR,2015,2015-07-20 11:12:00,9.29,3.08,1.35,0.79,0.46,0.47
FCR,2015,2015-07-20 11:12:00,9.4,2.92,1.30,0.73,0.38,0.51
FCR,2015,2015-07-27 11:03:00,0.35,7.85,6.63,0.57,0.16,0.49
FCR,2015,2015-07-27 11:03:00,0.41,7.59,5.50,0,1.28,0.81
FCR,2015,2015-07-27 11:03:00,0.68,7.76,6.23,0,0.82,0.71
FCR,2015,2015-07-27 11:03:00,0.84,7.43,5.74,0.34,0.6,0.75
FCR,2015,2015-07-27 11:04:00,0.93,6.83,4.98,0,0.7,1.15
FCR,2015,2015-07-27 11:04:00,1.08,7.6,6.22,0.01,0.76,0.61
FCR,2015,2015-07-27 11:04:00,1.28,7.12,5.80,0.25,0,1.07
FCR,2015,2015-07-27 11:04:00,1.35,6.69,5.12,0.3,0.55,0.71
FCR,2015,2015-07-27 11:04:00,1.41,6.6,4.47,0.03,1.34,0.76
FCR,2015,2015-07-27 11:04:00,1.55,7.03,5.83,0.39,0.53,0.28
FCR,2015,2015-07-27 11:04:00,1.67,7.14,6.19,0.18,0,0.77
FCR,2015,2015-07-27 11:04:00,1.73,6.69,5.39,0.38,0.54,0.38
FCR,2015,2015-07-27 11:04:00,1.88,6.88,5.22,0.22,0.74,0.71
FCR,2015,2015-07-27 11:04:00,2.02,6.56,5.13,0.2,0.2,1.04
FCR,2015,2015-07-27 11:04:00,2.21,7.24,6.18,0.31,0.16,0.6
FCR,2015,2015-07-27 11:04:00,2.4,7.58,6.03,0.48,0.54,0.52
FCR,2015,2015-07-27 11:04:00,2.61,7.91,5.34,0.5,0.83,1.25
FCR,2015,2015-07-27 11:04:00,2.82,8.79,6.13,0.46,0.25,1.95
FCR,2015,2015-07-27 11:04:00,3,9.22,5.64,0.72,1.11,1.74
FCR,2015,2015-07-27 11:04:00,3.28,9.91,6.12,0.66,0.54,2.59
FCR,2015,2015-07-27 11:04:00,3.52,9.48,4.97,0.94,1.34,2.23
FCR,2015,2015-07-27 11:04:00,3.73,9.75,4.91,0.93,0.44,3.47
FCR,2015,2015-07-27 11:04:00,3.97,11.62,4.77,1.33,2.03,3.49
FCR,2015,2015-07-27 11:04:00,4.19,18.64,7.20,1.56,6.16,3.72
FCR,2015,2015-07-27 11:04:00,4.42,16.58,7.80,1.54,4.21,3.03
FCR,2015,2015-07-27 11:05:00,4.63,21.76,9.53,2.34,3.9,5.98
FCR,2015,2015-07-27 11:05:00,4.85,40.68,2.13,2.94,25.54,10.07
FCR,2015,2015-07-27 11:05:00,5.04,30.97,3.33,1.76,16.53,9.35
FCR,2015,2015-07-27 11:05:00,5.23,23.55,8.87,1.95,7.26,5.47
FCR,2015,2015-07-27 11:05:00,5.44,20.32,9.82,1.96,4.49,4.05
FCR,2015,2015-07-27 11:05:00,5.62,18.03,10.15,1.91,2.58,3.39
FCR,2015,2015-07-27 11:05:00,5.83,13.75,7.96,1.7,1.47,2.61
FCR,2015,2015-07-27 11:05:00,6.05,11.89,6.46,1.61,1.31,2.52
FCR,2015,2015-07-27 11:05:00,6.29,8.49,4.35,1.2,0.77,2.18
FCR,2015,2015-07-27 11:05:00,6.53,5.76,2.65,1,0.47,1.65
FCR,2015,2015-07-27 11:05:00,6.72,5.4,2.52,0.95,0.39,1.54
FCR,2015,2015-07-27 11:05:00,6.92,5.33,2.45,1.02,0.43,1.43
FCR,2015,2015-07-27 11:05:00,7.15,5.04,2.27,0.96,0.44,1.37
FCR,2015,2015-07-27 11:05:00,7.36,5.1,2.30,0.93,0.42,1.46
FCR,2015,2015-07-27 11:05:00,7.62,5,2.31,0.93,0.37,1.39
FCR,2015,2015-07-27 11:05:00,7.94,5.29,2.35,1.01,0.44,1.5
FCR,2015,2015-07-27 11:05:00,8.27,5.01,2.23,0.91,0.36,1.51
FCR,2015,2015-07-27 11:05:00,8.5,5.3,2.32,1.08,0.56,1.34
FCR,2015,2015-07-27 11:05:00,8.8,5.07,2.22,0.99,0.51,1.35
FCR,2015,2015-07-27 11:05:00,9.08,5.06,2.29,0.93,0.38,1.46
FCR,2015,2015-07-27 11:05:00,9.32,4.79,2.21,0.93,0.38,1.27
FCR,2015,2015-08-03 10:26:00,0.06,1.83,0.77,1.06,0,0
FCR,2015,2015-08-03 10:26:00,0.55,8.02,7.33,0.47,0,0.22
FCR,2015,2015-08-03 10:26:00,0.91,8.39,7.04,0.75,0.6,0
FCR,2015,2015-08-03 10:26:00,1.15,9.04,7.58,0.04,0.84,0.58
FCR,2015,2015-08-03 10:26:00,1.32,9.92,8.46,0.64,0.82,0
FCR,2015,2015-08-03 10:26:00,1.54,10.75,9.77,0.22,0.76,0
FCR,2015,2015-08-03 10:26:00,1.73,10.99,9.81,0.07,0.18,0.93
FCR,2015,2015-08-03 10:26:00,1.97,10.83,9.67,0.35,0,0.8
FCR,2015,2015-08-03 10:26:00,2.12,10.91,10.21,0.12,0,0.59
FCR,2015,2015-08-03 10:26:00,2.28,11.29,9.91,0.29,0,1.1
FCR,2015,2015-08-03 10:26:00,2.44,9.74,8.18,0.33,0.91,0.32
FCR,2015,2015-08-03 10:26:00,2.75,10.48,9.34,0.47,0.28,0.39
FCR,2015,2015-08-03 10:26:00,2.96,9.77,8.47,0.5,0.21,0.6
FCR,2015,2015-08-03 10:26:00,3.29,12.31,10.25,0.96,0,1.09
FCR,2015,2015-08-03 10:26:00,3.6,29.9,20.13,4.58,3.84,1.34
FCR,2015,2015-08-03 10:27:00,3.9,45.06,27.11,6.04,9.46,2.45
FCR,2015,2015-08-03 10:27:00,4.1,48.88,28.47,5.93,12.04,2.44
FCR,2015,2015-08-03 10:27:00,4.4,41.99,22.17,4.69,12.18,2.94
FCR,2015,2015-08-03 10:27:00,4.66,41.06,16.19,5.14,8.51,11.22
FCR,2015,2015-08-03 10:27:00,4.91,33.72,14.05,3.97,6.51,9.19
FCR,2015,2015-08-03 10:27:00,5.23,26.42,12.72,2.63,5.17,5.89
FCR,2015,2015-08-03 10:27:00,5.56,20.62,11.49,1.97,2.93,4.24
FCR,2015,2015-08-03 10:27:00,5.8,17.77,10.35,2.05,2.54,2.82
FCR,2015,2015-08-03 10:27:00,6.17,7.96,4.2,1.42,1.44,0.91
FCR,2015,2015-08-03 10:27:00,6.5,5.22,2.54,1.17,0.93,0.58
FCR,2015,2015-08-03 10:27:00,6.77,4.31,1.99,1.03,0.77,0.52
FCR,2015,2015-08-03 10:27:00,7.15,3.97,1.85,0.98,0.69,0.45
FCR,2015,2015-08-03 10:27:00,7.53,3.76,1.72,0.94,0.6,0.5
FCR,2015,2015-08-03 10:27:00,7.87,3.89,1.68,1.04,0.78,0.39
FCR,2015,2015-08-03 10:27:00,8.16,3.69,1.72,0.89,0.59,0.5
FCR,2015,2015-08-03 10:27:00,8.55,3.57,1.56,0.94,0.6,0.47
FCR,2015,2015-08-03 10:27:00,8.86,3.66,1.72,0.91,0.52,0.51
FCR,2015,2015-08-03 10:27:00,9.27,3.55,1.59,0.93,0.59,0.44
FCR,2015,2015-08-08 07:58:00,0.04,1.17,0,1.17,0,0
FCR,2015,2015-08-08 07:58:00,0.27,12.28,10.2,0.35,0.48,1.25
FCR,2015,2015-08-08 07:58:00,0.71,16.84,14.24,0.05,1,1.56
FCR,2015,2015-08-08 07:59:00,0.82,16.88,14.08,0.32,1.33,1.15
FCR,2015,2015-08-08 07:59:00,1.01,16.5,14.17,0.25,0.66,1.42
FCR,2015,2015-08-08 07:59:00,1.26,15.52,12.2,0.47,1.98,0.87
FCR,2015,2015-08-08 07:59:00,1.5,15.57,13.41,0.44,0.89,0.83
FCR,2015,2015-08-08 07:59:00,1.83,15.51,12.87,0.54,1.11,0.99
FCR,2015,2015-08-08 07:59:00,2.01,15.86,13.14,0.58,1.43,0.71
FCR,2015,2015-08-08 07:59:00,2.18,15.87,13.31,0.49,1.07,1
FCR,2015,2015-08-08 07:59:00,2.53,15.81,13.11,0.45,1.5,0.76
FCR,2015,2015-08-08 07:59:00,2.79,15.86,13.45,0.36,1.18,0.87
FCR,2015,2015-08-08 07:59:00,3.1,15.95,13.47,0.32,1.02,1.14
FCR,2015,2015-08-08 07:59:00,3.38,30.47,20.86,3.91,3.42,2.27
FCR,2015,2015-08-08 07:59:00,3.56,39.94,24.84,6.83,5.3,2.97
FCR,2015,2015-08-08 07:59:00,3.68,42.47,25.38,7.39,6.4,3.3
FCR,2015,2015-08-08 07:59:00,3.88,47.13,24.99,7.84,10.76,3.54
FCR,2015,2015-08-08 07:59:00,4.04,66.22,29.4,8.61,25.07,3.14
FCR,2015,2015-08-08 07:59:00,4.37,59.9,22.14,8.27,19.46,10.03
FCR,2015,2015-08-08 07:59:00,4.65,45.41,16.32,7.7,8.09,13.3
FCR,2015,2015-08-08 07:59:00,4.92,34.5,15.51,5.83,3.82,9.34
FCR,2015,2015-08-08 07:59:00,5.1,23.11,13.18,2.95,3.1,3.88
FCR,2015,2015-08-08 07:59:00,5.12,22.08,12.41,2.65,2.28,4.75
FCR,2015,2015-08-08 07:59:00,5.11,23.36,12.5,3.15,2.97,4.74
FCR,2015,2015-08-08 08:00:00,5.12,24.83,13.65,3.32,3.11,4.74
FCR,2015,2015-08-08 08:00:00,5.13,25.24,13.77,3.33,2.85,5.3
FCR,2015,2015-08-08 08:00:00,5.34,19.46,11.63,1.83,2.1,3.9
FCR,2015,2015-08-08 08:00:00,5.63,17.71,11.29,1.56,2.02,2.83
FCR,2015,2015-08-08 08:00:00,5.93,14.27,9.33,1.53,1.93,1.49
FCR,2015,2015-08-08 08:00:00,6.26,7.45,4.63,1.1,0.91,0.81
FCR,2015,2015-08-08 08:00:00,6.54,3.66,2.07,0.9,0.47,0.22
FCR,2015,2015-08-08 08:00:00,6.75,2.49,1.29,0.77,0.31,0.12
FCR,2015,2015-08-08 08:00:00,7.02,2.04,0.96,0.75,0.3,0.04
FCR,2015,2015-08-08 08:00:00,7.25,1.91,0.84,0.72,0.31,0.04
FCR,2015,2015-08-08 08:00:00,7.47,1.93,0.93,0.72,0.25,0.02
FCR,2015,2015-08-08 08:00:00,7.75,1.82,0.84,0.69,0.19,0.09
FCR,2015,2015-08-08 08:00:00,7.94,1.85,0.86,0.72,0.27,0
FCR,2015,2015-08-08 08:00:00,8.16,2.06,0.91,0.83,0.31,0
FCR,2015,2015-08-08 08:00:00,8.4,1.8,0.83,0.7,0.23,0.04
FCR,2015,2015-08-08 08:00:00,8.7,1.76,0.75,0.72,0.28,0.01
FCR,2015,2015-08-08 08:00:00,9.02,1.73,0.76,0.71,0.24,0.03
FCR,2015,2015-08-08 08:00:00,9.38,1.71,0.77,0.69,0.2,0.04
FCR,2015,2015-08-10 13:22:00,0.05,1.36,0,1.36,0,0
FCR,2015,2015-08-10 13:22:00,0.09,1.13,0,1.13,0,0
FCR,2015,2015-08-10 13:22:00,0.62,20.89,19.01,0,0.89,0.99
FCR,2015,2015-08-10 13:22:00,0.85,20.19,17.14,0,2.73,0.32
FCR,2015,2015-08-10 13:23:00,1.15,19.2,16.09,0,2.53,0.58
FCR,2015,2015-08-10 13:23:00,1.59,17.91,15.36,0,1.93,0.62
FCR,2015,2015-08-10 13:23:00,1.88,17.24,14.11,0,2.67,0.47
FCR,2015,2015-08-10 13:23:00,2.09,18.34,15.47,0,2.02,0.85
FCR,2015,2015-08-10 13:23:00,2.14,18.04,15.23,0,2.2,0.61
FCR,2015,2015-08-10 13:23:00,2.49,21.26,17.26,0,2.5,1.49
FCR,2015,2015-08-10 13:23:00,2.84,25.77,20.34,0.71,2.88,1.85
FCR,2015,2015-08-10 13:23:00,3.18,31.39,23.52,2.79,3.18,1.91
FCR,2015,2015-08-10 13:23:00,3.55,35.12,23.97,3.88,5.33,1.94
FCR,2015,2015-08-10 13:23:00,3.82,44.23,25.58,5.58,10.38,2.68
FCR,2015,2015-08-10 13:23:00,3.88,35.51,23.74,3.9,6.1,1.76
FCR,2015,2015-08-10 13:23:00,3.98,35.61,24.13,3.61,5.74,2.13
FCR,2015,2015-08-10 13:23:00,4.27,50.52,24.87,5.38,17.42,2.86
FCR,2015,2015-08-10 13:23:00,4.42,55.54,23.17,6.16,23.06,3.16
FCR,2015,2015-08-10 13:23:00,4.63,33.18,13.69,5.99,8.09,5.42
FCR,2015,2015-08-10 13:23:00,4.64,33.02,13.36,6.21,7.22,6.23
FCR,2015,2015-08-10 13:23:00,4.65,36.26,15.51,5.95,8.8,6
FCR,2015,2015-08-10 13:23:00,4.63,43.4,19.28,6.21,14.18,3.73
FCR,2015,2015-08-10 13:23:00,4.71,30.75,13.97,5.24,7.87,3.67
FCR,2015,2015-08-10 13:23:00,5.1,20.18,12.06,2.97,2.93,2.23
FCR,2015,2015-08-10 13:23:00,5.6,15.71,9.64,1.59,2.02,2.45
FCR,2015,2015-08-10 13:23:00,6.06,10.74,7.03,1.35,1.71,0.66
FCR,2015,2015-08-10 13:24:00,6.51,3.15,1.82,0.86,0.47,0
FCR,2015,2015-08-10 13:24:00,6.96,1.55,0.71,0.7,0.14,0
FCR,2015,2015-08-10 13:24:00,7.47,1.47,0.77,0.63,0.07,0
FCR,2015,2015-08-10 13:24:00,7.9,1.66,1.02,0.64,0,0
FCR,2015,2015-08-10 13:24:00,8.32,1.39,0.6,0.58,0.2,0
FCR,2015,2015-08-10 13:24:00,8.69,1.35,0.57,0.61,0.17,0
FCR,2015,2015-08-10 13:24:00,8.98,1.5,0.7,0.65,0.14,0
FCR,2015,2015-08-10 13:24:00,9.28,1.44,0.62,0.61,0.2,0
FCR,2015,2015-08-17 11:33:00,0.55,12.32,10.73,0.55,0.03,1.01
FCR,2015,2015-08-17 11:33:00,1.04,16.98,15.12,0.11,1.52,0.23
FCR,2015,2015-08-17 11:33:00,1.28,18.73,17.95,0.01,0.78,0
FCR,2015,2015-08-17 11:33:00,1.5,17.9,14.31,0,3.59,0
FCR,2015,2015-08-17 11:33:00,1.66,19.23,17.83,0,1.39,0
FCR,2015,2015-08-17 11:33:00,1.87,20.95,18.89,0,0.58,1.48
FCR,2015,2015-08-17 11:33:00,2.04,21.52,19.14,0.15,2.24,0
FCR,2015,2015-08-17 11:33:00,2.13,24.69,22.37,0,0.99,1.33
FCR,2015,2015-08-17 11:33:00,2.2,22.86,20.31,0,1.38,1.16
FCR,2015,2015-08-17 11:33:00,2.34,24.21,22.26,0,0.32,1.62
FCR,2015,2015-08-17 11:34:00,2.47,25.43,23.9,0,0,1.53
FCR,2015,2015-08-17 11:34:00,2.64,25.65,22.84,0,1.78,1.04
FCR,2015,2015-08-17 11:34:00,2.84,29.18,25.62,0,2.78,0.78
FCR,2015,2015-08-17 11:34:00,3.01,31.81,28.4,0,2.82,0.59
FCR,2015,2015-08-17 11:34:00,3.3,41.38,33.43,0,6.86,1.09
FCR,2015,2015-08-17 11:34:00,3.37,45.18,34.67,0,9.88,0.64
FCR,2015,2015-08-17 11:34:00,3.47,45.58,35.09,0,9.53,0.96
FCR,2015,2015-08-17 11:34:00,3.71,85.16,48.66,1.12,32.87,2.52
FCR,2015,2015-08-17 11:34:00,3.95,104.48,51.09,3.41,47.26,2.72
FCR,2015,2015-08-17 11:34:00,4.42,39.53,20.26,2.62,10.08,6.56
FCR,2015,2015-08-17 11:34:00,4.76,23.86,13.51,2.3,3.03,5.02
FCR,2015,2015-08-17 11:34:00,5.26,16.47,10.77,1.59,1.58,2.52
FCR,2015,2015-08-17 11:34:00,5.74,14.17,9.08,1.28,1.49,2.32
FCR,2015,2015-08-17 11:34:00,6.51,5.03,3.17,0.89,0.64,0.33
FCR,2015,2015-08-17 11:34:00,6.79,2.64,1.58,0.69,0.3,0.08
FCR,2015,2015-08-17 11:34:00,7.55,1.63,0.98,0.55,0.11,0
FCR,2015,2015-08-17 11:34:00,7.98,1.47,0.91,0.52,0.04,0
FCR,2015,2015-08-17 11:34:00,8.76,1.41,0.82,0.53,0.05,0
FCR,2015,2015-08-17 11:34:00,9.45,1.39,0.8,0.53,0.06,0
FCR,2015,2015-08-24 12:15:00,0.27,29.38,26.79,0,0,2.59
FCR,2015,2015-08-24 12:15:00,0.31,30.41,26.9,0,0,3.51
FCR,2015,2015-08-24 12:15:00,0.47,29.92,26.18,0.07,0.84,2.83
FCR,2015,2015-08-24 12:15:00,0.7,30.01,26.88,0.14,0,3
FCR,2015,2015-08-24 12:16:00,0.86,29.99,26.33,0.37,0.51,2.78
FCR,2015,2015-08-24 12:16:00,1.07,31.11,28.47,0.19,0.12,2.34
FCR,2015,2015-08-24 12:16:00,1.2,31.64,28.31,0,0.38,2.95
FCR,2015,2015-08-24 12:16:00,1.4,31.78,28.31,0.04,0,3.43
FCR,2015,2015-08-24 12:16:00,1.63,31.8,29.06,0,0,2.73
FCR,2015,2015-08-24 12:16:00,1.79,32.87,28.78,0,0.99,3.1
FCR,2015,2015-08-24 12:16:00,2.02,33.88,30.59,0,0,3.29
FCR,2015,2015-08-24 12:16:00,2.21,35,31.58,0,0,3.42
FCR,2015,2015-08-24 12:16:00,2.35,34.59,31.05,0,0,3.54
FCR,2015,2015-08-24 12:16:00,2.61,33.72,29.6,0,0.52,3.59
FCR,2015,2015-08-24 12:16:00,2.87,33.92,30.07,0.05,0,3.8
FCR,2015,2015-08-24 12:16:00,3.06,32.99,29.14,0.08,0.3,3.47
FCR,2015,2015-08-24 12:16:00,3.25,34.41,29.01,0.15,1.44,3.82
FCR,2015,2015-08-24 12:16:00,3.41,67.24,45.56,0.8,17.13,3.75
FCR,2015,2015-08-24 12:16:00,3.52,72.13,47.36,1.17,20.44,3.16
FCR,2015,2015-08-24 12:16:00,3.65,72.04,47.16,0.91,20.58,3.4
FCR,2015,2015-08-24 12:16:00,3.8,63.24,42.15,0.68,16.54,3.86
FCR,2015,2015-08-24 12:16:00,3.93,48.78,33.1,0.19,8.98,6.51
FCR,2015,2015-08-24 12:16:00,4.07,41.23,27.99,1.05,5.07,7.12
FCR,2015,2015-08-24 12:16:00,4.22,31.74,22.58,1.33,2.21,5.62
FCR,2015,2015-08-24 12:16:00,4.44,26.62,18.8,1.51,2.03,4.29
FCR,2015,2015-08-24 12:17:00,4.7,21.71,15.75,1.52,1.52,2.93
FCR,2015,2015-08-24 12:17:00,4.93,17.61,12.42,1.49,1.42,2.29
FCR,2015,2015-08-24 12:17:00,5.24,15.22,10.17,1.21,1.39,2.45
FCR,2015,2015-08-24 12:17:00,5.45,14.05,9.57,1.13,1.6,1.75
FCR,2015,2015-08-24 12:17:00,5.59,13.33,9.2,1.09,1.64,1.4
FCR,2015,2015-08-24 12:17:00,5.83,11.9,8.31,0.96,1.39,1.23
FCR,2015,2015-08-24 12:17:00,6.12,6.44,4.38,0.84,0.93,0.29
FCR,2015,2015-08-24 12:17:00,6.34,3.59,2.38,0.66,0.48,0.08
FCR,2015,2015-08-24 12:17:00,6.55,3.31,2.19,0.65,0.42,0.04
FCR,2015,2015-08-24 12:17:00,6.82,2.24,1.44,0.56,0.2,0.04
FCR,2015,2015-08-24 12:17:00,7,2.05,1.28,0.57,0.2,0
FCR,2015,2015-08-24 12:17:00,7.17,1.9,1.19,0.54,0.16,0
FCR,2015,2015-08-24 12:17:00,7.38,1.75,1.1,0.53,0.11,0
FCR,2015,2015-08-24 12:17:00,7.53,1.81,1.12,0.54,0.15,0
FCR,2015,2015-08-24 12:17:00,7.8,1.88,1.17,0.56,0.15,0
FCR,2015,2015-08-24 12:17:00,8.03,1.67,1.05,0.52,0.1,0
FCR,2015,2015-08-24 12:17:00,8.24,1.78,1.12,0.54,0.12,0
FCR,2015,2015-08-24 12:17:00,8.52,1.72,1.03,0.53,0.16,0
FCR,2015,2015-08-24 12:17:00,8.77,1.67,1.02,0.53,0.12,0
FCR,2015,2015-08-24 12:17:00,8.93,1.71,1.04,0.53,0.14,0
FCR,2015,2015-08-24 12:17:00,9.07,1.83,1.15,0.58,0.1,0
FCR,2015,2015-08-24 12:17:00,9.33,1.65,1.01,0.52,0.11,0
FCR,2015,2015-08-31 11:48:00,0.02,0.4,0,0.4,0,0
FCR,2015,2015-08-31 11:48:00,0.51,19.28,16.78,0.53,0,1.97
FCR,2015,2015-08-31 11:49:00,0.83,28.05,24.82,1.31,0.17,1.74
FCR,2015,2015-08-31 11:49:00,1.24,28.41,25.03,0.58,0,2.8
FCR,2015,2015-08-31 11:49:00,1.51,30.26,26.34,0.29,0,3.63
FCR,2015,2015-08-31 11:49:00,1.91,33.72,29.74,0.14,0,3.83
FCR,2015,2015-08-31 11:49:00,2.21,35.22,30.92,0.24,0,4.07
FCR,2015,2015-08-31 11:49:00,2.47,36.47,31.67,0.82,0,3.97
FCR,2015,2015-08-31 11:49:00,2.86,38.45,31.13,1.61,1.51,4.21
FCR,2015,2015-08-31 11:49:00,3.26,53.78,35.79,2.62,11.7,3.67
