Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophytes
FCR,2015,2015-06-01 10:41:00,1.23,4.16,0.32,0.19,3.54,0.11
FCR,2015,2015-06-01 10:41:00,1.44,4.99,2.37,0.11,2.01,0.5
FCR,2015,2015-06-01 10:41:00,1.61,5.52,3.23,0,1.6,0.7
FCR,2015,2015-06-01 10:41:00,1.79,5.41,4.27,0,0,1.14
FCR,2015,2015-06-01 10:41:00,2.07,6.44,3.17,0.22,2.96,0.09
FCR,2015,2015-06-01 10:41:00,2.3,7.72,4.54,0.14,2.02,1.02
FCR,2015,2015-06-01 10:41:00,2.53,8.19,3.61,0.76,3.81,0
FCR,2015,2015-06-01 10:41:00,2.75,7.65,3.02,0.47,2.43,1.73
FCR,2015,2015-06-01 10:41:00,2.98,8.14,4.86,0,1.39,1.89
FCR,2015,2015-06-01 10:41:00,3.19,8.52,3.93,1.07,2.94,0.58
FCR,2015,2015-06-01 10:41:00,3.4,8.88,4.58,1.54,2.76,0
FCR,2015,2015-06-01 10:41:00,3.56,8.85,3.71,1.35,2.92,0.87
FCR,2015,2015-06-01 10:42:00,3.77,10.18,5.4,1.54,2.19,1.05
FCR,2015,2015-06-01 10:42:00,4.03,11.61,5.27,2.44,3.72,0.19
FCR,2015,2015-06-01 10:42:00,4.27,14.24,7.43,2.67,2.82,1.31
FCR,2015,2015-06-01 10:42:00,4.5,16.56,7.82,3.44,3.43,1.87
FCR,2015,2015-06-01 10:42:00,4.73,17.46,7.45,3.45,4.9,1.66
FCR,2015,2015-06-01 10:42:00,4.91,17.78,7.33,3.03,5.64,1.78
FCR,2015,2015-06-01 10:42:00,5.14,18.62,7.25,2.44,6.93,2
FCR,2015,2015-06-01 10:42:00,5.41,19.84,7.26,1.42,9.09,2.07
FCR,2015,2015-06-01 10:42:00,5.68,19.48,6.86,2.32,8.17,2.13
FCR,2015,2015-06-01 10:42:00,5.92,18.77,6.45,3.15,7.1,2.08
FCR,2015,2015-06-01 10:42:00,6.2,18.1,6.55,3.77,5.85,1.93
FCR,2015,2015-06-01 10:42:00,6.47,17.65,5.94,4.19,5.29,2.24
FCR,2015,2015-06-01 10:42:00,6.7,17.65,5.95,4.23,5.1,2.37
FCR,2015,2015-06-01 10:42:00,6.91,17.31,5.6,4.32,5.28,2.11
FCR,2015,2015-06-01 10:42:00,7.03,17.16,6.02,4.48,4.61,2.04
FCR,2015,2015-06-01 10:42:00,7.17,17.39,6.02,4.34,4.96,2.07
FCR,2015,2015-06-01 10:42:00,7.29,16.94,5.88,4.17,4.43,2.45
FCR,2015,2015-06-01 10:42:00,7.43,17.19,6.18,4.27,4.55,2.2
FCR,2015,2015-06-01 10:42:00,7.65,15.92,6.2,4.16,3.51,2.04
FCR,2015,2015-06-01 10:42:00,7.87,16.36,6.48,4,3.55,2.34
FCR,2015,2015-06-01 10:42:00,8.08,16.15,6.61,4.08,3.22,2.24
FCR,2015,2015-06-01 10:43:00,8.33,15.79,6.59,4.13,2.85,2.22
FCR,2015,2015-06-01 10:43:00,8.56,16.21,6.85,4.2,3.01,2.15
FCR,2015,2015-06-01 10:43:00,8.77,16.53,6.96,4.29,3.19,2.09
FCR,2015,2015-06-01 10:43:00,9.04,15.92,6.59,4.11,2.98,2.24
FCR,2015,2015-06-01 10:43:00,9.26,16.07,6.61,4.18,3.02,2.26
FCR,2015,2015-06-01 13:43:00,0.28,2.73,1.55,1.18,0,0
FCR,2015,2015-06-01 13:43:00,0.77,4.64,1.93,0.47,1.75,0.48
FCR,2015,2015-06-01 13:43:00,1.02,5.16,2.94,0.34,1.88,0
FCR,2015,2015-06-01 13:43:00,1.35,5.04,2.89,0.24,1.91,0
FCR,2015,2015-06-01 13:43:00,1.67,5.31,2.5,0.11,2.33,0.36
FCR,2015,2015-06-01 13:43:00,1.98,6.98,3.68,0,2.29,1.01
FCR,2015,2015-06-01 13:43:00,2.33,8.03,4.4,0.43,2.37,0.84
FCR,2015,2015-06-01 13:43:00,2.71,7.86,4.1,0.45,2.07,1.24
FCR,2015,2015-06-01 13:44:00,3.05,7.78,4.28,0.97,1.94,0.59
FCR,2015,2015-06-01 13:44:00,3.44,7.31,3.76,1.13,1.57,0.86
FCR,2015,2015-06-01 13:44:00,3.75,7.93,3.84,1.46,2.11,0.52
FCR,2015,2015-06-01 13:44:00,4.11,10.29,5.29,1.86,2.25,0.88
FCR,2015,2015-06-01 13:44:00,4.44,13.36,6.45,2.6,3.02,1.29
FCR,2015,2015-06-01 13:44:00,4.83,17.07,7.52,3.45,4.49,1.62
FCR,2015,2015-06-01 13:44:00,5.2,19.07,6.71,3.16,7.44,1.76
FCR,2015,2015-06-01 13:44:00,5.57,17.78,6.47,2.17,7.33,1.81
FCR,2015,2015-06-01 13:44:00,5.88,16.5,6.43,2.04,6.2,1.83
FCR,2015,2015-06-01 13:44:00,6.19,15.48,5.9,2.88,4.93,1.76
FCR,2015,2015-06-01 13:44:00,6.56,14.39,5.58,3.68,3.29,1.84
FCR,2015,2015-06-01 13:44:00,6.82,14.37,5.74,3.73,2.95,1.95
FCR,2015,2015-06-01 13:44:00,7.09,13.97,5.58,3.84,2.72,1.83
FCR,2015,2015-06-01 13:44:00,7.32,14.41,5.69,3.97,3,1.75
FCR,2015,2015-06-01 13:44:00,7.59,14.03,5.66,3.77,2.7,1.9
FCR,2015,2015-06-01 13:44:00,7.99,13.98,5.69,3.85,2.51,1.92
FCR,2015,2015-06-01 13:44:00,8.32,14.1,5.78,3.88,2.51,1.92
FCR,2015,2015-06-01 13:44:00,8.6,14.24,5.78,3.86,2.69,1.91
FCR,2015,2015-06-01 13:44:00,8.88,14.28,5.98,3.89,2.48,1.92
FCR,2015,2015-06-01 13:44:00,9.24,13.76,5.83,3.87,2.06,2
FCR,2015,2015-06-01 16:19:00,0.57,5.31,2.49,1.3,1.52,0
FCR,2015,2015-06-01 16:19:00,0.92,4.97,2.34,0.61,1.69,0.32
FCR,2015,2015-06-01 16:19:00,1.26,6.13,3.5,0.09,1.91,0.64
FCR,2015,2015-06-01 16:19:00,1.55,6.64,4.07,0.2,1.59,0.78
FCR,2015,2015-06-01 16:19:00,1.8,7.3,3.98,0.27,2.34,0.7
FCR,2015,2015-06-01 16:19:00,2.04,7.7,4.54,0.24,2.11,0.81
FCR,2015,2015-06-01 16:19:00,2.29,7.82,4.23,0.43,2.74,0.43
FCR,2015,2015-06-01 16:19:00,2.53,7.99,4.18,0.69,2.81,0.3
FCR,2015,2015-06-01 16:19:00,2.81,7.9,4.02,1,1.93,0.95
FCR,2015,2015-06-01 16:19:00,3.03,7.95,3.72,0.95,2.29,0.98
FCR,2015,2015-06-01 16:19:00,3.28,8.28,4.08,1.21,2.13,0.86
FCR,2015,2015-06-01 16:19:00,3.5,8.42,4.61,1.29,1.46,1.06
FCR,2015,2015-06-01 16:19:00,3.76,8.87,4.18,1.56,2.22,0.91
FCR,2015,2015-06-01 16:19:00,4.06,11.13,5.82,1.85,2.52,0.94
FCR,2015,2015-06-01 16:19:00,4.29,13.69,6.13,2.42,3.76,1.38
FCR,2015,2015-06-01 16:19:00,4.55,14.53,6.32,2.96,3.96,1.29
FCR,2015,2015-06-01 16:20:00,4.78,18.92,6.86,3.46,6.84,1.76
FCR,2015,2015-06-01 16:20:00,4.98,22.35,7.01,3.87,9.42,2.06
FCR,2015,2015-06-01 16:20:00,5.18,22.02,6.77,3.93,9.3,2.02
FCR,2015,2015-06-01 16:20:00,5.42,21.43,7.16,3.76,8.19,2.31
FCR,2015,2015-06-01 16:20:00,5.6,19.99,6.47,3.68,7.57,2.27
FCR,2015,2015-06-01 16:20:00,5.77,19.28,6.37,3.54,7.38,1.98
FCR,2015,2015-06-01 16:20:00,5.92,15.86,6.15,2.34,5.32,2.05
FCR,2015,2015-06-01 16:20:00,6.09,15.45,6.38,2.62,4.65,1.8
FCR,2015,2015-06-01 16:20:00,6.4,14.2,6.05,3.5,2.64,2.01
FCR,2015,2015-06-01 16:20:00,6.68,13.56,5.45,3.8,2.2,2.12
FCR,2015,2015-06-01 16:20:00,6.91,13.32,5.48,3.88,1.9,2.06
FCR,2015,2015-06-01 16:20:00,7.16,13.19,5.43,3.84,1.79,2.14
FCR,2015,2015-06-01 16:20:00,7.32,13.21,5.69,3.94,1.59,1.99
FCR,2015,2015-06-01 16:20:00,7.48,13.34,5.82,3.93,1.47,2.12
FCR,2015,2015-06-01 16:20:00,7.8,12.82,5.53,3.86,1.39,2.04
FCR,2015,2015-06-01 16:20:00,8.2,12.78,5.59,3.86,1.26,2.08
FCR,2015,2015-06-01 16:20:00,8.46,12.71,5.77,3.84,1,2.1
FCR,2015,2015-06-01 16:20:00,8.78,12.77,5.85,3.8,1.01,2.1
FCR,2015,2015-06-01 16:20:00,9.08,12.65,5.72,3.85,0.92,2.16
FCR,2015,2015-06-01 16:20:00,9.37,12.61,5.7,3.86,0.94,2.11
FCR,2015,2015-06-02 11:42:00,0.48,4.04,1.79,0.18,0.9,1.18
FCR,2015,2015-06-02 11:42:00,0.81,5.75,3.15,0,1.74,0.86
FCR,2015,2015-06-02 11:42:00,0.96,6.71,3.7,0,2.58,0.43
FCR,2015,2015-06-02 11:42:00,1.08,6.52,3.07,0.13,3.04,0.28
FCR,2015,2015-06-02 11:42:00,1.27,6.47,4.22,0,1.55,0.71
FCR,2015,2015-06-02 11:42:00,1.42,6.9,3.92,0,2.2,0.78
FCR,2015,2015-06-02 11:42:00,1.59,6.5,3.8,0.1,2.4,0.2
FCR,2015,2015-06-02 11:42:00,1.74,6.52,3.14,0.05,2.72,0.62
FCR,2015,2015-06-02 11:42:00,1.9,6.58,3.85,0,2.55,0.18
FCR,2015,2015-06-02 11:42:00,2.02,6.44,3.65,0,1.89,0.9
FCR,2015,2015-06-02 11:42:00,2.17,7.06,4.35,0.08,2.3,0.33
FCR,2015,2015-06-02 11:42:00,2.31,7.21,3.83,0,2.86,0.52
FCR,2015,2015-06-02 11:42:00,2.45,8.57,5.26,0.26,2.06,0.99
FCR,2015,2015-06-02 11:42:00,2.64,8.84,4.67,0.52,2.77,0.88
FCR,2015,2015-06-02 11:42:00,2.81,9.17,4.32,1.06,3.21,0.57
FCR,2015,2015-06-02 11:42:00,2.94,9.51,4.86,0.99,2.91,0.75
FCR,2015,2015-06-02 11:43:00,3.09,9.93,4.43,1.31,3.88,0.32
FCR,2015,2015-06-02 11:43:00,3.22,9.74,4.94,1.08,2.83,0.89
FCR,2015,2015-06-02 11:43:00,3.38,10.04,5.49,1.28,2.51,0.75
FCR,2015,2015-06-02 11:43:00,3.6,10.71,5.54,1.51,2.77,0.9
FCR,2015,2015-06-02 11:43:00,3.79,12.12,5.67,1.62,3.91,0.91
FCR,2015,2015-06-02 11:43:00,4.02,13.74,5.61,1.59,4.99,1.55
FCR,2015,2015-06-02 11:43:00,4.18,15.19,5.67,1.92,6.52,1.08
FCR,2015,2015-06-02 11:43:00,4.34,15.3,5.8,1.91,6.37,1.22
FCR,2015,2015-06-02 11:43:00,4.49,16.32,5.97,2.2,6.93,1.22
FCR,2015,2015-06-02 11:43:00,4.66,16.87,6.31,2.46,6.54,1.56
FCR,2015,2015-06-02 11:43:00,4.79,17.77,6.58,3.02,6.64,1.54
FCR,2015,2015-06-02 11:43:00,4.97,17.39,6.65,3,5.94,1.81
FCR,2015,2015-06-02 11:43:00,5.2,17.37,6.89,3.4,4.95,2.13
FCR,2015,2015-06-02 11:43:00,5.41,17.18,6.73,3.77,4.67,2.01
FCR,2015,2015-06-02 11:43:00,5.6,15.62,6.25,3.88,3.48,2
FCR,2015,2015-06-02 11:43:00,5.81,14.81,5.84,3.57,3.46,1.93
FCR,2015,2015-06-02 11:43:00,6.01,14.02,5.75,3.23,3.69,1.34
FCR,2015,2015-06-02 11:43:00,6.24,12.94,5.41,2.72,3.4,1.41
FCR,2015,2015-06-02 11:43:00,6.42,12.39,5.65,2.21,3.19,1.33
FCR,2015,2015-06-02 11:43:00,6.66,13.76,5.35,2.51,4.47,1.43
FCR,2015,2015-06-02 11:43:00,6.89,14.99,4.96,2.77,5.74,1.53
FCR,2015,2015-06-02 11:44:00,7.13,15.22,4.5,2.84,6.28,1.6
FCR,2015,2015-06-02 11:44:00,7.35,14.83,4.3,2.84,5.96,1.74
FCR,2015,2015-06-02 11:44:00,7.6,13.48,4.54,2.91,4.46,1.57
FCR,2015,2015-06-02 11:44:00,7.84,12.76,4.31,2.87,4.15,1.42
FCR,2015,2015-06-02 11:44:00,8.09,12.57,4.71,2.88,3.49,1.48
FCR,2015,2015-06-02 11:44:00,8.26,13.06,5.07,2.93,3.52,1.55
FCR,2015,2015-06-02 11:44:00,8.49,12.65,4.89,2.94,3.21,1.62
FCR,2015,2015-06-02 11:44:00,8.71,12.65,5.2,3.02,2.83,1.6
FCR,2015,2015-06-02 11:44:00,8.92,12.09,5.17,2.96,2.39,1.57
FCR,2015,2015-06-02 11:44:00,9.15,12.05,5.45,2.98,1.98,1.64
FCR,2015,2015-06-02 11:44:00,9.31,12.26,5.79,3.04,1.73,1.7
FCR,2015,2015-06-03 10:41:00,0.45,8.21,5.39,0,2.35,0.47
FCR,2015,2015-06-03 10:41:00,0.76,7.46,3.81,0.08,3.57,0
FCR,2015,2015-06-03 10:41:00,0.95,7.78,4.43,0,2.69,0.65
FCR,2015,2015-06-03 10:41:00,0.92,7.6,3.29,0,3.41,0.9
FCR,2015,2015-06-03 10:41:00,0.94,8.5,5.03,0.39,3.07,0
FCR,2015,2015-06-03 10:41:00,0.9,9.1,5.33,0.12,3.28,0.37
FCR,2015,2015-06-03 10:41:00,0.98,8.68,5.27,0.18,3.23,0
FCR,2015,2015-06-03 10:41:00,1.21,8.5,4.8,0,2.84,0.86
FCR,2015,2015-06-03 10:41:00,1.48,8.43,5.29,0,2.04,1.1
FCR,2015,2015-06-03 10:41:00,1.65,7.67,4.37,0,2.58,0.72
FCR,2015,2015-06-03 10:42:00,1.85,7.86,3.88,0.27,3.7,0
FCR,2015,2015-06-03 10:42:00,2.06,7.79,3.98,0,3.05,0.76
FCR,2015,2015-06-03 10:42:00,2.31,8,4.02,0.13,2.9,0.94
FCR,2015,2015-06-03 10:42:00,2.52,8.81,4.78,0.33,2.53,1.16
FCR,2015,2015-06-03 10:42:00,2.78,9.52,3.91,1.32,3.91,0.39
FCR,2015,2015-06-03 10:42:00,2.92,11.96,4.12,1.31,5.32,1.21
FCR,2015,2015-06-03 10:42:00,3.14,13,3.91,1.56,5.89,1.63
FCR,2015,2015-06-03 10:42:00,3.38,13.43,4.41,1.86,5.39,1.77
FCR,2015,2015-06-03 10:42:00,3.59,14.07,4.69,2.03,5.75,1.6
FCR,2015,2015-06-03 10:42:00,3.83,13.83,4.9,2.21,5.52,1.2
FCR,2015,2015-06-03 10:42:00,4.05,14.1,4.64,2.27,5.55,1.64
FCR,2015,2015-06-03 10:42:00,4.26,16.15,6.12,2.78,5.41,1.84
FCR,2015,2015-06-03 10:42:00,4.48,18.05,6.84,3.34,5.75,2.12
FCR,2015,2015-06-03 10:42:00,4.72,17.86,6.73,3.79,4.93,2.41
FCR,2015,2015-06-03 10:42:00,4.94,16.97,6.56,3.73,4.58,2.1
FCR,2015,2015-06-03 10:42:00,5.19,15.28,6.22,3.46,3.46,2.15
FCR,2015,2015-06-03 10:42:00,5.43,14.42,5.91,3.52,2.94,2.05
FCR,2015,2015-06-03 10:42:00,5.66,12.87,5.45,3.51,1.93,1.98
FCR,2015,2015-06-03 10:42:00,5.9,12.4,5.32,3.36,1.89,1.82
FCR,2015,2015-06-03 10:42:00,6.1,11.66,5.22,2.84,1.99,1.62
FCR,2015,2015-06-03 10:42:00,6.33,10.75,5.04,2.19,2.15,1.37
FCR,2015,2015-06-03 10:42:00,6.55,10.6,5.13,2.03,2.17,1.28
FCR,2015,2015-06-03 10:43:00,6.75,10.48,4.84,2,2.3,1.34
FCR,2015,2015-06-03 10:43:00,6.98,10.5,4.77,2.05,2.32,1.36
FCR,2015,2015-06-03 10:43:00,7.23,10.73,4.86,2.06,2.36,1.45
FCR,2015,2015-06-03 10:43:00,7.44,11.61,5.37,2.08,2.72,1.44
FCR,2015,2015-06-03 10:43:00,7.66,11.45,4.88,2.18,3.03,1.36
FCR,2015,2015-06-03 10:43:00,7.91,11.24,4.67,1.98,3.16,1.43
FCR,2015,2015-06-03 10:43:00,8.11,11.92,5.01,2.06,3.46,1.38
FCR,2015,2015-06-03 10:43:00,8.34,11.86,4.76,2.02,3.66,1.43
FCR,2015,2015-06-03 10:43:00,8.56,12.02,4.63,2,3.95,1.44
FCR,2015,2015-06-03 10:43:00,8.81,12.35,4.51,2.06,4.46,1.32
FCR,2015,2015-06-03 10:43:00,9.01,12.56,4.48,2.13,4.56,1.38
FCR,2015,2015-06-03 10:43:00,9.2,11.26,4.64,2.09,3.25,1.28
FCR,2015,2015-06-03 11:44:00,0.66,8.45,4.8,0.24,3.16,0.25
FCR,2015,2015-06-03 11:44:00,0.91,8.51,4.59,0.09,2.94,0.89
FCR,2015,2015-06-03 11:44:00,0.92,8.71,5.22,0.05,3.43,0
FCR,2015,2015-06-03 11:44:00,0.99,8.63,4.21,0,4.05,0.38
FCR,2015,2015-06-03 11:44:00,1.18,8.77,4.37,0.07,4.01,0.32
FCR,2015,2015-06-03 11:45:00,1.44,8.43,4.75,0.05,2.94,0.69
FCR,2015,2015-06-03 11:45:00,1.7,8.33,3.76,0.15,3.97,0.45
FCR,2015,2015-06-03 11:45:00,1.95,8.14,4.33,0,2.68,1.12
FCR,2015,2015-06-03 11:45:00,2.24,8.43,4.15,0.67,2.56,1.05
FCR,2015,2015-06-03 11:45:00,2.5,9.31,3.78,0.95,3.65,0.92
FCR,2015,2015-06-03 11:45:00,2.73,10.44,4.4,1.32,4.3,0.42
FCR,2015,2015-06-03 11:45:00,2.89,11.4,5.02,0.9,4.4,1.08
FCR,2015,2015-06-03 11:45:00,3.05,10.95,4.43,1.05,4.9,0.58
FCR,2015,2015-06-03 11:45:00,3.26,11.08,4.97,0.93,4.2,0.97
FCR,2015,2015-06-03 11:45:00,3.42,11,4.97,0.99,3.87,1.17
FCR,2015,2015-06-03 11:45:00,3.55,11.25,4.67,1.28,4.3,1
FCR,2015,2015-06-03 11:45:00,3.81,13.05,4.9,2.01,4.82,1.33
FCR,2015,2015-06-03 11:45:00,4.07,12.83,4.84,2.16,4.2,1.63
FCR,2015,2015-06-03 11:45:00,4.29,13.06,4.68,2.57,4.74,1.06
FCR,2015,2015-06-03 11:45:00,4.49,15.58,5.93,2.91,5.39,1.35
FCR,2015,2015-06-03 11:45:00,4.71,17.76,6.8,3.5,5.57,1.89
FCR,2015,2015-06-03 11:45:00,4.91,18.45,7.18,3.82,5.34,2.11
FCR,2015,2015-06-03 11:45:00,5.11,17.87,7.05,3.93,4.69,2.2
FCR,2015,2015-06-03 11:45:00,5.31,16.49,6.45,3.77,4.13,2.15
FCR,2015,2015-06-03 11:45:00,5.46,15.41,6.35,3.86,3.43,1.77
FCR,2015,2015-06-03 11:45:00,5.59,14.13,5.77,3.68,2.99,1.69
FCR,2015,2015-06-03 11:45:00,5.75,13.62,5.84,3.8,2.35,1.63
FCR,2015,2015-06-03 11:46:00,5.91,12.75,5.42,3.7,2.02,1.61
FCR,2015,2015-06-03 11:46:00,6.08,12.04,5.16,3.32,2.04,1.52
FCR,2015,2015-06-03 11:46:00,6.27,11.9,5.32,3.23,2.11,1.25
FCR,2015,2015-06-03 11:46:00,6.42,11.64,5.17,2.98,2.15,1.34
FCR,2015,2015-06-03 11:46:00,6.58,10.65,5.21,2.52,1.74,1.19
FCR,2015,2015-06-03 11:46:00,6.74,10.13,5.08,2.21,1.72,1.12
FCR,2015,2015-06-03 11:46:00,6.94,10.53,5.51,2.11,1.8,1.1
FCR,2015,2015-06-03 11:46:00,7.14,10.45,4.98,2.03,2.27,1.17
FCR,2015,2015-06-03 11:46:00,7.31,10.51,4.95,1.97,2.39,1.2
FCR,2015,2015-06-03 11:46:00,7.48,10.34,4.7,2.02,2.5,1.12
FCR,2015,2015-06-03 11:46:00,7.67,11.67,4.71,2.11,3.74,1.11
FCR,2015,2015-06-03 11:46:00,7.87,12.1,4.15,2.03,4.57,1.36
FCR,2015,2015-06-03 11:46:00,8.06,12.31,4.51,2.2,4.38,1.21
FCR,2015,2015-06-03 11:46:00,8.23,12.41,4.53,2.11,4.46,1.32
FCR,2015,2015-06-03 11:46:00,8.4,11.7,4.35,2.19,4.06,1.1
FCR,2015,2015-06-03 11:46:00,8.58,11.39,4.44,2.1,3.67,1.17
FCR,2015,2015-06-03 11:46:00,8.76,10.88,4.58,2.12,3.09,1.08
FCR,2015,2015-06-03 11:46:00,8.95,10.37,4.67,2.21,2.42,1.06
FCR,2015,2015-06-03 11:46:00,9.13,9.89,4.68,2.15,1.95,1.1
FCR,2015,2015-06-03 11:46:00,9.36,9.31,4.52,2.13,1.57,1.1
FCR,2015,2015-06-03 13:11:00,0.6,7.78,4.18,0,2.33,1.27
FCR,2015,2015-06-03 13:11:00,0.83,8.89,5.54,0.12,3.05,0.17
FCR,2015,2015-06-03 13:11:00,0.96,9.14,4.99,0.31,3.84,0
FCR,2015,2015-06-03 13:11:00,1.08,9.04,4.84,0.08,2.8,1.32
FCR,2015,2015-06-03 13:12:00,1.23,9.47,4.93,0.63,3.31,0.59
FCR,2015,2015-06-03 13:12:00,1.39,9.66,4.84,0.43,3.24,1.16
FCR,2015,2015-06-03 13:12:00,1.52,9.56,4.27,0.53,4.46,0.3
FCR,2015,2015-06-03 13:12:00,1.62,9.78,5.12,0.45,3.59,0.62
FCR,2015,2015-06-03 13:12:00,1.63,9.39,5.49,0.3,3.36,0.24
FCR,2015,2015-06-03 13:12:00,2.01,9.64,5.24,0.02,2.89,1.49
FCR,2015,2015-06-03 13:12:00,2.12,9.91,4.92,0.4,3.88,0.72
FCR,2015,2015-06-03 13:12:00,2.27,9.94,5.03,0.24,3.45,1.22
FCR,2015,2015-06-03 13:12:00,2.39,9.97,4.82,0.25,3.58,1.32
FCR,2015,2015-06-03 13:12:00,2.53,10.41,4.75,0.71,4.24,0.71
FCR,2015,2015-06-03 13:12:00,2.67,10.41,4.64,0.51,4.44,0.83
FCR,2015,2015-06-03 13:12:00,2.79,11.76,5.36,0.82,4.63,0.94
FCR,2015,2015-06-03 13:12:00,2.94,12.43,5.15,0.96,4.96,1.36
FCR,2015,2015-06-03 13:12:00,3.05,12.65,5.19,1.27,5.12,1.07
FCR,2015,2015-06-03 13:12:00,3.18,14.17,5.38,1.49,5.87,1.43
FCR,2015,2015-06-03 13:12:00,3.27,14.65,5.02,1.57,6.42,1.65
FCR,2015,2015-06-03 13:12:00,3.36,14.92,5.36,1.58,6.43,1.55
FCR,2015,2015-06-03 13:12:00,3.49,16.22,5.67,1.89,7.55,1.12
FCR,2015,2015-06-03 13:12:00,3.65,15.54,4.94,1.96,7.03,1.61
FCR,2015,2015-06-03 13:12:00,3.79,15.33,5.22,1.93,6.63,1.55
FCR,2015,2015-06-03 13:12:00,3.88,15.31,4.69,1.89,6.99,1.74
FCR,2015,2015-06-03 13:13:00,3.98,14.92,4.88,1.9,6.46,1.67
FCR,2015,2015-06-03 13:13:00,4.12,14.23,5.05,2,5.39,1.78
FCR,2015,2015-06-03 13:13:00,4.25,14.38,4.79,2.08,5.93,1.59
FCR,2015,2015-06-03 13:13:00,4.4,13.4,4.95,2.16,4.87,1.43
FCR,2015,2015-06-03 13:13:00,4.57,13.15,4.87,2.38,4.41,1.48
FCR,2015,2015-06-03 13:13:00,4.75,14.87,5.89,2.73,4.57,1.68
FCR,2015,2015-06-03 13:13:00,4.91,15.45,6.07,3.07,4.46,1.84
FCR,2015,2015-06-03 13:13:00,5.08,16.6,6.93,3.32,4.5,1.85
FCR,2015,2015-06-03 13:13:00,5.2,17.93,7.11,4,4.66,2.16
FCR,2015,2015-06-03 13:13:00,5.42,15.49,6.09,3.49,3.83,2.08
FCR,2015,2015-06-03 13:13:00,5.61,14.73,6.12,3.47,3.12,2.01
FCR,2015,2015-06-03 13:13:00,5.8,13.68,5.53,3.61,2.51,2.02
FCR,2015,2015-06-03 13:13:00,5.99,13.17,5.28,3.71,2.39,1.8
FCR,2015,2015-06-03 13:13:00,6.19,12.24,4.95,3.74,2.07,1.49
FCR,2015,2015-06-03 13:13:00,6.31,11.38,4.82,3.28,1.82,1.46
FCR,2015,2015-06-03 13:13:00,6.41,11.5,4.81,3.25,1.88,1.57
FCR,2015,2015-06-03 13:13:00,6.46,12.29,5.41,3.33,2.11,1.43
FCR,2015,2015-06-03 13:13:00,6.6,11.47,5.25,3.04,1.78,1.4
FCR,2015,2015-06-03 13:13:00,6.74,10.91,5.02,2.63,1.77,1.48
FCR,2015,2015-06-03 13:13:00,6.91,11.47,5.09,2.67,2.5,1.21
FCR,2015,2015-06-03 13:13:00,7.07,11.52,5.1,2.3,2.82,1.31
FCR,2015,2015-06-03 13:13:00,7.24,11.35,4.87,2.09,3.01,1.38
FCR,2015,2015-06-03 13:14:00,7.41,10.21,4.84,2.1,2.05,1.23
FCR,2015,2015-06-03 13:14:00,7.55,9.83,4.92,2.09,1.57,1.24
FCR,2015,2015-06-03 13:14:00,7.7,10.24,5.17,2.2,1.7,1.17
FCR,2015,2015-06-03 13:14:00,7.9,9.64,4.81,2.07,1.54,1.23
FCR,2015,2015-06-03 13:14:00,8.1,9.62,4.79,2.03,1.53,1.27
FCR,2015,2015-06-03 13:14:00,8.28,9.56,4.88,2.06,1.36,1.25
FCR,2015,2015-06-03 13:14:00,8.46,9.8,4.81,2.09,1.72,1.18
FCR,2015,2015-06-03 13:14:00,8.64,9.44,4.62,2.06,1.53,1.22
FCR,2015,2015-06-03 13:14:00,8.73,9.87,5.27,2.12,1.32,1.16
FCR,2015,2015-06-03 13:14:00,8.95,9.61,5.02,2.1,1.26,1.22
FCR,2015,2015-06-03 13:14:00,9.13,9.59,5.23,2.09,1.16,1.1
FCR,2015,2015-06-03 13:14:00,9.28,9.53,5.15,2.04,1.14,1.19
FCR,2015,2015-06-03 14:40:00,0.7,8.8,4.47,0.69,3.64,0
FCR,2015,2015-06-03 14:40:00,1.23,9.28,4.78,0,3.41,1.08
FCR,2015,2015-06-03 14:40:00,0.82,9.28,6.58,0,1.23,1.46
FCR,2015,2015-06-03 14:40:00,0.68,8.42,3.33,0,4.29,0.8
FCR,2015,2015-06-03 14:40:00,0.68,10.03,5.76,0.63,3.64,0
FCR,2015,2015-06-03 14:40:00,0.7,8.84,2.99,0.48,5.37,0
FCR,2015,2015-06-03 14:40:00,0.84,9.57,5.67,0.08,3.06,0.76
FCR,2015,2015-06-03 14:40:00,1,9.13,4.25,0,3.85,1.03
FCR,2015,2015-06-03 14:40:00,1.2,9.93,4.89,0.69,4.18,0.16
FCR,2015,2015-06-03 14:40:00,1.39,9.96,4.83,0.2,3.69,1.26
FCR,2015,2015-06-03 14:41:00,1.57,10.44,5.41,0.07,3.3,1.67
FCR,2015,2015-06-03 14:41:00,1.72,10.9,5.65,0.33,3.19,1.73
FCR,2015,2015-06-03 14:41:00,1.9,10.68,5.08,0.42,4.45,0.74
FCR,2015,2015-06-03 14:41:00,2.05,10.68,5.86,0.06,2.62,2.14
FCR,2015,2015-06-03 14:41:00,2.17,10.26,5.77,0.26,2.54,1.68
FCR,2015,2015-06-03 14:41:00,2.29,10.65,5.87,0.26,3.23,1.29
FCR,2015,2015-06-03 14:41:00,2.43,10.62,5.52,0.39,3.69,1.03
FCR,2015,2015-06-03 14:41:00,2.57,10.84,5.42,0.6,4.04,0.79
FCR,2015,2015-06-03 14:41:00,2.69,10.84,5.03,0.73,4.24,0.84
