datetime	green_ugL	cyano_ugL	diatom_ugL	crypto_ugL	yellow_sub_ugL	total_conc_ugL	transmission_%	depth_m	temp_sample_C	green_cells_ml	cyano_cells_ml	diatom_cells_ml	crypto_cells_ml	yellow_sub_cells_ml	total_cells_ml	trans_700_nm	LED3_525_nm	LED4_570_nm	LED5_610_nm	LED6_370_nm	LED7_590_nm	LED8_470_nm	pressure_bar	temp_LEDs_C	temp_sensor_C	filename	Reservoir	Site
2017-05-01 10:24:20	0	0.24	0.54	1.37	0.57	2.15	93.69	1.22	42.51	0	244	245	41	0	530	163.3	8.15	3.74	6.72	9.38	9.37	12.31	1.12	35.57	11.83	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:23	0	0.34	0.58	1.11	0.62	2.03	93.78	1.22	42.47	0	340	262	33	0	635	163.45	7.39	3.42	6.54	9.55	8.98	11.96	1.12	35.62	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:25	0	0.28	0.3	1.37	0.65	1.96	93.73	1.33	42.4	0	277	137	41	0	455	163.37	7.89	3.43	6.58	9.9	9.5	12	1.13	35.68	11.87	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:27	0	0.32	0.69	1.03	0.63	2.04	93.95	1.33	42.43	0	319	311	31	0	661	163.75	7.74	3.38	6.45	9.77	8.59	12.01	1.13	35.72	11.86	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:30	0	0.17	0.33	1.43	0.63	1.93	93.82	1.43	42.51	0	166	149	43	0	358	163.53	8.06	3.59	6.31	9.72	9.11	12.05	1.14	35.79	11.87	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:32	0	0.45	0.51	1.11	0.64	2.08	93.99	1.43	42.5	0	451	231	33	0	716	163.82	7.83	3.58	7.09	9.88	9.2	11.66	1.14	35.84	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:35	0	0.32	0.39	1.31	0.65	2.02	93.79	1.53	42.41	0	323	175	39	0	537	163.48	8.07	3.73	6.87	9.96	9.28	11.96	1.15	35.89	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:37	0	0.19	0.1	1.55	0.66	1.84	93.74	1.53	42.29	0	186	47	47	0	280	163.38	8.15	3.94	6.6	9.91	9.26	11.75	1.15	35.93	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:39	0	0.41	0.46	1.18	0.65	2.05	93.74	1.63	42.11	0	411	209	35	0	655	163.38	7.97	3.65	7.04	9.97	9.2	11.74	1.16	35.99	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:42	0	0.23	0.08	1.53	0.67	1.85	93.89	1.74	41.69	0	229	38	46	0	314	163.65	8.04	3.81	6.67	9.95	9.46	11.71	1.17	36.05	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:44	0	0.31	0	1.51	0.69	1.82	93.72	1.74	40.87	0	309	0	45	0	354	163.35	7.98	3.82	6.82	10.1	9.66	11.32	1.17	36.1	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:46	0	0.33	0	1.45	0.72	1.78	93.63	1.94	40.12	0	330	0	44	0	374	163.19	7.97	3.7	6.69	10.43	9.69	11.31	1.19	36.15	11.91	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:49	0	0.3	0	1.46	0.73	1.77	93.57	2.04	39.57	0	304	0	44	0	347	163.09	7.99	3.48	6.59	10.43	9.65	11.41	1.2	36.18	11.9	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:51	0	0.31	0.14	1.29	0.78	1.74	93.33	2.14	38.46	0	311	63	39	0	412	162.68	7.64	3.45	6.49	10.85	9.11	11.93	1.21	36.23	11.91	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:54	0	0.25	0.13	1.28	0.83	1.67	93.45	2.25	37.57	0	251	59	39	0	349	162.88	7.41	3.42	6.19	11.25	8.95	12.42	1.22	36.26	11.91	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:56	0	0.31	0	1.26	0.88	1.56	93.65	2.35	36.82	0	305	0	38	0	343	163.23	7.52	3.46	6.27	11.61	8.86	11.89	1.23	36.31	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:24:58	0	0.5	0.3	1.11	0.98	1.91	92.89	2.55	36.12	0	495	136	33	0	665	161.9	8.05	3.34	7.08	13	9.63	13.61	1.25	36.34	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:01	0	0.46	0.32	1.66	1.04	2.45	92.46	2.65	34.94	0	464	144	50	0	658	161.16	9.7	4.48	8.38	14.5	11.59	16.67	1.26	36.37	11.92	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:03	0	0.58	0.85	1.73	1.12	3.16	91.36	2.76	34.41	0	576	383	52	0	1011	159.24	11.53	5.1	9.69	16.42	12.85	19.94	1.27	36.41	11.94	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:05	0	0.61	0.95	1.75	1.13	3.31	91.65	2.86	34.51	0	609	429	52	0	1091	159.75	12.01	5.05	9.94	16.86	13.22	20.56	1.28	36.44	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:08	0	0.67	1.09	1.95	1.17	3.7	91.22	2.96	34.34	0	666	490	58	0	1215	158.99	13.07	5.69	10.91	17.89	14.31	22.4	1.29	36.47	11.95	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:10	0	0.73	1.23	1.99	1.23	3.95	91.08	3.06	33.82	0	728	553	60	0	1341	158.75	13.6	6.07	11.51	18.81	14.88	23.77	1.3	36.5	11.96	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:13	0	0.68	1.4	2.92	1.29	5	90.3	3.16	32.53	0	683	631	88	0	1401	157.4	17.45	7.91	13.93	21.43	18.14	28.84	1.31	36.51	11.95	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:15	0	0.54	1.07	3.6	1.31	5.21	89.97	3.27	31.79	0	544	482	108	0	1133	156.82	19.07	8.75	14.68	22.24	19.68	30.29	1.32	36.56	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:17	0	0.62	1.11	4.99	1.38	6.72	88.87	3.47	31.69	0	619	497	150	0	1266	154.91	24.56	11.6	18.78	25.72	24.84	36.7	1.34	36.56	11.96	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:20	0	0.55	0.8	5.87	1.37	7.22	88.49	3.57	31.49	0	547	362	176	0	1085	154.25	27.02	13.01	20.43	26.63	27.24	38.74	1.35	36.6	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:22	0	0.63	0.94	5.87	1.4	7.44	88.55	3.67	31.37	0	625	422	176	0	1223	154.34	27.57	13.01	20.89	27.26	27.81	39.59	1.36	36.61	11.95	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:24	0	0.66	1.25	5.99	1.37	7.91	88.3	3.78	31.08	0	665	564	180	0	1408	153.91	28.59	13.57	21.73	27.75	28.65	41.32	1.37	36.63	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:27	0	0.63	1.43	6.07	1.39	8.13	88.25	3.88	30.62	0	628	644	182	0	1455	153.83	29.07	13.66	21.87	28.34	29.11	42.72	1.38	36.64	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:29	0	0.89	2.14	5.78	1.44	8.81	88.28	4.08	30.5	0	890	963	173	0	2026	153.88	29.52	14.23	23.17	29.66	29.89	45.49	1.4	36.66	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:32	0	0.85	2.26	5.65	1.43	8.75	88.02	4.08	30.41	0	845	1016	169	0	2030	153.43	29.21	13.76	22.64	29.45	29.52	45.4	1.4	36.69	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:34	0	0.9	3.05	5.24	1.46	9.19	88.19	4.18	29.78	0	896	1371	157	0	2424	153.72	28.7	13.48	22.49	30.19	29.52	48.09	1.41	36.69	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:36	2.31	0.93	2.95	4.63	1.33	10.82	88.32	4.29	29.77	1225	931	1326	139	0	3621	153.95	27.41	12.79	22.91	30.86	29.12	51.41	1.42	36.7	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:39	1.79	1.01	3.21	4.72	1.41	10.73	88.41	4.39	30.32	946	1013	1447	141	0	3547	154.1	28.29	13.2	23.41	31.62	29.63	51.97	1.43	36.69	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:41	3.71	1	2.89	4.28	1.32	11.89	88.46	4.49	30.52	1968	1005	1302	128	0	4403	154.19	27.05	12.73	23.62	32.12	29.08	54.1	1.44	36.71	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:43	5.71	0.72	2.29	3.8	1.19	12.52	89.35	4.59	30.22	3025	724	1030	114	0	4893	155.74	24.73	11.06	21.95	31.45	27.37	54.53	1.45	36.73	11.98	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:46	5.87	0.84	2.53	3.73	1.22	12.96	89.21	4.59	30.51	3110	838	1138	112	0	5197	155.5	25.34	11.49	22.8	32.39	27.82	56.09	1.45	36.72	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:48	6.76	0.82	2.17	3.65	1.12	13.4	88.96	4.8	30.51	3584	817	975	110	0	5485	155.06	24.48	11.32	22.87	31.85	27.72	56.21	1.47	36.73	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:51	8.97	0.61	1.71	2.84	1.02	14.13	89.98	4.8	29.09	4754	611	769	85	0	6220	156.84	21.75	9.46	21.15	31.56	25.33	56.82	1.47	36.72	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:53	9.37	0.68	1.71	2.81	1.07	14.57	90.14	4.9	28.78	4965	678	771	84	0	6499	157.11	22.09	9.63	21.77	32.69	25.82	58.44	1.48	36.75	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:55	9.89	0.53	1.64	2.91	1.04	14.98	90.23	5	29.3	5244	534	740	87	0	6605	157.27	22.35	9.68	21.71	33.08	25.95	59.97	1.49	36.72	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:25:58	9.4	0.73	1.97	2.99	1.1	15.09	90.35	5	29.49	4983	735	884	90	0	6692	157.48	23.39	10.27	22.82	33.86	26.96	60.72	1.49	36.73	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:00	10.4	0.6	1.72	3.21	1.12	15.92	90.34	5.1	29.39	5510	598	772	96	0	6976	157.46	24.01	10.7	23.4	35.29	27.75	63.88	1.5	36.72	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:03	9.59	0.51	2.12	4.57	1.13	16.79	90.3	5.21	28.27	5085	508	954	137	0	6684	157.39	28.65	13.5	26.26	37.25	31.95	69.08	1.51	36.71	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:05	10.85	0.32	2.31	4.9	1.18	18.38	91.23	5.31	27.33	5749	320	1039	147	0	7255	159.01	30.87	14.17	27.49	40.34	33.72	75.76	1.52	36.7	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:07	11.34	0.59	2.68	4.3	1.11	18.91	91.32	5.41	27.11	6012	593	1205	129	0	7939	159.17	30.21	13.72	28.04	40.17	33.3	75.9	1.53	36.69	12.01	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:10	10.19	0.45	2.9	5.39	1.19	18.93	90.96	5.51	26.4	5400	455	1303	162	0	7320	158.54	33.56	15.48	29.42	41.55	36.12	78.57	1.54	36.69	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:12	9.84	0.6	3.02	5.1	1.15	18.56	91.42	5.61	25.82	5214	601	1358	153	0	7326	159.35	32.71	15.43	29.3	40.38	35.25	76.37	1.55	36.68	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:14	10.26	0.78	3.26	5.33	1.25	19.64	91.43	5.72	25.56	5439	784	1469	160	0	7852	159.36	34.64	16.79	31.57	42.99	37.22	80.69	1.56	36.65	11.99	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:17	10.71	0.46	2.87	5.08	1.18	19.13	91.37	5.72	25.69	5678	464	1293	152	0	7587	159.26	32.78	15.27	29.2	41.53	35.23	78.63	1.56	36.62	11.98	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:19	11.32	0.53	3.07	5.27	1.19	20.19	91.54	5.82	26.38	6002	527	1380	158	0	8067	159.56	34.27	15.98	30.72	43.23	36.86	82.39	1.57	36.6	11.98	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:22	10.5	0.32	2.72	6.01	1.23	19.55	91.46	5.92	26.49	5567	316	1225	180	0	7289	159.41	35.22	16.69	30.54	43.03	37.8	81.76	1.58	36.56	12	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:24	10.71	0.19	2.64	5.6	1.16	19.14	91.41	6.02	26.45	5676	194	1187	168	0	7225	159.33	33.62	15.3	28.82	41.71	36.09	79.69	1.59	36.56	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:26	9.36	0.36	2.93	5.79	1.17	18.45	91.63	6.12	26.2	4961	363	1320	174	0	6818	159.71	34.27	16.2	29.42	40.87	36.44	77.65	1.6	36.52	11.98	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:29	10.82	0.28	2.56	5.58	1.18	19.24	91.98	6.12	26.09	5734	278	1152	167	0	7332	160.33	33.55	15.5	29.24	41.94	36.3	79.79	1.6	36.49	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:31	11	0.34	2.78	5.41	1.19	19.53	91.77	6.23	26.27	5832	337	1250	162	0	7582	159.95	33.72	15.66	29.58	42.46	36.16	80.72	1.61	36.49	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:33	11.53	0.37	2.62	5.27	1.24	19.8	91.79	6.33	25.79	6111	372	1179	158	0	7821	159.99	33.38	15.42	29.68	43.2	36.13	81.5	1.62	36.44	11.97	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:36	11.84	0.35	2.68	5.2	1.16	20.08	91.58	6.43	25.95	6275	354	1208	156	0	7993	159.62	33.27	15.31	29.7	42.81	36.07	81.82	1.63	36.42	11.98	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:38	11.45	0.33	2.7	5.4	1.2	19.87	91.84	6.53	25.71	6067	325	1216	162	0	7770	160.07	33.76	15.5	29.72	42.97	36.43	81.77	1.64	36.38	11.95	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:41	10.69	0.55	3.13	5.38	1.24	19.75	91.58	6.63	25.17	5665	552	1410	161	0	7788	159.63	34.55	16.19	30.68	43.18	36.92	81.55	1.65	36.36	11.95	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:43	10.65	0.28	2.63	5.39	1.17	18.95	91.78	6.74	25.11	5645	278	1183	162	0	7268	159.97	33	15.27	28.74	41.39	35.47	78.65	1.66	36.31	11.94	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:45	10.28	0.44	3.16	5.41	1.18	19.29	91.74	6.84	25.22	5451	438	1420	162	0	7472	159.91	34.25	15.7	29.76	42.04	36.43	80.01	1.67	36.29	11.94	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:48	11.57	0.47	3.05	5.04	1.17	20.12	91.77	7.04	25.07	6132	466	1371	151	0	8120	159.95	33.58	15.26	29.95	42.9	36.1	81.92	1.69	36.25	11.94	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:50	11.42	0.3	2.75	5.34	1.18	19.81	91.79	7.14	24.8	6053	305	1238	160	0	7756	159.99	33.6	15.39	29.5	42.66	36.14	81.45	1.7	36.21	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:52	11.28	0.35	2.9	5.27	1.18	19.8	91.73	7.35	24.77	5980	347	1303	158	0	7789	159.89	33.72	15.2	29.5	42.69	36.21	81.42	1.72	36.16	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:55	10.63	0.33	2.86	5.35	1.16	19.17	91.63	7.45	24.77	5636	332	1285	161	0	7414	159.71	33.4	15.4	29.11	41.58	35.72	79.31	1.73	36.13	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:26:57	11.65	0.66	3.13	5.19	1.25	20.63	91.8	7.65	24.78	6176	663	1407	156	0	8402	160	34.66	16.02	31.49	44.46	37.56	83.96	1.75	36.1	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:00	11.4	0.48	2.97	5.13	1.18	19.99	91.63	7.76	24.82	6043	478	1339	154	0	8013	159.72	33.63	15.28	29.98	42.8	36.33	81.54	1.76	36.05	11.93	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:02	10.49	0.36	2.78	5.41	1.17	19.04	91.9	7.96	24.78	5558	362	1252	162	0	7334	160.18	33.39	15.45	29.19	41.51	35.9	78.9	1.78	35.99	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:04	11.13	0.35	2.79	5.21	1.17	19.48	91.84	8.16	24.73	5897	355	1257	156	0	7665	160.07	33.17	15.07	29.16	42.09	35.74	80.12	1.8	35.96	11.89	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:07	10.53	0.42	3.01	5.28	1.22	19.24	91.88	8.27	24.77	5581	423	1353	158	0	7516	160.14	33.71	15.39	29.42	42.25	35.97	79.84	1.81	35.91	11.88	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:09	11.22	0.43	2.9	5.5	1.23	20.05	91.69	8.37	24.74	5948	429	1305	165	0	7847	159.81	34.58	15.95	30.51	43.58	37.23	82.66	1.82	35.85	11.88	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:11	9.77	0.43	3.05	5.54	1.22	18.79	91.65	8.57	24.8	5177	433	1373	166	0	7149	159.75	34.17	15.93	29.58	41.69	36.29	78.72	1.84	35.81	11.88	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:14	10.98	0.57	3.06	5.09	1.24	19.69	91.96	8.68	24.81	5821	570	1375	153	0	7919	160.29	33.68	15.32	30.06	43.02	36.3	80.92	1.85	35.76	11.88	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:16	11.35	0.51	3.04	5.13	1.27	20.04	91.69	8.78	25.01	6018	515	1370	154	0	8056	159.81	34.02	15.41	30.23	43.79	36.54	82.41	1.86	35.72	11.88	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:19	10.34	0.34	2.92	5.52	1.19	19.11	91.49	8.98	24.95	5478	344	1313	166	0	7300	159.47	34	15.54	29.34	41.92	36.32	79.64	1.88	35.67	11.83	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:21	11.03	0.38	2.99	5.38	1.2	19.78	91.94	9.08	24.73	5847	375	1346	161	0	7730	160.25	34.2	15.53	29.83	42.87	36.58	81.65	1.89	35.6	11.84	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:23	12.76	0.47	3	5.23	1.22	21.47	91.93	9.19	24.92	6762	471	1351	157	0	8742	160.23	34.93	15.73	31.41	45.4	37.87	86.82	1.9	35.56	11.83	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:26	12.71	0.65	3.22	5.05	1.23	21.64	91.92	9.39	25.17	6738	650	1451	152	0	8990	160.22	35.03	15.94	32.06	45.68	37.99	87.02	1.92	35.5	11.83	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:28	11.72	0.69	3.25	5.39	1.3	21.04	91.91	9.49	25.27	6209	689	1463	162	0	8523	160.2	35.75	16.65	32.37	45.62	38.53	85.97	1.93	35.45	11.85	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:30	9.79	0.43	3.14	5.94	1.25	19.3	91.69	9.59	24.94	5189	435	1413	178	0	7215	159.81	35.74	16.61	30.67	42.93	37.98	81.22	1.94	35.41	11.81	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:33	11.6	0.51	3.17	5.2	1.2	20.48	91.73	9.7	24.74	6147	512	1427	156	0	8241	159.89	34.5	15.6	30.69	43.75	37.09	83.49	1.95	35.35	11.8	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:35	11.01	0.45	3.26	5.52	1.21	20.24	91.98	9.8	24.83	5835	452	1466	165	0	7918	160.32	35.35	15.94	30.76	43.74	37.7	83.49	1.96	35.3	11.8	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:38	11.06	0.38	2.86	5.25	1.2	19.54	91.83	9.9	24.93	5861	382	1286	157	0	7687	160.06	33.5	15.1	29.36	42.49	36.07	80.59	1.97	35.24	11.79	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:40	10.33	0.47	3.15	5.48	1.22	19.43	91.68	10.1	24.97	5474	474	1416	165	0	7528	159.8	34.61	15.96	30.18	42.65	36.86	80.76	1.99	35.18	11.78	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:42	10.66	0.46	2.91	5.27	1.25	19.31	91.94	10.31	24.82	5651	461	1311	158	0	7580	160.26	33.66	15.22	29.53	42.58	36.24	80.06	2.01	35.13	11.78	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:45	11.64	0.47	2.94	5.34	1.24	20.39	91.78	10.41	24.75	6171	466	1322	160	0	8118	159.98	34.5	15.53	30.58	44.06	37.36	83.56	2.02	35.07	11.76	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:47	11.94	0.4	2.86	5.46	1.23	20.65	91.89	10.51	24.76	6326	402	1285	164	0	8177	160.16	34.76	15.86	30.81	44.45	37.57	84.59	2.03	35.02	11.76	050117_FCR_all.txt	FCR	50
2017-05-01 10:27:50	10.12	0.55	3.08	5.41	1.21	19.17	91.26	10.61	24.81	5365	553	1385	162	0	7465	159.06	34.14	15.62	30.02	42.03	36.79	79.4	2.04	34.96	11.76	050117_FCR_all.txt	FCR	50
2017-05-01 10:59:34	0	0.38	0.64	1.29	0.61	2.31	95.07	0.51	43.05	0	382	290	39	0	711	165.71	8.54	4.27	7.49	9.97	9.43	12.64	1.05	28.58	8.82	050117_FCR_all.txt	FCR	45
2017-05-01 10:59:36	0	0.28	0.26	1.61	0.66	2.15	94.65	0.61	42.93	0	278	119	48	0	446	164.98	8.95	3.98	7.25	10.45	10.1	12.7	1.06	28.67	8.82	050117_FCR_all.txt	FCR	45
2017-05-01 10:59:39	0	0.43	0.07	1.58	0.75	2.09	94.73	0.71	42.73	0	433	33	47	0	513	165.11	8.54	4.43	7.86	11.01	10.33	12.57	1.07	28.75	8.85	050117_FCR_all.txt	FCR	45
2017-05-01 10:59:41	0	0.42	0.16	1.54	0.76	2.12	95.04	0.82	42.71	0	423	70	46	0	540	165.66	8.52	3.63	7.48	11.14	10.74	12.94	1.08	28.83	8.82	050117_FCR_all.txt	FCR	45
2017-05-01 10:59:43	0	0.36	0.56	1.35	0.67	2.27	95.01	0.82	42.91	0	355	254	40	0	650	165.6	8.15	3.86	7.19	10.49	9.99	13.43	1.08	28.92	8.86	050117_FCR_all.txt	FCR	45
