"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_PAR","Flag_ORP","Flag_pH","Notes"
"FCR",50,2015-06-15 12:00:00,7,NA,NA,NA,NA,0.6,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-15 12:00:00,8,NA,NA,NA,NA,0.19,NA,5.88,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-15 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-15 12:00:00,9,NA,NA,NA,NA,0.06,NA,6.91,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-15 12:00:00,9,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"BVR",50,2015-06-18 12:00:00,-0.1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"BVR",50,2015-06-18 12:00:00,0.1,NA,NA,NA,NA,1698,NA,6.9,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,1,NA,NA,NA,NA,227.9,NA,6.85,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,2,NA,NA,NA,NA,157.9,NA,6.53,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,3,NA,NA,NA,NA,156.5,NA,6.44,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,4,NA,NA,NA,NA,80.39,NA,6.33,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,5,NA,NA,NA,NA,58.83,NA,6.14,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,6,NA,NA,NA,NA,16.01,NA,6.08,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,7,NA,NA,NA,NA,13.15,NA,5.97,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,8,NA,NA,NA,NA,2.62,NA,5.86,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,9,NA,NA,NA,NA,0.3,NA,5.87,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,10,NA,NA,NA,NA,0.04,NA,6.08,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 12:00:00,11,NA,NA,NA,NA,0.02,NA,6.19,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,0.1,29,8.45,NA,28.6,1698,NA,6.9,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,1,28.3,7.8,NA,28.6,227.9,NA,6.85,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,2,27.4,8.2,NA,28.5,157.9,NA,6.53,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,3,26.1,8.68,NA,29.1,156.5,NA,6.44,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,4,22.8,8.6,NA,30.3,80.39,NA,6.33,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,5,18.7,7.3,NA,30.2,58.83,NA,6.14,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,6,15.2,5.74,NA,30.4,16.01,NA,6.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,7,12.4,3.4,NA,31,13.15,NA,5.97,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,8,10.5,2.67,NA,31,2.62,NA,5.86,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,9,9,1.58,NA,35.6,0.3,NA,5.87,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,10,8.1,1.5,NA,70.3,0.04,NA,6.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 14:05:00,11,7.9,1.5,NA,80.2,0.02,NA,6.19,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,0.1,29.4,7.38,NA,30,1038,NA,7.19,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,1,28.8,8.32,NA,28.8,178,NA,7.02,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,2,27.2,8.24,NA,28.7,83,NA,6.67,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,3,25.8,9.11,NA,29.6,50,NA,6.54,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,4,24,10.1,NA,30.2,40,NA,6.52,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,5,17.4,6.75,NA,30.7,46,NA,6.23,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,6,14.6,5.55,NA,30.9,27,NA,6.1,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,7,12.1,3.78,NA,31,11,NA,6,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,8,10.7,NA,NA,31,1.5,NA,5.82,0,1,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,9,9.5,NA,NA,32.5,0.18,NA,5.9,0,1,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,10,8.5,NA,NA,56.3,0.01,NA,5.93,0,1,1,0,0,1,0,NA
"BVR",50,2015-06-18 16:33:00,11,8,NA,NA,77.1,0,NA,6.15,0,1,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,0.1,28.8,7.75,NA,28.5,51,NA,6.88,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,1,28.7,8.15,NA,28.6,10,NA,6.68,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,2,28.2,8.15,NA,28.5,8.8,NA,6.64,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,3,26.6,7.38,NA,28.9,6.7,NA,6.54,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,4,23,8.78,NA,30.1,4.7,NA,6.19,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,5,17.7,6.56,NA,30.4,2.83,NA,5.93,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,6,14.7,5.33,NA,30.5,1.6,NA,5.82,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,7,12.3,3.54,NA,31.1,0.74,NA,5.69,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,8,10.8,2.7,NA,31,0.19,NA,5.6,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,9,9.6,2.4,NA,31.8,0.02,NA,5.6,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,10,8.4,1.38,NA,57.2,0,NA,5.79,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 19:05:00,11,8,1.4,NA,70.9,0,NA,5.93,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,0.1,28,6.3,NA,28.4,0,NA,7.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,1,28,6.58,NA,28.4,0,NA,7.13,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,2,27.9,6.17,NA,28.4,0,NA,7.21,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,3,26.5,6.65,NA,29.1,0,NA,7.15,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,4,23.7,7.57,NA,30.1,0,NA,7.06,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,5,18.5,5.74,NA,30.3,0,NA,6.71,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,6,13.8,4.2,NA,30.7,0,NA,6.51,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,7,11.1,2.65,NA,30.7,0,NA,6.28,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,8,9.7,2.01,NA,32.1,0,NA,6.03,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,9,8.6,1.18,NA,52.8,0,NA,5.93,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,10,8.1,1.16,NA,73.5,0,NA,6.03,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-18 22:10:00,11,7.9,1.15,NA,80.6,0,NA,6.2,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,0.1,27.4,6.29,NA,28.5,0,NA,6.95,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,1,27.5,5.82,NA,28.5,0,NA,7.07,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,2,27.5,6.12,NA,28.5,0,NA,7.1,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,3,27.4,6.12,NA,28.5,0,NA,7.09,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,4,22,6.04,NA,30.5,0,NA,6.96,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,5,17.8,5.32,NA,30.6,0,NA,6.66,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,6,14.4,4.2,NA,30.9,0,NA,6.44,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,7,12.2,2.97,NA,31,0,NA,5.89,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,8,107,2.28,NA,31.2,0,NA,5.8,2,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,9,9.5,2.38,NA,32.3,0,NA,5.76,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,10,8,1.17,NA,70,0,NA,5.94,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 02:28:00,11,7.9,1.13,NA,82.1,0,NA,6.12,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,0.1,27.3,6.22,NA,28.5,0,NA,7.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,1,27.3,6.22,NA,28.5,0,NA,7.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,2,27.3,5.9,NA,28.5,0,NA,7.12,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,3,26.8,6.02,NA,28.7,0,NA,7.12,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,4,22.4,6.07,NA,30.3,0,NA,6.78,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,5,18.4,5.08,NA,30.5,0,NA,6.44,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,6,14.4,4.22,NA,30.8,0,NA,6.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,7,12,2.66,NA,31.1,0,NA,5.83,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,8,10,1.63,NA,31.4,0,NA,5.76,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,9,8.6,1.05,NA,48.7,0,NA,5.85,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,10,8.1,1.05,NA,70.1,0,NA,6.02,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 03:51:00,11,7.9,1.05,NA,79.1,0,NA,6.14,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,0.1,26.8,6.35,NA,28.5,122,NA,6.85,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,1,26.9,6.24,NA,28.5,52.4,NA,6.89,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,2,26.9,5.71,NA,28.5,19.2,NA,7,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,3,26.8,6.04,NA,28.5,12.22,NA,7.04,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,4,23.3,7.16,NA,30.2,7.25,NA,6.9,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,5,18.6,5.85,NA,30.4,4.3,NA,6.71,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,6,14.3,4.23,NA,30.7,2.67,NA,6.49,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,7,11.9,2.85,NA,30.9,1.36,NA,6.32,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,8,10.4,1.86,NA,31.3,0.3,NA,5.85,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,9,9.3,2.13,NA,37.8,0.02,NA,5.87,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,10,8.5,1.04,NA,58.7,0,NA,5.97,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 07:50:00,11,8,1.02,NA,76.4,0,NA,6.1,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,0.1,26.9,6.94,NA,28.4,1234,NA,7.03,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,1,26.9,7.17,NA,28.4,562,NA,7.08,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,2,26.9,6.64,NA,28.4,266,NA,7.07,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,3,26.8,6.42,NA,28.4,179,NA,7.04,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,4,22.4,7,NA,30.2,92,NA,6.87,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,5,17.8,5.55,NA,30.5,60,NA,6.52,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,6,14.9,4.82,NA,30.6,35,NA,6.27,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,7,12.7,3.55,NA,31,14.7,NA,6,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,8,10.8,2.18,NA,31.5,1.99,NA,5.88,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,9,9.1,1.1,NA,36.7,0.17,NA,5.88,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,10,8.4,0.94,NA,62.7,0.04,NA,5.95,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 10:14:00,11,8,0.95,NA,76.1,0,NA,6.11,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,0.1,27.5,6.81,NA,28.4,1371,NA,6.8,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,1,27.4,7.04,NA,28.4,763,NA,6.82,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,2,27.2,6.51,NA,28.4,341,NA,6.91,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,3,27.1,6.3,NA,28.4,227,NA,6.91,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,4,22.1,7,NA,30.3,75.8,NA,6.74,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,5,18.9,5.72,NA,30.2,43.23,NA,6.48,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,6,14.8,4.35,NA,30.8,19.72,NA,6.09,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,7,11.4,2.37,NA,30.8,7.34,NA,5.94,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,8,10.4,1.4,NA,31.2,1.22,NA,5.86,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,9,8.8,0.71,NA,43,0.35,NA,5.81,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,10,8.1,0.52,NA,68.9,0.01,NA,5.95,0,0,1,0,0,1,0,NA
"BVR",50,2015-06-19 12:58:00,11,7.9,0.52,NA,79.3,0,NA,6.1,0,0,1,0,0,1,0,NA
"FCR",50,2015-06-22 12:00:00,-0.1,NA,NA,NA,NA,262,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,0.1,NA,NA,NA,NA,375,NA,7.1,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-22 12:00:00,0.1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-22 12:00:00,1,NA,NA,NA,NA,155,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,1.6,NA,NA,NA,NA,NA,NA,7.11,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-22 12:00:00,2,NA,NA,NA,NA,69,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,3,NA,NA,NA,NA,70,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,3.8,NA,NA,NA,NA,NA,NA,7.69,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-22 12:00:00,4,NA,NA,NA,NA,35,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,5,NA,NA,NA,NA,5.5,NA,6.99,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-22 12:00:00,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-22 12:00:00,6,NA,NA,NA,NA,0.72,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,6.2,NA,NA,NA,NA,NA,NA,6.19,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-22 12:00:00,7,NA,NA,NA,NA,0.29,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-22 12:00:00,8,NA,NA,NA,NA,0.03,NA,5.91,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-22 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-22 12:00:00,9,NA,NA,NA,NA,0.01,NA,5.78,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-22 12:00:00,9,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"GWR",50,2015-06-22 19:00:00,-0.1,NA,NA,NA,NA,470,NA,NA,1,1,1,1,0,1,1,NA
"GWR",50,2015-06-22 19:00:00,0.1,28.2,6.91,95.3,NA,275,NA,7.26,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,1,28.2,7.05,97.1,NA,106,NA,7.42,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,2,27.9,7.16,98.1,NA,57.42,NA,7.45,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,3,27.7,6.93,94.6,NA,40.5,NA,7.45,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,4,20,8.81,104.2,NA,17.81,NA,6.8,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,5,16.2,6.59,72.5,NA,7.66,NA,6.46,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,6,14,4.32,45.2,NA,2.81,NA,6.24,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,7,12.7,2.94,29.7,NA,1.34,NA,6.1,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,8,12,3.12,31,NA,0.62,NA,6.04,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,9,12.3,3.22,32.3,NA,0.33,NA,6.15,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,10,11.5,2.96,29.1,NA,0.68,NA,6.09,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,11,11.2,2.62,25.6,NA,0.08,NA,6.06,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,12,10.9,1.87,18.1,NA,0.04,NA,6.03,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,13,10.7,1.51,14.6,NA,0.02,NA,6,0,0,0,1,0,1,0,NA
"GWR",50,2015-06-22 19:00:00,14,10.6,1.18,11.4,NA,0,NA,5.99,0,0,0,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,-0.1,NA,NA,NA,NA,1480,NA,NA,1,1,1,1,0,1,1,NA
"BVR",50,2015-06-25 12:00:00,0.1,NA,NA,NA,NA,970,NA,7.15,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,0.1,27.8,6.13,83.8,29.2,NA,NA,7.15,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,1,NA,NA,NA,NA,139,NA,7.13,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,1,27.6,6.27,84.8,29.2,NA,NA,7.13,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,2,NA,NA,NA,NA,120,NA,7.08,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,2,26.5,6.65,87.6,29.6,NA,NA,7.08,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,3,NA,NA,NA,NA,85,NA,6.81,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,3,23,6.7,83.1,30.7,NA,NA,6.81,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,4,NA,NA,NA,NA,70.5,NA,6.41,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,4,18.6,4.9,55.9,30.6,NA,NA,6.41,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,5,NA,NA,NA,NA,36.4,NA,6,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,5,15.2,4.03,42.9,31,NA,NA,6,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,6,NA,NA,NA,NA,17.4,NA,5.91,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,6,12.3,2.97,29.6,32,NA,NA,5.91,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,7,NA,NA,NA,NA,7.8,NA,5.87,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,7,10.2,1.9,18.1,32,NA,NA,5.87,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,8,NA,NA,NA,NA,0.6,NA,5.9,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,8,8.9,1.39,12.8,45.4,NA,NA,5.9,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,9,NA,NA,NA,NA,0.01,NA,6.06,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,9,8.2,1.31,12,71.3,NA,NA,6.06,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,10,NA,NA,NA,NA,0,NA,6.18,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,10,8,1.33,11.9,83.8,NA,NA,6.18,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,11,NA,NA,NA,NA,0,NA,6.23,1,1,1,1,0,1,0,NA
"BVR",50,2015-06-25 12:00:00,11,7.7,1.34,12,100.5,NA,NA,6.23,0,0,0,0,1,1,0,NA
"BVR",50,2015-06-25 12:00:00,11.5,7.7,1.34,12,106.7,NA,NA,6.29,0,0,0,0,1,1,0,NA
"FCR",50,2015-06-29 12:00:00,-0.1,NA,NA,NA,NA,1784,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,0.1,NA,NA,NA,NA,1041,NA,7.29,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-29 12:00:00,0.1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-29 12:00:00,1,NA,NA,NA,NA,557.7,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,1.6,NA,NA,NA,NA,NA,NA,7.22,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-29 12:00:00,2,NA,NA,NA,NA,252.9,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,3,NA,NA,NA,NA,114.5,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,3.8,NA,NA,NA,NA,NA,NA,7.05,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-29 12:00:00,4,NA,NA,NA,NA,20.2,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,5,NA,NA,NA,NA,5.94,NA,6.53,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-29 12:00:00,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-29 12:00:00,6,NA,NA,NA,NA,0.94,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,6.2,NA,NA,NA,NA,NA,NA,6.32,1,1,1,1,1,1,0,NA
"FCR",50,2015-06-29 12:00:00,7,NA,NA,NA,NA,0.13,NA,NA,1,1,1,1,0,1,1,NA
"FCR",50,2015-06-29 12:00:00,8,NA,NA,NA,NA,0.02,NA,6.07,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-29 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"FCR",50,2015-06-29 12:00:00,9,NA,NA,NA,NA,0,NA,5.74,1,1,1,1,0,1,0,NA
"FCR",50,2015-06-29 12:00:00,9,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"BVR",50,2015-07-02 12:00:00,-0.1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA
"BVR",50,2015-07-02 12:00:00,0.1,NA,NA,NA,NA,NA,NA,6.93,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,1,NA,NA,NA,NA,NA,NA,7.02,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,2,NA,NA,NA,NA,NA,NA,7.03,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,3,NA,NA,NA,NA,NA,NA,7.06,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,4,NA,NA,NA,NA,NA,NA,6.84,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,5,NA,NA,NA,NA,NA,NA,6.48,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,6,NA,NA,NA,NA,NA,NA,6.08,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,7,NA,NA,NA,NA,NA,NA,5.81,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,8,NA,NA,NA,NA,NA,NA,5.84,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,9,NA,NA,NA,NA,NA,NA,5.83,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,10,NA,NA,NA,NA,NA,NA,6.04,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:00:00,11,NA,NA,NA,NA,NA,NA,6.1,1,1,1,1,1,1,0,NA
"BVR",50,2015-07-02 12:16:00,-0.1,NA,NA,NA,NA,1470,NA,NA,1,1,1,1,0,1,1,NA
"BVR",50,2015-07-02 12:16:00,0.1,25.3,6.66,87,29.6,880,NA,6.93,0,0,0,0,0,1,0,NA
"BVR",50,2015-07-02 12:16:00,1,25.3,6.61,86.1,29.5,290,NA,7.02,0,0,0,0,0,1,0,NA
"BVR",50,2015-07-02 12:16:00,2,25.3,6.82,88.8,29.5,160,NA,7.03,0,0,0,0,0,1,0,NA
