"Date","Site","Depth","total_chl_interp","greens_interp","cyanos_interp","diatoms_interp","cryptos_interp"
2016-10-11,50,3.8,10.92,3.17,5.29,0.2,2.27
2016-10-11,50,5,8.97,2.41,4.92,0,1.63
2016-10-11,50,5.2,7.83,2,4.5,0,1.34
2016-10-11,50,5.5,7.59,1.98,4.42,0,1.18
2016-10-11,50,5.8,7.43,1.95,4.3,0,1.18
2016-10-11,50,6,7.15,1.77,4.21,0,1.17
2016-10-11,50,6.2,7.1,1.9,4.16,0,1.04
2016-10-11,50,8,7.12,1.98,4.07,0,1.07
2016-10-11,50,9,7.4,2.16,4.2,0,1.04
2016-10-11,50,9.3,7.41,2.04,4.13,0,1.24
2016-10-14,50,0.1,2.054,0.322,1.092,0.522,0.11
2016-10-14,50,0.8,10.598,3.68,3.696,1.08,2.148
2016-10-14,50,1.6,12.332,4.366,4.17,1.482,2.306
2016-10-14,50,2.8,10.388,3.362,4.254,0.608,2.162
2016-10-14,50,3.8,9.952,3.19,4.302,0.424,2.044
2016-10-14,50,5,8.23,2.394,4.158,0.12,1.548
2016-10-14,50,5.2,7.308,2.11,3.81,0.052,1.344
2016-10-14,50,5.5,7.072,2.064,3.748,0.076,1.176
2016-10-14,50,5.8,6.896,1.996,3.662,0.09,1.148
2016-10-14,50,6,6.664,1.846,3.598,0.088,1.132
2016-10-14,50,6.2,6.638,1.95,3.56,0.12,1.008
2016-10-14,50,8,6.45,1.918,3.49,0.03,1.012
2016-10-14,50,9,6.788,2.088,3.71,0.008,0.98
2016-10-14,50,9.3,6.88,1.988,3.73,0.034,1.13
2016-10-20,50,0.1,2.858,0.644,0.974,1.044,0.19
2016-10-20,50,0.8,9.386,3.58,2.772,0.97,2.066
2016-10-20,50,1.6,10.714,4.062,3.15,1.434,2.062
2016-10-20,50,2.8,9.376,3.334,3.278,0.836,1.924
2016-10-20,50,3.8,8.984,3.21,3.314,0.648,1.818
2016-10-20,50,5,7.49,2.378,3.396,0.24,1.466
2016-10-20,50,5.2,6.786,2.22,3.12,0.104,1.348
2016-10-20,50,5.5,6.554,2.148,3.076,0.152,1.172
2016-10-20,50,5.8,6.362,2.042,3.024,0.18,1.116
2016-10-20,50,6,6.178,1.922,2.986,0.176,1.094
2016-10-20,50,6.2,6.176,2,2.96,0.24,0.976
2016-10-20,50,8,5.78,1.856,2.91,0.06,0.954
2016-10-20,50,9,6.176,2.016,3.22,0.016,0.92
2016-10-20,50,9.3,6.35,1.936,3.33,0.068,1.02
2016-10-27,50,0.1,3.662,0.966,0.856,1.566,0.27
2016-10-27,50,0.8,8.174,3.48,1.848,0.86,1.984
2016-10-27,50,1.6,9.096,3.758,2.13,1.386,1.818
2016-10-27,50,2.8,8.364,3.306,2.302,1.064,1.686
2016-10-27,50,3.8,8.016,3.23,2.326,0.872,1.592
2016-10-27,50,5,6.75,2.362,2.634,0.36,1.384
2016-10-27,50,5.2,6.264,2.33,2.43,0.156,1.352
2016-10-27,50,5.5,6.036,2.232,2.404,0.228,1.168
2016-10-27,50,5.8,5.828,2.088,2.386,0.27,1.084
2016-10-27,50,6,5.692,1.998,2.374,0.264,1.056
2016-10-27,50,6.2,5.714,2.05,2.36,0.36,0.944
2016-10-27,50,8,5.11,1.794,2.33,0.09,0.896
2016-10-27,50,9,5.564,1.944,2.73,0.024,0.86
2016-10-27,50,9.3,5.82,1.884,2.93,0.102,0.91
2016-10-31,50,0.1,4.466,1.288,0.738,2.088,0.35
2016-10-31,50,0.8,6.962,3.38,0.924,0.75,1.902
2016-10-31,50,1.6,7.478,3.454,1.11,1.338,1.574
2016-10-31,50,2.8,7.352,3.278,1.326,1.292,1.448
2016-10-31,50,3.8,7.048,3.25,1.338,1.096,1.366
2016-10-31,50,5,6.01,2.346,1.872,0.48,1.302
2016-10-31,50,5.2,5.742,2.44,1.74,0.208,1.356
2016-10-31,50,5.5,5.518,2.316,1.732,0.304,1.164
2016-10-31,50,5.8,5.294,2.134,1.748,0.36,1.052
2016-10-31,50,6,5.206,2.074,1.762,0.352,1.018
2016-10-31,50,6.2,5.252,2.1,1.76,0.48,0.912
2016-10-31,50,8,4.44,1.732,1.75,0.12,0.838
2016-10-31,50,9,4.952,1.872,2.24,0.032,0.8
2016-10-31,50,9.3,5.29,1.832,2.53,0.136,0.8
2016-11-04,50,0.1,5.27,1.61,0.62,2.61,0.43
2016-11-04,50,0.8,5.75,3.28,0,0.64,1.82
2016-11-04,50,1.6,5.86,3.15,0.09,1.29,1.33
2016-11-04,50,2.8,6.34,3.25,0.35,1.52,1.21
2016-11-04,50,3.8,6.08,3.27,0.35,1.32,1.14
2016-11-04,50,5,5.27,2.33,1.11,0.6,1.22
2016-11-04,50,5.2,5.22,2.55,1.05,0.26,1.36
2016-11-04,50,5.5,5,2.4,1.06,0.38,1.16
2016-11-04,50,5.8,4.76,2.18,1.11,0.45,1.02
2016-11-04,50,6,4.72,2.15,1.15,0.44,0.98
2016-11-04,50,6.2,4.79,2.15,1.16,0.6,0.88
2016-11-04,50,8,3.77,1.67,1.17,0.15,0.78
2016-11-04,50,9,4.34,1.8,1.75,0.04,0.74
2016-11-04,50,9.3,4.76,1.78,2.13,0.17,0.69
2016-11-11,50,0.1,5.09,2.535,0.435,1.4,0.72
2016-11-11,50,0.8,6.185,3.34,0,1.805,1.035
2016-11-11,50,1.6,6.985,4.155,0.045,1.825,0.965
2016-11-11,50,2.8,9.015,5.22,0.175,2.405,1.205
2016-11-11,50,3.8,9.03,5.13,0.175,2.5,1.22
2016-11-11,50,5,8.04,4.495,0.555,1.285,1.7
2016-11-11,50,5.2,7.89,4.305,0.56,1.475,1.55
2016-11-11,50,5.5,7.805,4.285,0.53,1.17,1.82
2016-11-11,50,5.8,7.065,3.56,0.69,1.345,1.47
2016-11-11,50,6,7.315,3.895,0.605,1.27,1.545
2016-11-11,50,6.2,6.755,3.34,0.625,1.06,1.73
2016-11-11,50,8,5.68,2.64,0.725,0.85,1.465
2016-11-11,50,9,5.77,2.67,1.02,0.695,1.38
2016-11-11,50,9.3,6.025,2.64,1.23,0.73,1.43
2016-12-02,50,0.1,4.91,3.46,0.25,0.19,1.01
2016-12-02,50,0.8,6.62,3.4,0,2.97,0.25
2016-12-02,50,1.6,8.11,5.16,0,2.36,0.6
2016-12-02,50,2.8,11.69,7.19,0,3.29,1.2
2016-12-02,50,3.8,11.98,6.99,0,3.68,1.3
2016-12-02,50,5,10.81,6.66,0,1.97,2.18
2016-12-02,50,5.2,10.56,6.06,0.07,2.69,1.74
2016-12-02,50,5.5,10.61,6.17,0,1.96,2.48
2016-12-02,50,5.8,9.37,4.94,0.27,2.24,1.92
2016-12-02,50,6,9.91,5.64,0.06,2.1,2.11
2016-12-02,50,6.2,8.72,4.53,0.09,1.52,2.58
2016-12-02,50,8,7.59,3.61,0.28,1.55,2.15
2016-12-02,50,9,7.2,3.54,0.29,1.35,2.02
2016-12-02,50,9.3,7.29,3.5,0.33,1.29,2.17
2017-03-12,50,0.1,4.69733333333333,3.22933333333333,0.314666666666667,0.182666666666667,0.970666666666667
2017-03-12,50,0.8,7.16666666666667,3.48,0.388666666666667,3.06533333333333,0.233333333333333
2017-03-12,50,1.6,8.56266666666667,5.024,0.396666666666667,2.52666666666667,0.624666666666667
2017-03-12,50,2.8,12.068,6.964,0.569333333333333,3.34066666666667,1.18533333333333
2017-03-12,50,3.8,12.015,6.8925,0.165625,3.6475,1.300625
2017-03-12,50,5,10.6173333333333,6.46733333333333,0.034,1.96666666666667,2.14933333333333
2017-03-12,50,5.2,10.49125,5.96125,0.13125,2.66,1.738125
2017-03-12,50,5.5,10.1986666666667,5.85533333333333,0.0446666666666667,1.934,2.36466666666667
2017-03-12,50,5.8,8.91066666666667,4.682,0.280666666666667,2.142,1.806
2017-03-12,50,6,9.424,5.346,0.0833333333333333,2.01133333333333,1.98333333333333
2017-03-12,50,6.2,8.28333333333333,4.298,0.109333333333333,1.46,2.416
2017-03-12,50,8,7.21266666666667,3.43266666666667,0.288666666666667,1.48266666666667,2.008
2017-03-12,50,9,6.85133333333333,3.374,0.297333333333333,1.29133333333333,1.888
2017-03-12,50,9.3,6.93533333333333,3.33133333333333,0.336666666666667,1.242,2.02533333333333
2017-03-26,50,0.1,4.48466666666667,2.99866666666667,0.379333333333333,0.175333333333333,0.931333333333333
2017-03-26,50,0.8,7.71333333333333,3.56,0.777333333333333,3.16066666666667,0.216666666666667
2017-03-26,50,1.6,9.01533333333333,4.888,0.793333333333333,2.69333333333333,0.649333333333333
2017-03-26,50,2.8,12.446,6.738,1.13866666666667,3.39133333333333,1.17066666666667
2017-03-26,50,3.8,12.05,6.795,0.33125,3.615,1.30125
2017-03-26,50,5,10.4246666666667,6.27466666666667,0.068,1.96333333333333,2.11866666666667
2017-03-26,50,5.2,10.4225,5.8625,0.1925,2.63,1.73625
2017-03-26,50,5.5,9.78733333333333,5.54066666666667,0.0893333333333333,1.908,2.24933333333333
2017-03-26,50,5.8,8.45133333333333,4.424,0.291333333333333,2.044,1.692
2017-03-26,50,6,8.938,5.052,0.106666666666667,1.92266666666667,1.85666666666667
2017-03-26,50,6.2,7.84666666666667,4.066,0.128666666666667,1.4,2.252
2017-03-26,50,8,6.83533333333333,3.25533333333333,0.297333333333333,1.41533333333333,1.866
2017-03-26,50,9,6.50266666666667,3.208,0.304666666666667,1.23266666666667,1.756
2017-03-26,50,9.3,6.58066666666667,3.16266666666667,0.343333333333333,1.194,1.88066666666667
2017-04-09,50,0.1,4.272,2.768,0.444,0.168,0.892
2017-04-09,50,0.8,8.26,3.64,1.166,3.256,0.2
2017-04-09,50,1.6,9.468,4.752,1.19,2.86,0.674
2017-04-09,50,2.8,12.824,6.512,1.708,3.442,1.156
2017-04-09,50,3.8,12.085,6.6975,0.496875,3.5825,1.301875
2017-04-09,50,5,10.232,6.082,0.102,1.96,2.088
2017-04-09,50,5.2,10.35375,5.76375,0.25375,2.6,1.734375
2017-04-09,50,5.5,9.376,5.226,0.134,1.882,2.134
2017-04-09,50,5.8,7.992,4.166,0.302,1.946,1.578
2017-04-09,50,6,8.452,4.758,0.13,1.834,1.73
2017-04-09,50,6.2,7.41,3.834,0.148,1.34,2.088
2017-04-09,50,8,6.458,3.078,0.306,1.348,1.724
2017-04-09,50,9,6.154,3.042,0.312,1.174,1.624
2017-04-09,50,9.3,6.226,2.994,0.35,1.146,1.736
2017-04-16,50,0.1,4.05933333333333,2.53733333333333,0.508666666666667,0.160666666666667,0.852666666666667
2017-04-16,50,0.8,8.80666666666667,3.72,1.55466666666667,3.35133333333333,0.183333333333333
2017-04-16,50,1.6,9.92066666666667,4.616,1.58666666666667,3.02666666666667,0.698666666666667
2017-04-16,50,2.8,13.202,6.286,2.27733333333333,3.49266666666667,1.14133333333333
2017-04-16,50,3.8,12.12,6.6,0.6625,3.55,1.3025
2017-04-16,50,5,10.0393333333333,5.88933333333333,0.136,1.95666666666667,2.05733333333333
2017-04-16,50,5.2,10.285,5.665,0.315,2.57,1.7325
2017-04-16,50,5.5,8.96466666666667,4.91133333333333,0.178666666666667,1.856,2.01866666666667
2017-04-16,50,5.8,7.53266666666667,3.908,0.312666666666667,1.848,1.464
2017-04-16,50,6,7.966,4.464,0.153333333333333,1.74533333333333,1.60333333333333
2017-04-16,50,6.2,6.97333333333333,3.602,0.167333333333333,1.28,1.924
2017-04-16,50,8,6.08066666666667,2.90066666666667,0.314666666666667,1.28066666666667,1.582
2017-04-16,50,9,5.80533333333333,2.876,0.319333333333333,1.11533333333333,1.492
2017-04-16,50,9.3,5.87133333333333,2.82533333333333,0.356666666666667,1.098,1.59133333333333
2017-04-23,50,0.1,3.84666666666667,2.30666666666667,0.573333333333333,0.153333333333333,0.813333333333333
2017-04-23,50,0.8,9.35333333333333,3.8,1.94333333333333,3.44666666666667,0.166666666666667
2017-04-23,50,1.6,10.3733333333333,4.48,1.98333333333333,3.19333333333333,0.723333333333333
2017-04-23,50,2.8,13.58,6.06,2.84666666666667,3.54333333333333,1.12666666666667
2017-04-23,50,3.8,12.155,6.5025,0.828125,3.5175,1.303125
2017-04-23,50,5,9.84666666666667,5.69666666666667,0.17,1.95333333333333,2.02666666666667
2017-04-23,50,5.2,10.21625,5.56625,0.37625,2.54,1.730625
2017-04-23,50,5.5,8.55333333333333,4.59666666666667,0.223333333333333,1.83,1.90333333333333
2017-04-23,50,5.8,7.07333333333333,3.65,0.323333333333333,1.75,1.35
2017-04-23,50,6,7.48,4.17,0.176666666666667,1.65666666666667,1.47666666666667
2017-04-23,50,6.2,6.53666666666667,3.37,0.186666666666667,1.22,1.76
2017-04-23,50,8,5.70333333333333,2.72333333333333,0.323333333333333,1.21333333333333,1.44
2017-04-23,50,9,5.45666666666667,2.71,0.326666666666667,1.05666666666667,1.36
2017-04-23,50,9.3,5.51666666666667,2.65666666666667,0.363333333333333,1.05,1.44666666666667
2017-04-30,50,0.1,3.634,2.076,0.638,0.146,0.774
2017-04-30,50,0.8,9.9,3.88,2.332,3.542,0.15
2017-04-30,50,1.6,10.826,4.344,2.38,3.36,0.748
2017-04-30,50,2.8,13.958,5.834,3.416,3.594,1.112
2017-04-30,50,3.8,12.19,6.405,0.99375,3.485,1.30375
2017-04-30,50,5,9.654,5.504,0.204,1.95,1.996
2017-04-30,50,5.2,10.1475,5.4675,0.4375,2.51,1.72875
2017-04-30,50,5.5,8.142,4.282,0.268,1.804,1.788
2017-04-30,50,5.8,6.614,3.392,0.334,1.652,1.236
2017-04-30,50,6,6.994,3.876,0.2,1.568,1.35
2017-04-30,50,6.2,6.1,3.138,0.206,1.16,1.596
2017-04-30,50,8,5.326,2.546,0.332,1.146,1.298
2017-04-30,50,9,5.108,2.544,0.334,0.998,1.228
2017-04-30,50,9.3,5.162,2.488,0.37,1.002,1.302
2017-05-04,50,0.1,3.42133333333333,1.84533333333333,0.702666666666667,0.138666666666667,0.734666666666667
2017-05-04,50,0.8,10.4466666666667,3.96,2.72066666666667,3.63733333333333,0.133333333333333
2017-05-04,50,1.6,11.2786666666667,4.208,2.77666666666667,3.52666666666667,0.772666666666667
2017-05-04,50,2.8,14.336,5.608,3.98533333333333,3.64466666666667,1.09733333333333
2017-05-04,50,3.8,12.225,6.3075,1.159375,3.4525,1.304375
2017-05-04,50,5,9.46133333333333,5.31133333333333,0.238,1.94666666666667,1.96533333333333
2017-05-04,50,5.2,10.07875,5.36875,0.49875,2.48,1.726875
2017-05-04,50,5.5,7.73066666666667,3.96733333333333,0.312666666666667,1.778,1.67266666666667
2017-05-04,50,5.8,6.15466666666667,3.134,0.344666666666667,1.554,1.122
2017-05-04,50,6,6.508,3.582,0.223333333333333,1.47933333333333,1.22333333333333
2017-05-04,50,6.2,5.66333333333333,2.906,0.225333333333333,1.1,1.432
2017-05-04,50,8,4.94866666666667,2.36866666666667,0.340666666666667,1.07866666666667,1.156
2017-05-04,50,9,4.75933333333333,2.378,0.341333333333333,0.939333333333333,1.096
2017-05-04,50,9.3,4.80733333333333,2.31933333333333,0.376666666666667,0.954,1.15733333333333
2017-05-07,50,0.1,3.20866666666667,1.61466666666667,0.767333333333333,0.131333333333333,0.695333333333333
2017-05-07,50,0.8,10.9933333333333,4.04,3.10933333333333,3.73266666666667,0.116666666666667
2017-05-07,50,1.6,11.7313333333333,4.072,3.17333333333333,3.69333333333333,0.797333333333333
2017-05-07,50,2.8,14.714,5.382,4.55466666666667,3.69533333333333,1.08266666666667
2017-05-07,50,3.8,12.26,6.21,1.325,3.42,1.305
2017-05-07,50,5,9.26866666666667,5.11866666666667,0.272,1.94333333333333,1.93466666666667
2017-05-07,50,5.2,10.01,5.27,0.56,2.45,1.725
2017-05-07,50,5.5,7.31933333333333,3.65266666666667,0.357333333333333,1.752,1.55733333333333
2017-05-07,50,5.8,5.69533333333333,2.876,0.355333333333333,1.456,1.008
2017-05-07,50,6,6.022,3.288,0.246666666666667,1.39066666666667,1.09666666666667
2017-05-07,50,6.2,5.22666666666667,2.674,0.244666666666667,1.04,1.268
2017-05-07,50,8,4.57133333333333,2.19133333333333,0.349333333333333,1.01133333333333,1.014
2017-05-07,50,9,4.41066666666667,2.212,0.348666666666667,0.880666666666667,0.964
2017-05-07,50,9.3,4.45266666666667,2.15066666666667,0.383333333333333,0.906,1.01266666666667
2017-05-09,50,0.1,2.996,1.384,0.832,0.124,0.656
2017-05-09,50,0.8,11.54,4.12,3.498,3.828,0.1
2017-05-09,50,1.6,12.184,3.936,3.57,3.86,0.822
2017-05-09,50,2.8,15.092,5.156,5.124,3.746,1.068
2017-05-09,50,3.8,12.295,6.1125,1.490625,3.3875,1.305625
2017-05-09,50,5,9.076,4.926,0.306,1.94,1.904
2017-05-09,50,5.2,9.94125,5.17125,0.62125,2.42,1.723125
2017-05-09,50,5.5,6.908,3.338,0.402,1.726,1.442
2017-05-09,50,5.8,5.236,2.618,0.366,1.358,0.894
2017-05-09,50,6,5.536,2.994,0.27,1.302,0.97
2017-05-09,50,6.2,4.79,2.442,0.264,0.98,1.104
2017-05-09,50,8,4.194,2.014,0.358,0.944,0.872
2017-05-09,50,9,4.062,2.046,0.356,0.822,0.832
2017-05-09,50,9.3,4.098,1.982,0.39,0.858,0.868
2017-05-14,50,0.1,2.78333333333333,1.15333333333333,0.896666666666667,0.116666666666667,0.616666666666667
2017-05-14,50,0.8,12.0866666666667,4.2,3.88666666666667,3.92333333333333,0.0833333333333333
2017-05-14,50,1.6,12.6366666666667,3.8,3.96666666666667,4.02666666666667,0.846666666666667
2017-05-14,50,2.8,15.47,4.93,5.69333333333333,3.79666666666667,1.05333333333333
2017-05-14,50,3.8,12.33,6.015,1.65625,3.355,1.30625
2017-05-14,50,5,8.88333333333333,4.73333333333333,0.34,1.93666666666667,1.87333333333333
2017-05-14,50,5.2,9.8725,5.0725,0.6825,2.39,1.72125
2017-05-14,50,5.5,6.49666666666667,3.02333333333333,0.446666666666667,1.7,1.32666666666667
2017-05-14,50,5.8,4.77666666666667,2.36,0.376666666666667,1.26,0.78
2017-05-14,50,6,5.05,2.7,0.293333333333333,1.21333333333333,0.843333333333333
2017-05-14,50,6.2,4.35333333333333,2.21,0.283333333333333,0.92,0.94
2017-05-14,50,8,3.81666666666667,1.83666666666667,0.366666666666667,0.876666666666667,0.73
2017-05-14,50,9,3.71333333333333,1.88,0.363333333333333,0.763333333333333,0.7
2017-05-14,50,9.3,3.74333333333333,1.81333333333333,0.396666666666667,0.81,0.723333333333333
2017-06-28,50,0.1,2.57066666666667,0.922666666666667,0.961333333333333,0.109333333333333,0.577333333333333
2017-06-28,50,0.8,12.6333333333333,4.28,4.27533333333333,4.01866666666667,0.0666666666666667
2017-06-28,50,1.6,13.0893333333333,3.664,4.36333333333333,4.19333333333333,0.871333333333333
2017-06-28,50,2.8,15.848,4.704,6.26266666666667,3.84733333333333,1.03866666666667
2017-06-28,50,3.8,12.365,5.9175,1.821875,3.3225,1.306875
2017-06-28,50,5,8.69066666666667,4.54066666666667,0.374,1.93333333333333,1.84266666666667
2017-06-28,50,5.2,9.80375,4.97375,0.74375,2.36,1.719375
2017-06-28,50,5.5,6.08533333333333,2.70866666666667,0.491333333333333,1.674,1.21133333333333
2017-06-28,50,5.8,4.31733333333333,2.102,0.387333333333333,1.162,0.666
2017-06-28,50,6,4.564,2.406,0.316666666666667,1.12466666666667,0.716666666666667
2017-06-28,50,6.2,3.91666666666667,1.978,0.302666666666667,0.86,0.776
2017-06-28,50,8,3.43933333333333,1.65933333333333,0.375333333333333,0.809333333333333,0.588
2017-06-28,50,9,3.36466666666667,1.714,0.370666666666667,0.704666666666667,0.568
2017-06-28,50,9.3,3.38866666666667,1.64466666666667,0.403333333333333,0.762,0.578666666666667
2017-07-04,50,0.1,2.358,0.692,1.026,0.102,0.538
2017-07-04,50,0.8,13.18,4.36,4.664,4.114,0.05
2017-07-04,50,1.6,13.542,3.528,4.76,4.36,0.896
2017-07-04,50,2.8,16.226,4.478,6.832,3.898,1.024
2017-07-04,50,3.8,12.4,5.82,1.9875,3.29,1.3075
2017-07-04,50,5,8.498,4.348,0.408,1.93,1.812
2017-07-04,50,5.2,9.735,4.875,0.805,2.33,1.7175
2017-07-04,50,5.5,5.674,2.394,0.536,1.648,1.096
2017-07-04,50,5.8,3.858,1.844,0.398,1.064,0.552
2017-07-04,50,6,4.078,2.112,0.34,1.036,0.59
2017-07-04,50,6.2,3.48,1.746,0.322,0.8,0.612
2017-07-04,50,8,3.062,1.482,0.384,0.742,0.446
2017-07-04,50,9,3.016,1.548,0.378,0.646,0.436
2017-07-04,50,9.3,3.034,1.476,0.41,0.714,0.434
2017-07-06,50,0.1,2.14533333333333,0.461333333333333,1.09066666666667,0.0946666666666667,0.498666666666667
2017-07-06,50,0.8,13.7266666666667,4.44,5.05266666666667,4.20933333333333,0.0333333333333333
2017-07-06,50,1.6,13.9946666666667,3.392,5.15666666666667,4.52666666666667,0.920666666666667
2017-07-06,50,2.8,16.604,4.252,7.40133333333333,3.94866666666667,1.00933333333333
2017-07-06,50,3.8,12.435,5.7225,2.153125,3.2575,1.308125
2017-07-06,50,5,8.30533333333333,4.15533333333333,0.442,1.92666666666667,1.78133333333333
2017-07-06,50,5.2,9.66625,4.77625,0.86625,2.3,1.715625
2017-07-06,50,5.5,5.26266666666667,2.07933333333333,0.580666666666667,1.622,0.980666666666667
2017-07-06,50,5.8,3.39866666666667,1.586,0.408666666666667,0.966,0.438
2017-07-06,50,6,3.592,1.818,0.363333333333333,0.947333333333333,0.463333333333333
2017-07-06,50,6.2,3.04333333333333,1.514,0.341333333333333,0.74,0.448
2017-07-06,50,8,2.68466666666667,1.30466666666667,0.392666666666667,0.674666666666667,0.304
2017-07-06,50,9,2.66733333333333,1.382,0.385333333333333,0.587333333333333,0.304
2017-07-06,50,9.3,2.67933333333333,1.30733333333333,0.416666666666667,0.666,0.289333333333333
2017-07-09,50,0.1,1.93266666666667,0.230666666666667,1.15533333333333,0.0873333333333333,0.459333333333333
2017-07-09,50,0.8,14.2733333333333,4.52,5.44133333333333,4.30466666666667,0.0166666666666667
2017-07-09,50,1.6,14.4473333333333,3.256,5.55333333333333,4.69333333333333,0.945333333333333
2017-07-09,50,2.8,16.982,4.026,7.97066666666667,3.99933333333333,0.994666666666667
2017-07-09,50,3.8,12.47,5.625,2.31875,3.225,1.30875
2017-07-09,50,5,8.11266666666667,3.96266666666667,0.476,1.92333333333333,1.75066666666667
2017-07-09,50,5.2,9.5975,4.6775,0.9275,2.27,1.71375
2017-07-09,50,5.5,4.85133333333333,1.76466666666667,0.625333333333333,1.596,0.865333333333333
2017-07-09,50,5.8,2.93933333333333,1.328,0.419333333333333,0.868,0.324
2017-07-09,50,6,3.106,1.524,0.386666666666667,0.858666666666667,0.336666666666667
2017-07-09,50,6.2,2.60666666666667,1.282,0.360666666666667,0.68,0.284
2017-07-09,50,8,2.30733333333333,1.12733333333333,0.401333333333333,0.607333333333333,0.162
2017-07-09,50,9,2.31866666666667,1.216,0.392666666666667,0.528666666666667,0.172
2017-07-09,50,9.3,2.32466666666667,1.13866666666667,0.423333333333333,0.618,0.144666666666667
2017-07-10,50,0.1,1.72,0,1.22,0.08,0.42
2017-07-10,50,0.8,14.82,4.6,5.83,4.4,0
2017-07-10,50,1.6,14.9,3.12,5.95,4.86,0.97
2017-07-10,50,2.8,17.36,3.8,8.54,4.05,0.98
2017-07-10,50,3.8,12.505,5.5275,2.484375,3.1925,1.309375
2017-07-10,50,5,7.92,3.77,0.51,1.92,1.72
2017-07-10,50,5.2,9.52875,4.57875,0.98875,2.24,1.711875
2017-07-10,50,5.5,4.44,1.45,0.67,1.57,0.75
2017-07-10,50,5.8,2.48,1.07,0.43,0.77,0.21
2017-07-10,50,6,2.62,1.23,0.41,0.77,0.21
2017-07-10,50,6.2,2.17,1.05,0.38,0.62,0.12
2017-07-10,50,8,1.93,0.95,0.41,0.54,0.02
2017-07-10,50,9,1.97,1.05,0.4,0.47,0.04
2017-07-10,50,9.3,1.97,0.97,0.43,0.57,0
2017-07-11,50,0.1,5.505,2.21,2.365,0.205,0.72
2017-07-11,50,0.8,16.35,5.46,5.71,4.55,0.62
2017-07-11,50,1.6,19.24,5.15,6.05,7.98,0.06
2017-07-11,50,2.8,17.82,4.7,6.17,5.87,1.07
2017-07-11,50,3.8,12.54,5.43,2.65,3.16,1.31
2017-07-11,50,5,10.75,5.38,1.08,2.93,1.36
2017-07-11,50,5.2,9.46,4.48,1.05,2.21,1.71
2017-07-11,50,5.5,9.2,4.28,0.93,2.55,1.43
2017-07-11,50,5.8,7.73,3.2,0.95,2.11,1.47
2017-07-11,50,6,4.435,1.515,0.895,1.18,0.85
2017-07-11,50,6.2,6.21,2.11,0.74,1.94,1.41
2017-07-11,50,8,2.03,0.86,0.35,0.6,0.21
2017-07-11,50,9,2.06,0.95,0.39,0.52,0.19
2017-07-11,50,9.3,2.09,0.93,0.45,0.61,0.1
2017-07-12,50,0.1,9.29,4.42,3.51,0.33,1.02
2017-07-12,50,0.8,15.99,5.98,5.8,3.96,0.26
2017-07-12,50,1.6,16.6,7,5.54,2.58,1.48
2017-07-12,50,2.8,21.87,8.34,5.87,6.73,0.93
2017-07-12,50,3.8,15.41,7.17,2.94,3.21,2.09
2017-07-12,50,5,9.67,3.61,2.22,2.29,1.56
2017-07-12,50,5.2,7.89,2.38,1.86,1.96,1.69
2017-07-12,50,5.5,7.14,2.39,1.5,1.57,1.68
2017-07-12,50,5.8,6.44,1.65,1.53,1.77,1.49
2017-07-12,50,6,6.25,1.8,1.38,1.59,1.49
2017-07-12,50,6.2,5.66,1.45,1.08,1.37,1.75
2017-07-12,50,8,2.33,0.99,0.42,0.52,0.4
2017-07-12,50,9,2.17,1.03,0.38,0.42,0.33
2017-07-12,50,9.3,2.15,0.99,0.41,0.49,0.27
2017-08-06,50,0.1,9.29,4.42,3.51,0.33,1.02
2017-08-06,50,0.8,15.502,6.077,5.274,3.87,0.29
2017-08-06,50,1.6,16.003,6.9,5.11,2.661,1.332
2017-08-06,50,2.8,21.144,8.352,5.494,6.461,0.837
2017-08-06,50,3.8,15.619,7.376,2.975,3.371,1.898
2017-08-06,50,5,9.916,3.863,2.264,2.262,1.536
2017-08-06,50,5.2,8.152,2.651,1.892,1.957,1.652
2017-08-06,50,5.5,8.941,3.423,1.736,1.787,1.995
2017-08-06,50,5.8,7.339,2.239,1.717,1.799,1.585
2017-08-06,50,6,6.289,1.926,1.44,1.542,1.39
2017-08-06,50,6.2,5.55,1.516,1.108,1.298,1.618
2017-08-06,50,8,2.472,1.068,0.488,0.518,0.397
2017-08-06,50,9,2.32,1.097,0.459,0.436,0.32
2017-08-06,50,9.3,2.293,1.06,0.48,0.491,0.272
2017-08-09,50,0.1,9.29,4.42,3.51,0.33,1.02
2017-08-09,50,0.8,15.014,6.174,4.748,3.78,0.32
2017-08-09,50,1.6,15.406,6.8,4.68,2.742,1.184
2017-08-09,50,2.8,20.418,8.364,5.118,6.192,0.744
2017-08-09,50,3.8,15.828,7.582,3.01,3.532,1.706
2017-08-09,50,5,10.162,4.116,2.308,2.234,1.512
2017-08-09,50,5.2,8.414,2.922,1.924,1.954,1.614
2017-08-09,50,5.5,10.742,4.456,1.972,2.004,2.31
2017-08-09,50,5.8,8.238,2.828,1.904,1.828,1.68
2017-08-09,50,6,6.328,2.052,1.5,1.494,1.29
2017-08-09,50,6.2,5.44,1.582,1.136,1.226,1.486
2017-08-09,50,8,2.614,1.146,0.556,0.516,0.394
2017-08-09,50,9,2.47,1.164,0.538,0.452,0.31
2017-08-09,50,9.3,2.436,1.13,0.55,0.492,0.274
2017-08-13,50,0.1,9.29,4.42,3.51,0.33,1.02
2017-08-13,50,0.8,14.526,6.271,4.222,3.69,0.35
