"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR","Salinity","Descent.Rate..m.s.","Flag","DOY"
2018-08-02 12:28:00,6,11.8849,0.5378,13.4722,36.997446,50.165,2.6233,24.279,6.106,272.2953,0.29781,0.0257,0.04,0,214.5194444
2018-08-06 09:37:00,6,11.9243,1.3263,18.6745,57.614,42.54358,0.9318,8.632,6.123,263.8921,0.38754,4.265258107,0.089,0,218.4008449
2018-08-09 13:53:00,6,11.9189,0.8937,17.9034,47.954844,64.971,0.0629,0.583,6.156,267.5631,1.1346,0.0323,0.053,0,221.5791088
2018-08-10 12:22:00,6,11.8328,0.829,20.3742,40.093977,54.432,1.031,9.529,6.185,313.2568,1.1357,0.0276,0.07,0,222.5154282
2018-08-13 09:52:00,6,12.056,0.9462,23.9863,39.702641,53.553,1.9083,17.73,6.145,292.511,0.23615,0.0273,0.109,0,225.4113773
2018-08-14 11:59:00,6,12.0343,0.8835,21.7117,53.784,39.860597,1.5172,14.097,6.06,293.4118,0.41844,3.95144665,0.034,0,226.4993403
2018-08-16 17:51:00,6,12.1104,0.9139,21.7438,40.278074,54.104,1.3678,12.706,6.202,336.1983,0.18704,0.0276,0.042,0,228.7439699
2018-08-20 11:22:00,6,12.0788,0.9422,21.1261,47.312291,63.51,0.0231,0.215,6.281,188.2522,0.293,0.0317,0.109,0,232.4739699
2018-08-24 16:27:00,6,12.0887,1.0716,12.6262,48.445108,65.291,0.0933,0.868,6.31,206.5372,0.51835,0.0325,0.053,0,236.6855671
2018-08-27 11:43:00,6,12.0126,0.8007,11.364,44.340388,59.867,0.0717,0.665,6.227,270.0238,0.89528,0.03,0.07,0,239.4884722
2018-09-03 13:21:00,6,12.1025,1.153,4.0054,83.001,61.493194,0.086,0.799,6.435,119.0213,1.2405,6.277922734,0.097,0,246.5566088
2018-09-10 13:24:00,6,12.263,0.6591,22.1332,44.06901,59.152,0.0753,0.703,6.178,264.2317,0.12559,0.0298,0.042,0,253.5588657
2018-09-17 13:52:00,6,15.4742,3.2464,2.9218,69.07,55.831881,0.0862,0.863,6.261,165.3977,0.12548,4.724371097,0.054,0,260.5779745
2018-09-21 16:01:00,6,16.2588,3.0692,3.2133,58.942789,71.238,0.0961,0.971,6.297,218.7651,0.83539,0.0367,0.099,0,264.668044
2018-09-24 13:47:00,6,16.341,3.1622,2.4613,60.974493,73.661,0.1141,1.155,6.387,237.1259,0.1249,0.0378,0.049,0,267.574456
2018-10-01 12:48:00,6,16.1534,3.0449,2.9313,68.181468,82.272,0.1552,1.552,6.289,177.9171,0.37285,0.0416,0.153,0,274.533912
2018-10-05 15:39:00,6,16.0229,3.4533,2.9447,72.167937,87.755,0.1403,1.403,6.369,74.8697,0.23748,0.044,0.127,0,278.6526389
2018-10-08 12:19:00,6,16.0861,3.332,2.891,74.658589,90.521,0.1484,1.487,6.356,128.1348,0.3198,0.0452,0.133,0,281.5136921
2018-10-15 13:33:00,6,16.3957,0.9988,7.6713,75.521264,91.216,0.0667,0.678,6.214,261.9602,0.12564,0.0456,0.066,0,288.5648611
2018-10-19 15:18:00,6,15.3407,1.6903,4.3815,30.778274,38.143,6.4718,64.65,6.546,219.598,0.19151,0.0219,0.097,0,292.6380324
2018-10-22 11:47:00,6,14.2302,2.3777,5.8854,32.700392,41.71,5.8727,57.262,6.46,211.7237,0.20716,0.023,0.137,0,295.491412
2018-10-29 11:36:00,6,11.9965,2.1391,3.5758,28.120292,38.006,7.3975,68.643,6.692,287.1732,0.30918,0.0205,0.08,0,302.4835185
2018-11-02 15:27:53,6,11.6685,1.0052,3.089,37.91,27.802486,7.3245,67.456,6.677,337.5978,0.12565,2.748979776,0.112,0,306.6443634
2018-11-07 15:59:59,6,11.8227,0.7824,2.1258,38.417,28.291181,6.8962,63.733,6.833,310.2526,0.50265,2.776635014,0.049,0,311.6666551
2018-11-13 15:24:08,6,9.7757,1.6497,2.1109,37.945,26.392895,8.3586,73.666,6.904,313.9759,0.19597,2.896624288,0.035,0,317.6417593
2018-11-19 11:47:25,6,8.0096,2.1024,3.167,36.654,24.200014,9.5122,80.346,6.899,306.35,0.52295,2.933484597,0.039,0,323.4912616
2018-12-06 11:38:22,6,5.3276,4.4036,2.4479,21.421612,35.312,11.0362,87.17,7,307.3889,1.1049,0.016,0.086,0,340.4849769
2018-12-17 11:31:23,6,4.4763,4.5613,2.8373,20.165241,34.199,11.3002,87.282,6.769,331.1633,1.335,0.015,0.081,0,351.4801273
2018-04-20 15:50:00,6.2,7.1508,4.8082,1.5056,38.47,24.738327,8.1374,67.296,6.781,284.8413,6.8069,3.165149398,0.047,0,110.6597222
2018-04-23 14:09:00,6.2,7.4029,6.7583,1.6637,38.398,24.903987,7.833,65.223,6.937,320.5097,2.5443,3.135995191,0.101,0,113.5895833
2018-04-30 17:02:00,6.2,8.181,5.8944,1.7002,38.343,25.443137,8.968,76.057,6.719,346.7224,4.9934,3.062444075,0.138,0,120.7097222
2018-05-04 13:55:00,6.2,8.5608,3.8452,2.0517,38.907,26.114766,9.1586,78.399,6.677,372.3801,21.487,3.077175744,0.081,0,124.5798611
2018-05-07 12:14:00,6.2,8.8064,0.5929,1.0938,38.854,26.272802,8.992,77.438,6.634,359.6911,14.155,3.051585882,0.052,0,127.5097222
2018-05-11 12:00:00,6.2,9.1459,0.4939,0.9314,39.336,26.862597,8.9075,77.331,6.62,352.0415,26.538,3.062656893,0.101,0,131.5
2018-05-14 13:40:00,6.2,9.349,0.5534,0.8574,39.47,27.114939,9.0912,79.309,6.557,343.695,37.16,3.056433852,0.086,0,134.5694444
2018-05-17 12:57:00,6.2,9.5151,0.7845,0.8902,27.236951,39.443,9.0475,79.238,6.571,295.0096,2.9102,0.02,0.09,0,137.5395833
2018-05-21 15:36:00,6.2,9.6759,0.8047,1.1856,27.807042,40.11,8.8663,77.949,6.448,340.8926,2.4787,0.0204,0.091,0,141.65
2018-05-28 11:02:00,6.2,9.8873,1.8399,1.9913,28.229497,40.456,7.7646,68.598,6.366,368.0363,1.3079,0.0206,0.042,0,148.4597222
2018-06-04 11:31:00,6.2,10.1532,1.2138,1.91,41.372,29.089041,7.7598,69,6.412,336.7696,3.9842,3.142869357,0.134,0,155.4798611
2018-06-07 10:04:00,6.2,10.2662,1.7499,1.7589,41.746,29.447203,7.8547,70.031,6.296,367.0109,4.3767,3.163315915,0.234,0,158.4194444
2018-06-11 09:36:00,6.2,10.4141,2.5249,2.1949,42.248,29.924763,7.8658,70.372,6.31,352.2846,1.3939,3.190904087,0.103,0,162.4
2018-06-14 13:40:00,6.2,10.5245,1.1618,2.3741,43.029,30.571126,7.8959,70.82,6.404,321.4506,0.99394,3.243964536,0.095,0,165.5694444
2018-06-18 15:21:00,6.2,10.6596,1.5771,2.421,31.170695,43.734,8.011,72.079,6.403,347.3283,5.5441,0.0224,0.06,0,169.6395833
2018-06-25 10:33:00,6.2,10.8666,1.2091,3.8444,31.841275,44.383,7.9061,71.499,6.313,343.3155,0.34903,0.0228,0.079,0,176.4395833
2018-07-02 09:50:00,6.2,11.0791,1.3627,4.7575,33.116905,45.873,7.6964,69.936,6.376,318.3675,2.7636,0.0235,0.063,0,183.4097222
2018-07-05 12:28:00,6.2,11.1372,1.3506,5.4154,33.36826,46.138,7.6577,69.677,6.333,297.3946,1.3042,0.0237,0.048,0,186.5194444
2018-07-09 09:50:00,6.2,11.2562,1.5973,6.4494,28.245985,46.452,7.4995,68.421,6.33,315.6418,2.0833,0.0238,0.127,0,190.4097222
2018-07-16 09:50:00,6.2,11.4443,0.9907,9.3364,34.840685,47.782,7.3455,67.306,6.256,323.8947,1.1089,0.0245,0.062,0,197.4097222
2018-07-19 10:04:00,6.2,11.5032,0.9876,10.9876,48.282,35.250895,7.3104,67.076,6.227,337.8883,1.12,3.571881437,0.042,0,200.4194444
2018-07-26 15:36:00,6.2,11.8184,0.2826,11.8851,50.062,36.858694,4.0977,37.864,6.594,288.8218,0.41643,3.68135798,0.187,0,207.65
2018-07-30 10:33:00,6.2,11.9492,0.5359,14.4968,50.053,36.982791,2.98,27.618,6.343,286.2523,0.1257,3.667854762,0.105,0,211.4395833
2018-08-02 12:28:00,6.2,11.8769,0.4125,13.687,36.889822,50.026,2.6797,24.791,6.078,272.371,0.24728,0.0257,0.043,0,214.5194444
2018-08-06 09:37:00,6.2,11.9103,1.3053,19.0537,56.792,41.926289,0.7561,7.002,6.134,255.782,0.27636,4.20180154,0.052,0,218.4008449
2018-08-09 13:53:00,6.2,11.9558,0.7926,17.984,44.913143,60.615,0.1143,1.058,6.144,267.866,0.76037,0.0304,0.041,0,221.5791088
2018-08-10 12:22:00,6.2,11.8243,0.9058,21.4484,40.050574,54.393,1.0337,9.553,6.169,314.7332,0.71832,0.0276,0.077,0,222.5154282
2018-08-13 09:52:00,6.2,12.0541,0.9179,22.3078,39.75125,53.631,1.8995,17.651,6.132,293.0789,0.21091,0.0273,0.111,0,225.4113773
2018-08-14 11:59:00,6.2,12.042,0.6844,20.9098,53.812,39.857237,1.5093,14.017,6.056,294.0968,0.22329,3.952823519,0.036,0,226.4993403
2018-08-16 17:51:00,6.2,12.0405,0.9624,20.4682,39.960037,53.913,1.4223,13.208,6.186,316.8911,0.14359,0.0274,0.062,0,228.7439699
2018-08-20 11:22:00,6.2,12.0717,0.7724,20.8039,48.145243,64.834,0.036,0.334,6.235,190.2965,0.19161,0.0323,0.12,0,232.4739699
2018-08-24 16:27:00,6.2,12.0596,1.0999,13.0291,50.197954,67.834,0.0862,0.8,6.296,207.3322,0.38046,0.0336,0.074,0,236.6855671
2018-08-27 11:43:00,6.2,11.9655,0.6753,12.586,46.684741,63.164,0.0662,0.613,6.199,271.0081,0.66143,0.0315,0.106,0,239.4884722
2018-09-03 13:21:00,6.2,12.0292,0.9225,4.7807,83.02,61.481723,0.0871,0.808,6.438,118.5313,0.95428,6.291707619,0.112,0,246.5566088
2018-09-10 13:24:00,6.2,12.262,0.6996,22.5092,44.104806,59.177,0.0741,0.692,6.165,261.9224,0.12565,0.0298,0.053,0,253.5588657
2018-09-17 13:52:00,6.2,15.119,3.1148,2.7288,71.654,57.247991,0.0901,0.892,6.275,158.8177,0.12551,4.958210134,0.031,0,260.5779745
2018-09-21 16:01:00,6.2,15.9038,3.3926,2.6493,60.422223,73.682,0.0925,0.927,6.299,218.4244,0.65264,0.0376,0.089,0,264.668044
2018-09-24 13:47:00,6.2,15.9466,3.1743,2.2733,63.160283,77.025,0.1099,1.108,6.374,227.3587,0.12572,0.0391,0.063,0,267.574456
2018-10-01 12:48:00,6.2,15.8051,3.2592,2.7567,69.293929,84.401,0.1376,1.373,6.292,171.9357,0.26653,0.0424,0.241,0,274.533912
2018-10-05 15:39:00,6.2,15.5778,3.4533,2.6493,74.380458,91.441,0.1373,1.364,6.384,65.5947,0.18372,0.0455,0.113,0,278.6526389
2018-10-08 12:19:00,6.2,15.7614,3.5423,2.7836,76.372298,93.435,0.1395,1.388,6.366,116.9291,0.26908,0.0465,0.156,0,281.5136921
2018-10-15 13:33:00,6.2,16.0517,1.0554,7.9533,79.632787,96.829,0.1597,1.61,6.128,197.3758,0.12577,0.0481,0.083,0,288.5648611
2018-10-19 15:18:00,6.2,15.3372,1.6418,4.1398,30.782859,38.141,6.4308,64.204,6.54,219.7873,0.15693,0.0219,0.086,0,292.6380324
2018-10-22 11:47:00,6.2,14.2197,2.2604,6.0465,32.126585,40.984,6.0664,59.086,6.461,206.4615,0.14027,0.0227,0.117,0,295.491412
2018-10-29 11:36:00,6.2,11.9959,1.9895,3.6967,28.133583,38.006,7.3981,68.646,6.69,287.1353,0.28166,0.0205,0.07,0,302.4835185
2018-11-02 15:27:53,6.2,11.6567,0.9761,3.1005,38.002,27.858251,7.3133,67.329,6.667,338.2055,0.12563,2.756929829,0.132,0,306.6443634
2018-11-07 15:59:59,6.2,11.7969,0.7116,2.2617,38.486,28.317973,6.6468,61.385,6.792,313.0262,0.44857,2.783839468,0.079,0,311.6666551
2018-11-13 15:24:08,6.2,9.7754,1.904,2.1916,37.982,26.418284,8.383,73.879,6.906,316.2628,0.18955,2.89964232,0.047,0,317.6417593
2018-11-19 11:47:25,6.2,8.0024,2.0373,3.0782,36.662,24.20115,9.5018,80.246,6.898,306.6486,0.44655,2.934755969,0.02,0,323.4912616
2018-12-06 11:38:22,6.2,5.3308,3.9749,2.3136,21.540485,35.492,11.0325,87.139,7,309.4711,0.93029,0.0161,0.023,0,340.4849769
2018-12-17 11:31:23,6.2,4.4679,4.3914,2.8238,20.162376,34.211,11.2754,87.107,6.759,332.9426,1.14,0.015,0.084,0,351.4801273
2018-04-20 15:50:00,8,7.0108,3.6587,1.7327,39.179,25.077613,7.2568,59.792,6.693,290.3815,1.5228,3.240225894,0.058,0,110.6597222
2018-04-23 14:09:00,8,7.2233,5.0019,1.9365,38.685,24.924964,7.5181,62.271,6.813,324.1784,0.6073,3.17722084,0.094,0,113.5895833
2018-04-30 17:02:00,8,8.1709,7.1445,1.6961,38.391,25.470857,8.9542,75.932,6.675,348.3485,0.92573,3.067310706,0.132,0,120.7097222
2018-05-04 13:55:00,8,8.5393,5.0735,2.0526,38.889,26.085805,9.2413,79.066,6.604,374.3528,4.6057,3.077437108,0.093,0,124.5798611
2018-05-07 12:14:00,8,8.811,0.6622,1.0324,38.867,26.287002,9.0465,77.92,6.57,365.739,6.332,3.052191296,0.049,0,127.5097222
2018-05-11 12:00:00,8,9.1173,0.632,1.357,39.294,26.811272,8.8874,77.103,6.53,357.3034,9.0365,3.06153446,0.121,0,131.5
2018-05-14 13:40:00,8,9.3362,0.6903,0.8759,39.502,27.128313,9.0919,79.295,6.492,350.5456,14.352,3.060072565,0.09,0,134.5694444
2018-05-17 12:57:00,8,9.5081,0.8775,1.3468,27.190862,39.37,9.055,79.287,6.5,297.6218,0.98158,0.02,0.101,0,137.5395833
2018-05-21 15:36:00,8,9.6576,0.829,1.4408,27.699332,39.966,8.9233,78.419,6.428,342.7098,0.80216,0.0203,0.054,0,141.65
2018-05-28 11:02:00,8,9.8412,1.7631,2.1793,28.239716,40.515,7.5635,66.75,6.31,373.4877,0.31746,0.0206,0.075,0,148.4597222
2018-06-04 11:31:00,8,10.1491,1.2875,1.6825,41.337,29.054236,7.7312,68.727,6.325,342.7881,0.87343,3.140306862,0.158,0,155.4798611
2018-06-07 10:04:00,8,10.2547,1.8944,1.9552,41.724,29.423498,7.8527,69.996,6.267,369.3033,0.81439,3.16244928,0.101,0,158.4194444
2018-06-11 09:36:00,8,10.3974,2.5986,2.1733,42.211,29.887298,7.9248,70.876,6.261,355.4514,0.24849,3.189295615,0.109,0,162.4
2018-06-14 13:40:00,8,10.5067,1.3252,2.8033,43.047,30.569998,7.9454,71.237,6.299,326.6775,0.18561,3.246896144,0.119,0,165.5694444
2018-06-18 15:21:00,8,10.6371,1.5164,2.4344,31.121768,43.69,7.9857,71.815,6.317,348.5398,0.73912,0.0224,0.066,0,169.6395833
2018-06-25 10:33:00,8,10.8568,1.0878,3.7907,31.84059,44.394,7.9113,71.509,6.246,351.8712,0.12556,0.0228,0.082,0,176.4395833
2018-07-02 09:50:00,8,11.0488,1.3142,4.9857,33.106223,45.904,7.7035,69.945,6.246,329.2326,0.32354,0.0235,0.172,0,183.4097222
2018-07-05 12:28:00,8,11.1226,1.3789,5.6437,33.39841,46.238,7.6384,69.467,6.232,314.9982,0.13249,0.0237,0.044,0,186.5194444
2018-07-09 09:50:00,8,11.2456,1.573,6.5702,33.101634,46.457,7.4609,68.049,6.222,326.6961,0.20599,0.0238,0.129,0,190.4097222
2018-07-16 09:50:00,8,11.4284,0.8937,9.5244,34.877122,47.887,7.3957,67.809,6.15,345.0569,0.12364,0.0245,0.076,0,197.4097222
2018-07-19 10:04:00,8,11.4921,0.8702,10.766,48.335,35.279884,7.3165,67.116,6.118,353.3767,0.12559,3.577033736,0.051,0,200.4194444
2018-07-26 15:36:00,8,11.8019,0.2909,12.0634,50.047,36.84283,4.0867,37.759,6.405,296.4914,0.12523,3.68170633,0.159,0,207.65
2018-07-30 10:33:00,8,11.9273,0.5223,14.714,50.04,36.968704,2.9627,27.454,6.212,296.3956,0.12564,3.668880886,0.069,0,211.4395833
2018-08-02 12:28:00,8,11.769,0.3559,16.6412,38.101924,51.803,1.39,12.826,6.033,280.4346,0.12558,0.0264,0.068,0,214.5194444
2018-08-06 09:37:00,8,11.7922,1.3936,26.166,55.852,41.082409,0.5666,5.231,6.054,252.8965,0.12556,4.140436332,0.085,0,218.4008449
2018-08-09 13:53:00,8,11.684,0.6632,23.4626,48.770221,66.507,0.057,0.524,6.057,199.3443,0.12519,0.0328,0.079,0,221.5791088
2018-08-10 12:22:00,8,11.7977,1.0999,23.3149,40.109396,54.502,0.9383,8.667,6.106,316.8154,0.1256,0.0276,0.075,0,222.5154282
2018-08-13 09:52:00,8,12.0517,0.7036,22.6703,39.744413,53.639,1.8597,17.269,6.064,301.8618,0.12547,0.0273,0.073,0,225.4113773
2018-08-14 11:59:00,8,11.966,0.9003,21.2853,53.785,39.762787,1.132,10.496,6.02,303.9615,0.1254,3.958594114,0.046,0,226.4993403
2018-08-16 17:51:00,8,11.9332,0.9826,22.0392,41.184425,55.729,0.0831,0.772,6.085,318.4811,0.12524,0.0282,0.028,0,228.7439699
2018-08-20 11:22:00,8,11.9482,1.1565,17.3797,75.23135,101.751,0.089,0.824,6.2,167.4307,0.12569,0.0488,0.085,0,232.4739699
2018-08-24 16:27:00,8,11.9384,0.8613,9.9809,95.288889,130.092,0.0713,0.662,6.25,193.4765,0.12549,0.0617,0.096,0,236.6855671
2018-08-27 11:43:00,8,11.8437,1.2738,2.0584,91.861119,124.689,0.0559,0.518,6.316,239.473,0.12539,0.0592,0.069,0,239.4884722
2018-09-03 13:21:00,8,11.9719,0.8593,6.0276,88.499,65.440659,0.0739,0.685,6.445,106.0806,0.1326,6.749336531,0.083,0,246.5566088
2018-09-10 13:24:00,8,12.2574,0.6713,22.2272,44.482024,59.727,0.0706,0.659,6.111,265.9731,0.12566,0.0301,0.03,0,253.5588657
2018-09-17 13:52:00,8,13.457,3.0536,1.2374,96.7,74.309809,0.0705,0.676,6.402,101.1169,0.12551,7.14006808,0.063,0,260.5779745
2018-09-21 16:01:00,8,13.9144,3.2552,1.6959,77.109037,98.97,0.0793,0.765,6.407,126.2041,0.12421,0.0483,0.069,0,264.668044
2018-09-24 13:47:00,8,13.946,2.9802,1.7362,75.997424,97.52,0.0925,0.894,6.448,152.5906,0.12572,0.0476,0.06,0,267.574456
2018-10-01 12:48:00,8,13.8051,3.2309,1.6153,80.357344,103.499,0.0963,0.928,6.447,97.584,0.12553,0.0503,0.094,0,274.533912
2018-10-05 15:39:00,8,13.7411,3.3724,1.9779,87.620234,112.893,0.0913,0.888,6.492,20.6581,0.12551,0.0546,0.108,0,278.6526389
2018-10-08 12:19:00,8,13.6523,3.5625,1.9242,94.406952,121.882,0.1172,1.124,6.508,62.7932,0.12551,0.0587,0.146,0,281.5136921
2018-10-15 13:33:00,8,13.7387,3.1824,1.6959,98.884853,127.466,0.11,1.057,6.499,25.2767,0.12566,0.0612,0.109,0,288.5648611
2018-10-19 15:18:00,8,13.6846,2.6001,2.1256,104.199345,134.542,0.195,1.874,6.358,24.7088,0.12572,0.0645,0.081,0,292.6380324
2018-10-22 11:47:00,8,14.0077,1.8399,6.6642,71.321597,91.159,0.0487,0.47,6.415,167.5442,0.12558,0.0448,0.028,0,295.491412
2018-10-29 11:36:00,8,11.9797,1.941,3.5355,28.121449,38.02,7.3734,68.387,6.643,292.5868,0.12576,0.0205,0.114,0,302.4835185
2018-11-02 15:27:53,8,11.6113,0.8946,3.5451,38.106,27.900047,7.0878,65.186,6.647,336.4169,0.12571,2.7682312,0.093,0,306.6443634
2018-11-07 15:59:59,8,11.7238,0.7198,3.5115,39.16,28.764062,5.5537,51.215,6.667,316.0657,0.12565,2.841149849,0.067,0,311.6666551
2018-11-13 15:24:08,8,9.7775,1.6577,2.2354,37.922,26.378922,8.3811,73.868,6.84,317.5329,0.12579,2.894525774,0.08,0,317.6417593
2018-11-19 11:47:25,8,7.9738,1.9611,3.0673,36.752,24.238238,9.4476,79.73,6.854,315.3351,0.12573,2.944721578,0.037,0,323.4912616
2018-12-06 11:38:22,8,5.315,4.0962,2.4881,21.523502,35.504,11.025,87.043,7,316.2097,0.24903,0.0161,0.089,0,340.4849769
2018-12-17 11:31:23,8,4.4212,3.9426,2.8238,20.178724,34.316,11.2622,86.826,6.739,333.9647,0.25081,0.015,0.076,0,351.4801273
2018-04-20 15:50:00,9,6.9276,2.9414,1.9261,39.305,25.099358,7.0956,58.353,6.648,291.6567,0.65811,3.259103946,0.094,0,110.6597222
2018-04-23 14:09:00,9,7.169,4.6448,1.9796,38.806,24.966173,7.3487,60.795,6.756,326.5983,0.27575,3.192735657,0.116,0,113.5895833
2018-04-30 17:02:00,9,8.171,7.017,1.9683,38.347,25.44178,8.9237,75.673,6.642,349.3554,0.39683,3.063515614,0.18,0,120.7097222
2018-05-04 13:55:00,9,8.5287,5.1037,1.9528,39.041,26.178259,9.2199,78.859,6.587,378.334,1.8763,3.0911058,0.078,0,124.5798611
2018-05-07 12:14:00,9,8.8068,0.5377,1.0621,38.908,26.307128,9.0275,77.738,6.55,367.6395,2.3652,3.055927598,0.047,0,127.5097222
2018-05-11 12:00:00,9,9.1063,0.5743,1.3784,39.283,26.797523,8.883,77.049,6.512,359.2767,4.881,3.061513567,0.11,0,131.5
2018-05-14 13:40:00,9,9.3321,0.6697,0.8238,39.57,27.171766,9.0476,78.901,6.469,353.5746,7.7988,3.065977504,0.088,0,134.5694444
2018-05-17 12:57:00,9,9.501,1.0029,1.3199,27.291137,39.537,8.9523,78.379,6.481,299.6661,0.55543,0.0201,0.095,0,137.5395833
2018-05-21 15:36:00,9,9.6577,0.7441,1.4273,27.783115,40.048,8.9188,78.365,6.42,345.3976,0.47918,0.0203,0.072,0,141.65
2018-05-28 11:02:00,9,9.786,1.573,2.1927,29.134088,41.862,6.2177,54.788,6.29,375.4941,0.19214,0.0212,0.077,0,148.4597222
2018-06-04 11:31:00,9,10.1344,1.1704,1.7413,41.385,29.080764,7.7175,68.59,6.304,343.6793,0.42923,3.145406831,0.185,0,155.4798611
2018-06-07 10:04:00,9,10.2495,1.6722,1.7987,41.733,29.423381,7.8609,70.057,6.253,369.5055,0.31255,3.163578846,0.165,0,158.4194444
2018-06-11 09:36:00,9,10.3943,2.6026,2.1219,42.255,29.91307,7.8807,70.472,6.252,357.0814,0.12559,3.193056875,0.118,0,162.4
2018-06-14 13:40:00,9,10.4999,1.1048,3.1685,43.041,30.557405,7.9365,71.142,6.263,329.8667,0.12544,3.246965826,0.207,0,165.5694444
2018-06-18 15:21:00,9,10.6338,1.4517,2.6896,31.135077,43.693,7.9685,71.669,6.29,350.2433,0.30699,0.0224,0.05,0,169.6395833
2018-06-25 10:33:00,9,10.8517,1.019,3.6967,31.850884,44.4,7.8965,71.376,6.237,352.1362,0.12555,0.0228,0.062,0,176.4395833
2018-07-02 09:50:00,9,11.0438,1.2333,4.9723,33.130538,45.988,7.6588,69.519,6.217,332.299,0.12065,0.0236,0.169,0,183.4097222
2018-07-05 12:28:00,9,11.1156,1.6013,5.4289,33.395538,46.244,7.6326,69.41,6.185,322.229,0.12552,0.0237,0.053,0,186.5194444
2018-07-09 09:50:00,9,11.2399,1.294,6.6105,33.318755,46.47,7.4584,68.008,6.186,330.2169,0.12573,0.0238,0.183,0,190.4097222
2018-07-16 09:50:00,9,11.4164,0.8977,9.6587,34.881831,47.896,7.4017,67.784,6.139,347.8205,0.12535,0.0245,0.059,0,197.4097222
2018-07-19 10:04:00,9,11.4885,0.9607,10.9516,48.302,35.252386,7.3158,67.103,6.118,355.9971,0.12553,3.574722075,0.033,0,200.4194444
2018-07-26 15:36:00,9,11.8012,0.2989,12.0458,50.078,36.858582,4.0877,37.761,6.325,305.8039,0.12506,3.68415334,0.211,0,207.65
2018-07-30 10:33:00,9,11.9169,0.4687,14.7608,50.069,36.970502,2.9834,27.634,6.15,300.7822,0.12564,3.672113298,0.103,0,211.4395833
2018-08-02 12:28:00,9,11.6836,2.0259,28.6189,55.942858,76.254,0.101,0.931,6.002,254.2752,0.12563,0.0372,0.069,0,214.5194444
2018-08-06 09:37:00,9,11.6471,1.9229,24.0868,105.023,77.032466,0.097,0.894,6.106,222.2477,0.12559,8.186528061,0.149,0,218.4008449
2018-08-09 13:53:00,9,11.5729,0.7481,21.2335,76.346315,102.936,0.0565,0.519,6.09,172.2385,0.12513,0.0492,0.064,0,221.5791088
2018-08-10 12:22:00,9,11.7846,1.0959,23.2612,40.153451,54.595,0.9005,8.317,6.079,322.1533,0.12547,0.0276,0.07,0,222.5154282
2018-08-13 09:52:00,9,12.0169,0.8613,22.6032,39.636924,53.531,1.8047,16.756,6.058,304.2089,0.12563,0.0273,0.098,0,225.4113773
2018-08-14 11:59:00,9,11.9201,3.8976,28.6278,94.128,69.519882,0.0854,0.791,5.994,257.3862,0.12542,7.222281021,0.04,0,226.4993403
2018-08-16 17:51:00,9,11.9162,2.1391,11.2969,82.869682,112.145,0.081,0.749,6.14,208.0515,0.12534,0.0535,0.09,0,228.7439699
2018-08-20 11:22:00,9,11.7712,2.0744,3.1058,102.26991,138.367,0.0821,0.758,6.444,121.5855,0.1255,0.0655,0.041,0,232.4739699
2018-08-24 16:27:00,9,11.7638,2.4383,1.1991,115.515075,157.044,0.0719,0.664,6.52,116.2098,0.1256,0.0741,0.071,0,236.6855671
2018-08-27 11:43:00,9,11.7345,2.1189,1.1722,124.911891,169.868,0.0582,0.536,6.685,114.3927,0.12525,0.0801,0.052,0,239.4884722
2018-09-03 13:21:00,9,11.9602,0.9784,5.6365,89.523,66.17811,0.0716,0.664,6.45,99.0122,0.12554,6.835418053,0.076,0,246.5566088
2018-09-10 13:24:00,9,12.2505,0.6551,21.8109,44.568791,59.84,0.0683,0.638,6.106,265.9731,0.1258,0.0301,0.035,0,253.5588657
2018-09-17 13:52:00,9,13.0473,2.8829,1.4201,93.214,70.777696,0.0699,0.663,6.433,78.3898,0.12546,6.937017782,0.055,0,260.5779745
2018-09-21 16:01:00,9,13.3754,3.7606,1.8839,87.391946,114.305,0.0741,0.706,6.504,80.094,0.12539,0.0551,0.099,0,264.668044
2018-09-24 13:47:00,9,13.3283,3.3279,1.7362,120.850312,157.336,0.0947,0.9,6.5,114.052,0.12559,0.0749,0.083,0,267.574456
2018-10-01 12:48:00,9,13.1904,3.239,1.6288,137.475123,179.693,0.1029,0.976,6.546,71.4247,0.12563,0.0853,0.08,0,274.533912
2018-10-05 15:39:00,9,NA,3.2592,1.951,134.982897,176.907,0.1003,0.953,6.641,-0.1634,0.12558,0.084,0.167,0,278.6526389
2018-10-08 12:19:00,9,13.0627,3.1298,1.7362,142.277263,186.072,0.1056,1,6.609,46.1739,0.12552,0.0882,0.141,0,281.5136921
2018-10-15 13:33:00,9,13.1973,2.8751,1.8167,153.069122,200.107,0.1035,0.982,6.663,5.8938,0.12553,0.0949,0.108,0,288.5648611
2018-10-19 15:18:00,9,NA,2.7052,2.2733,152.247617,200.07,0.1361,1.292,6.712,-31.6228,0.1256,0.0948,0.085,0,292.6380324
2018-10-22 11:47:00,9,12.9634,2.5718,3.6967,156.765282,205.851,0.1895,1.795,6.495,24.5953,0.12577,0.0975,0.127,0,295.491412
2018-10-29 11:36:00,9,11.969,2.1391,3.6429,28.186237,38.108,7.3503,68.164,6.636,293.6846,0.12567,0.0206,0.12,0,302.4835185
