Reservoir,Site,Date,Depth_m,Temp_C,DO_mgL,Cond_uScm,Spec_Cond_uScm,Chla_ugL,Turb_NTU,pH,ORP_mV
FCR,50,2014-05-07,8.986,8.1796,6.87789,23.88434,NA,1.3331,1.3645,NA,NA
FCR,50,2014-05-08,9.004,8.3311,7.41432,23.62844,NA,1.7496,1.3142,NA,NA
FCR,50,2014-05-09,9.012,8.4173,7.83755,23.802556,NA,2.6582,1.2638,NA,NA
FCR,50,2014-05-10,9,8.544,8.17396,24.082748,NA,2.3249,1.3645,NA,NA
FCR,50,2014-05-12,9.008,8.6937,7.63628,24.052514,NA,3.0549,1.0456,NA,NA
FCR,50,2014-05-14,9.003,8.8261,7.37119,24.001519,NA,3.3009,1.2135,NA,NA
FCR,50,2014-05-15,8.988,8.896,7.72492,24.228908,NA,3.6024,1.3142,NA,NA
FCR,50,2014-05-19,8.989,9.1357,8.32287,24.470816,NA,3.4675,1.331,NA,NA
FCR,50,2014-05-22,8.99,9.3057,8.73265,24.662255,NA,2.9002,1.2638,NA,NA
FCR,50,2014-05-26,8.997,9.4783,9.07025,24.982756,NA,2.5233,1.2638,NA,NA
FCR,50,2014-05-28,9.003,9.5671,9.1421,24.980427,NA,2.4161,1.2974,NA,NA
FCR,50,2014-06-02,9.004,9.8116,9.49641,25.321734,NA,1.71,1.4485,NA,NA
FCR,50,2014-06-03,8.997,9.8057,9.21948,25.884151,NA,1.4481,1.5828,NA,NA
FCR,50,2014-06-04,9.012,9.733,7.72196,26.239233,NA,1.1307,2.0359,NA,NA
FCR,50,2014-06-05,9.012,9.6823,7.09933,26.970302,NA,0.9958,2.3549,NA,NA
FCR,50,2014-06-06,9,9.6448,6.30418,28.177687,NA,0.9284,3.1102,NA,NA
FCR,50,2014-06-09,9.008,9.6145,3.78256,31.720855,NA,0.6824,4.1508,NA,NA
FCR,50,2014-06-12,8.992,9.6457,4.00139,32.350605,NA,0.7618,7.34,NA,NA
FCR,50,2014-06-16,8.99,9.6232,1.37667,36.112087,NA,0.607,9.4885,NA,NA
FCR,50,2014-06-19,8.991,9.6878,1.70218,34.893328,NA,0.5198,9.4885,NA,NA
FCR,50,2014-06-23,8.992,9.6975,0.94754,35.391579,NA,0.5951,13.7518,NA,NA
FCR,50,2014-06-25,8.992,9.6781,0.23425,37.898705,NA,0.607,21.2043,NA,NA
FCR,50,2014-06-29,8.998,9.9393,2.62417,33.301556,NA,0.9601,18.9887,NA,NA
FCR,50,2014-06-30,8.995,10.0784,4.24332,29.653028,NA,1.1387,11.7376,NA,NA
FCR,50,2014-07-01,8.994,10.2118,4.50505,29.488122,NA,1.6425,10.5627,NA,NA
FCR,50,2014-07-02,8.991,10.2657,4.66865,29.805402,NA,1.8925,11.8216,NA,NA
FCR,50,2014-07-07,9.006,10.4811,5.24866,30.464268,NA,2.8407,13.6343,NA,NA
FCR,50,2014-07-09,8.996,10.585,5.45296,30.932182,NA,2.8049,14.5071,NA,NA
FCR,50,2014-07-14,8.991,10.7946,5.93921,31.661469,NA,2.6859,16.622,NA,NA
FCR,50,2014-07-16,9.012,10.8603,6.18551,32.052324,NA,1.8964,17.8473,NA,NA
FCR,50,2014-07-21,8.997,10.9852,6.44905,32.702732,NA,2.5352,21.389,NA,NA
FCR,50,2014-07-23,8.984,11.05,6.48286,33.002786,NA,3.4556,22.5471,NA,NA
FCR,50,2014-07-28,9.008,11.2093,6.66994,33.66765,NA,3.4834,25.3502,NA,NA
FCR,50,2014-07-30,8.991,11.2622,6.62697,34.002457,NA,3.4913,25.8873,NA,NA
FCR,50,2014-08-02,9.006,11.2052,4.21747,34.878583,NA,2.924,29.5632,NA,NA
FCR,50,2014-08-04,9.021,11.1576,0.24471,47.469568,NA,5.6495,53.7839,NA,NA
FCR,50,2014-08-06,9.006,11.1408,0.32043,72.918331,NA,7.3595,43.0751,NA,NA
FCR,50,2014-08-09,8.993,11.22,0.16785,96.380335,NA,5.4155,18.3005,NA,NA
FCR,50,2014-08-10,8.997,11.1845,0.11606,68.769682,NA,3.289,26.6594,NA,NA
FCR,50,2014-08-11,9.005,11.1679,0.15309,81.853443,NA,3.1818,23.5206,NA,NA
FCR,50,2014-08-13,9.016,11.2098,0.15439,92.716818,NA,2.8248,16.3367,NA,NA
FCR,50,2014-08-18,9.003,11.1879,0.11879,114.113775,NA,4.13,6.1986,NA,NA
FCR,50,2014-08-19,9,11.2225,0.41038,38.181497,NA,1.7139,50.0912,NA,NA
FCR,50,2014-08-21,8.968,11.3992,1.75781,37.100644,NA,2.5907,37.1836,NA,NA
FCR,50,2014-08-25,9.005,11.5961,2.90795,37.293945,NA,2.2297,34.6994,NA,NA
FCR,50,2014-09-03,8.988,11.9711,4.30872,38.145972,NA,4.4435,33.0881,NA,NA
FCR,50,2014-09-08,9.011,12.1371,4.80124,38.854065,NA,2.4876,35.4044,NA,NA
FCR,50,2014-09-15,9.005,12.3693,5.63757,39.712611,NA,1.2299,35.0519,NA,NA
FCR,50,2014-09-22,9.002,12.6842,6.58868,40.50627,NA,1.4878,25.837,NA,NA
FCR,50,2014-09-29,8.998,12.9717,7.38117,41.148876,NA,3.3604,16.3871,NA,NA
FCR,50,2014-10-04,8.999,13.1647,7.96537,41.722719,NA,1.8806,10.4284,NA,NA
FCR,50,2014-10-15,9,13.5347,9.01669,43.186333,NA,1.5116,9.136,NA,NA
FCR,50,2014-10-23,9,14.228,8.7769,30.392349,NA,12.0092,3.9998,NA,NA
FCR,50,2014-11-10,9,10.2676,9.9543,26.840078,NA,14.7903,3.8823,NA,NA
FCR,50,2014-12-10,9.001,5.3158,10.63314,23.388953,NA,1.5632,3.8319,NA,NA
FCR,50,2015-03-16,8.873,4.169,6.96197,23.62908,NA,2.1702,12.6052,NA,NA
FCR,50,2015-03-31,9.002,5.8218,8.01064,21.464611,NA,4.0943,8.8801,NA,NA
FCR,50,2015-04-07,9.01,6.424,7.8131,21.347164,NA,4.8204,6.9918,NA,NA
FCR,50,2015-04-13,9.007,6.6993,7.35673,21.317919,NA,3.1144,7.9703,NA,NA
FCR,50,2015-04-16,8.466,6.8283,6.96902,22.135631,NA,25.4268,1092.3031,NA,NA
FCR,50,2015-04-19,9.008,6.7975,6.19579,22.3338,NA,1.0474,9.1376,NA,NA
FCR,50,2015-04-21,9.015,6.9025,6.12578,22.806232,NA,1.4322,9.1376,NA,NA
FCR,50,2015-04-25,9.001,7.1885,6.16982,22.168169,NA,1.8052,9.1376,NA,NA
FCR,50,2015-04-28,8.989,7.1426,5.04383,23.529085,NA,1.4084,10.6654,NA,NA
FCR,50,2015-05-01,9.002,7.2225,5.08327,23.331602,NA,1.7576,10.7856,NA,NA
FCR,50,2015-05-05,8.995,7.5286,4.78583,23.429823,NA,2.5629,11.4379,NA,NA
FCR,50,2015-05-07,9.002,7.866,5.74492,23.018486,NA,4.6101,9.1033,NA,NA
FCR,50,2015-05-11,8.991,8.1728,6.49315,22.997815,NA,5.7209,7.421,NA,NA
FCR,50,2015-05-14,8.999,8.383,6.23806,23.364943,NA,7.1849,8.348,NA,NA
FCR,50,2015-05-18,8.989,8.5828,6.88059,23.801541,NA,8.2997,8.5196,NA,NA
FCR,50,2015-05-21,9.004,8.7436,7.14368,24.073086,NA,7.7324,9.4123,NA,NA
FCR,50,2015-05-25,8.991,8.9375,7.38115,24.63912,NA,7.1413,6.9231,NA,NA
FCR,50,2015-05-28,9.002,8.0365,0.12035,30.968821,NA,3.8007,11.4894,NA,NA
FCR,50,2015-06-08,8.994,8.9974,0.78392,32.763282,NA,0.9363,11.0087,NA,NA
FCR,50,2015-06-11,8.999,9.5833,5.46634,27.351686,NA,2.7613,7.0948,NA,NA
FCR,50,2015-06-15,9.01,9.9339,5.43963,28.511121,NA,3.8722,8.5711,NA,NA
FCR,50,2015-06-18,8.999,8.0173,0.0545,51.299452,NA,22.5147,1093.3159,NA,NA
FCR,50,2015-06-19,8.999,7.9996,0.08198,53.991803,NA,3.4199,5.0177,NA,NA
FCR,50,2015-06-22,8.995,10.3299,5.07633,30.027635,NA,6.2684,12.9657,NA,NA
FCR,50,2015-06-23,9.003,10.4186,4.96434,30.091133,NA,2.5867,13.309,NA,NA
FCR,50,2015-06-25,9.012,8.0453,0.08403,55.350906,NA,1.9718,379.4683,NA,NA
FCR,50,2015-06-29,8.995,11.5338,7.42899,32.541868,NA,5.959,17.3946,NA,NA
FCR,50,2015-07-02,9,8.0915,0.08826,60.6147,NA,2.3051,4.5027,NA,NA
FCR,50,2015-07-06,9.007,12.2791,8.97523,34.952297,NA,0.6586,21.6691,NA,NA
FCR,50,2015-07-09,9.001,12.5151,9.45865,35.534553,NA,0.4364,23.4887,NA,NA
FCR,50,2015-07-13,8.994,12.8081,10.00475,36.520865,NA,0.3254,24.656,NA,NA
FCR,50,2015-07-16,8.996,12.9754,10.3539,37.32038,NA,0.3412,24.3299,NA,NA
FCR,50,2015-07-20,9.003,13.128,10.40186,37.930012,NA,0.9522,24.5874,NA,NA
FCR,50,2015-07-23,8.998,13.292,10.34162,38.553686,NA,1.3251,25.7547,NA,NA
FCR,50,2015-07-27,9.005,13.4908,9.2877,39.052589,NA,1.6544,24.8449,NA,NA
FCR,50,2015-07-30,9.004,8.375,0.06441,78.046931,NA,2.1345,4.7945,NA,NA
FCR,50,2015-08-03,9.005,13.5846,7.98285,41.399422,NA,1.2696,24.4157,NA,NA
FCR,50,2015-08-08,8.981,13.6811,7.36436,42.578977,NA,1.1749,25.3151,NA,NA
FCR,50,2015-08-31,9,14.0406,9.43628,47.04735,NA,0.6823,22.0748,NA,NA
FCR,50,2015-09-04,9.008,8.8782,0.05176,91.525932,NA,3.1917,3.5575,NA,NA
FCR,50,2015-09-07,8.992,14.2204,9.75572,48.37523,NA,0.7847,19.1265,NA,NA
FCR,50,2015-09-14,8.983,14.3589,10.02812,49.863309,NA,0.613,17.7505,NA,NA
FCR,50,2015-09-18,8.992,8.9741,0.07675,97.535934,NA,2.3425,4.4936,NA,NA
FCR,50,2015-09-21,9.005,14.5241,10.00783,51.163485,NA,1.0091,16.256,NA,NA
FCR,50,2015-09-28,9,14.6793,9.67234,52.025715,NA,0.7501,14.6118,NA,NA
FCR,50,2015-10-02,9.007,9.1318,0.11199,105.347073,NA,1.4075,4.6252,NA,NA
FCR,50,2015-10-05,8.99,16.2071,5.95697,30.818226,NA,2.0945,6.591,NA,NA
FCR,50,2015-10-19,8.994,14.2774,7.30272,28.1898,NA,1.7935,5.3439,NA,NA
FCR,50,2015-10-23,9,14.0604,7.69358,28.41913,NA,2.4869,4.3199,NA,NA
FCR,50,2015-12-07,8.999,7.4962,10.02843,22.538314,NA,4.9617,5.592,NA,NA
FCR,50,2016-05-12,8.997,9.8544,12.62238,23.263238,NA,3.3718,1.9636,NA,NA
FCR,50,2016-05-16,9.013,10.1013,12.87229,23.55865,NA,4.6098,2.1914,NA,NA
FCR,50,2016-05-19,7.751,10.1873,13.11676,23.631618,NA,3.7571,2.3555,NA,NA
FCR,50,2016-05-23,9.002,10.3244,13.50047,23.991254,NA,3.5036,2.4619,NA,NA
FCR,50,2016-05-26,8.996,10.4286,13.89609,23.971322,NA,3.8388,3.1372,NA,NA
FCR,50,2016-05-29,8.991,10.5785,14.47686,24.197076,NA,3.4034,2.6423,NA,NA
FCR,50,2016-05-30,9.006,10.6061,14.50492,24.098985,NA,3.0884,2.5811,NA,NA
FCR,50,2016-05-31,8.998,10.6914,14.58506,24.311219,NA,2.9156,2.5673,NA,NA
FCR,50,2016-06-01,8.88,10.7536,14.99444,24.234469,NA,2.7399,2.765,NA,NA
FCR,50,2016-06-02,8.999,10.8181,15.08723,24.416724,NA,2.8632,2.4108,NA,NA
FCR,50,2016-06-03,8.997,10.9149,15.05713,24.714049,NA,2.6173,2.2129,NA,NA
FCR,50,2016-06-06,8.26,11.1332,15.1364,25.086401,NA,1.99,2.1579,NA,NA
FCR,50,2016-06-07,8.992,11.2306,15.26488,25.116016,NA,1.9224,1.6007,NA,NA
FCR,50,2016-06-08,9.019,11.2566,15.32835,25.460615,NA,1.9255,1.7343,NA,NA
FCR,50,2016-06-09,9,11.3054,15.24224,25.584023,NA,2.0866,1.8702,NA,NA
FCR,50,2016-06-13,9.007,11.5128,14.36562,25.917744,NA,1.9617,1.7042,NA,NA
FCR,50,2016-06-20,8.892,11.8215,13.73292,27.339653,NA,2.064,1.3019,NA,NA
FCR,50,2016-06-23,8.983,11.9453,13.28517,28.044769,NA,2.0573,1.7815,NA,NA
FCR,50,2016-06-26,8.989,12.0625,12.84353,28.574927,NA,1.7093,1.6299,NA,NA
FCR,50,2016-06-27,9.001,12.0989,12.46631,28.92302,NA,1.9159,1.9047,NA,NA
FCR,50,2016-06-28,9.003,12.1129,12.45901,29.159023,NA,2.3668,2.2109,NA,NA
FCR,50,2016-06-30,8.993,12.2779,12.6055,29.596123,NA,2.0119,2.2581,NA,NA
FCR,50,2016-07-05,9.008,12.5959,12.09007,31.264585,NA,1.3567,1.6425,NA,NA
FCR,50,2016-07-07,8.996,12.6902,12.03003,31.800318,NA,1.9311,1.9064,NA,NA
FCR,50,2016-07-11,9.005,12.8899,11.07603,32.750892,NA,2.0504,2.8217,NA,NA
FCR,50,2016-07-14,8.993,13.0945,10.4253,33.593922,NA,1.8546,3.27,NA,NA
FCR,50,2016-07-18,9,13.8249,6.84843,35.009918,NA,3.6076,4.3857,NA,NA
FCR,50,2016-07-21,8.999,13.431,9.1204,34.687507,NA,3.6084,5.1419,NA,NA
FCR,50,2016-07-24,9.001,13.5182,8.88192,35.212302,NA,8.8239,6.2787,NA,NA
FCR,50,2016-07-25,9.001,13.5724,8.64377,35.253189,NA,5.7095,5.69,NA,NA
FCR,50,2016-07-26,8.999,13.6314,8.78852,35.567178,NA,6.7829,5.9763,NA,NA
FCR,50,2016-07-28,8.993,13.8391,9.37684,36.122811,NA,5.5566,5.3494,NA,NA
FCR,50,2016-08-01,9.001,14.258,11.23278,37.857526,NA,1.8805,4.5289,NA,NA
FCR,50,2016-08-08,8.999,14.8091,13.5456,40.401254,NA,0.7952,7.7918,NA,NA
FCR,50,2016-08-11,8.998,14.9862,14.51338,41.131222,NA,1.3375,8.4013,NA,NA
FCR,50,2016-08-15,9.009,15.2258,15.18697,41.842394,NA,1.1164,9.4708,NA,NA
FCR,50,2016-08-18,9.015,15.3801,15.59594,42.589111,NA,0.5446,10.1523,NA,NA
FCR,50,2016-08-23,8.983,15.5944,15.97922,43.49516,NA,0.5552,9.942,NA,NA
FCR,50,2016-08-26,9.007,15.7215,16.41265,43.690744,NA,0.4568,9.4123,NA,NA
FCR,50,2016-09-02,9,15.9746,15.24316,44.784803,NA,0.5893,9.4907,NA,NA
FCR,50,2016-09-06,8.998,16.0973,14.84751,45.039325,NA,0.6684,8.6366,NA,NA
FCR,50,2016-09-09,8.994,16.135,14.87728,44.662689,NA,0.6775,6.7995,NA,NA
FCR,50,2016-09-16,8.986,16.3257,12.74819,45.585806,NA,0.9056,8.1283,NA,NA
FCR,50,2016-09-17,9.012,16.3271,12.63749,45.632088,NA,0.805,7.8733,NA,NA
FCR,50,2016-09-27,9.02,16.5975,7.94773,47.103777,NA,0.5411,9.134,NA,NA
FCR,50,2016-09-30,8.991,16.6292,7.58664,47.841788,NA,0.732,8.1558,NA,NA
FCR,50,2016-10-05,9.011,17.0862,5.01177,49.250476,NA,0.4956,9.7169,NA,NA
FCR,50,2016-10-06,9.013,17.7891,2.066,47.535566,NA,0.9535,10.023,NA,NA
FCR,50,2016-10-07,8.992,18.6538,3.59011,37.134061,NA,1.0907,9.2352,NA,NA
FCR,50,2016-10-11,9.007,16.5769,7.42853,28.496231,NA,1.3996,6.9755,NA,NA
FCR,50,2016-10-14,9.004,16.1343,7.7784,28.51071,NA,1.5235,4.8422,NA,NA
FCR,50,2016-11-04,9.002,14.4229,5.01472,28.204947,NA,1.0889,3.3226,NA,NA
FCR,50,2016-11-11,9.013,12.3914,8.46516,25.455267,NA,2.3225,2.501,NA,NA
FCR,50,2016-12-02,9.004,8.0059,9.56062,22.628876,NA,3.4802,2.5012,NA,NA
FCR,50,2017-03-12,8.996,7.9164,7.92883,204.702712,NA,8.9417,3.9229,NA,NA
FCR,50,2017-03-26,9.009,7.0476,9.51023,23.771044,NA,8.3502,3.5348,NA,NA
FCR,50,2017-04-09,8.994,8.0856,8.17229,24.73373,NA,9.8474,3.7848,NA,NA
FCR,50,2017-04-16,9.005,8.0094,6.7986,24.563874,NA,11.0419,3.8376,NA,NA
FCR,50,2017-04-23,9.001,8.9402,9.25825,25.138002,NA,11.7974,3.2414,NA,NA
FCR,50,2017-04-30,9.014,9.3285,9.45618,25.504864,NA,9.7957,3.1398,NA,NA
FCR,50,2017-05-04,8.998,9.5336,9.6825,25.944066,NA,8.3492,3.0149,NA,NA
FCR,50,2017-05-07,9.01,9.6664,9.54834,26.105835,NA,6.8354,3.4107,NA,NA
FCR,50,2017-05-09,9.005,9.7689,9.47913,26.260512,NA,5.9103,2.7897,NA,NA
FCR,50,2017-05-14,9,9.9756,9.35651,26.795892,NA,4.8501,2.3135,NA,NA
FCR,50,2017-06-28,8.994,12.7255,9.1248,32.736454,NA,NA,NA,7.267,298.9689
FCR,50,2017-07-04,9.015,12.8766,9.0756,33.495323,NA,NA,NA,7.062,376.3329
FCR,50,2017-07-06,8.994,9.1999,0.0327,58.70458,NA,NA,NA,6.976,6.911
FCR,50,2017-07-09,9.002,12.9457,8.8057,34.373098,NA,NA,NA,7.161,354.8224
FCR,50,2017-07-10,8.994,13.0223,8.4853,34.471622,NA,NA,NA,7.315,356.2775
FCR,50,2017-07-11,9.001,13.1013,8.0158,34.676089,NA,NA,NA,6.905,366.2578
FCR,50,2017-07-12,8.995,13.1899,7.6193,35.030643,NA,NA,NA,6.994,366.4293
FCR,50,2017-08-06,8.992,14.6868,NA,40.063383,50.47,NA,NA,6.094,305.8032
FCR,50,2017-08-09,9,14.7757,NA,40.586048,51.014,NA,NA,6.124,319.2947
FCR,50,2017-08-13,9.009,14.8782,NA,41.111707,51.542,NA,NA,6.146,335.6095
FCR,50,2017-08-16,9.015,14.957,NA,41.789963,52.289,NA,NA,6.197,313.0415
FCR,50,2017-08-20,9,15.0898,NA,42.09195,52.492,NA,NA,6.097,364.376
FCR,50,2017-08-27,9.004,15.1431,NA,43.052633,53.619,NA,NA,6.145,349.5287
FCR,50,2017-09-03,8.992,15.2162,NA,43.915703,54.595,NA,NA,6.167,319.4663
FCR,50,2017-09-10,8.998,15.2993,NA,44.965161,55.784,NA,NA,6.204,335.4151
FCR,50,2017-09-17,3.283,19.1427,NA,35.622128,40.345,NA,NA,7.527,-9.99E-29
FCR,50,2017-09-18,9.009,15.4472,NA,45.735177,56.531,NA,NA,6.273,381.398
FCR,50,2017-09-24,9.008,15.5713,NA,45.692179,56.306,NA,NA,6.233,385.9932
FCR,50,2017-10-08,9.005,19.8571,NA,28.801147,32.1,NA,NA,6.108,361.4469
FCR,50,2017-10-15,8.992,15.913,NA,46.008344,56.223,NA,NA,6.219,363.0797
FCR,50,2017-10-16,8.995,15.9271,NA,46.110964,56.328,NA,NA,6.177,375.9775
FCR,50,2017-12-10,9.006,5.8721,10.1582,26.668268,43.189,NA,NA,7.139,382.9295
