"Reservoir","Site","Date","Depth_m","Temp_C","DO_mgL","Cond_uScm","Spec_Cond_uScm","Chla_ugL","Turb_NTU","pH","ORP_mV"
"FCR",50,"2013-04-04",6.191,6.0558,11.41507,21.90401,NA,6.685,2.0192,NA,NA
"FCR",50,"2013-04-04",7.994,5.8896,10.97194,22.061263,NA,5.3361,2.0192,NA,NA
"FCR",50,"2013-04-04",9.011,5.8764,10.85436,22.076791,NA,5.7805,2.2877,NA,NA
"FCR",50,"2013-04-04",9.29,5.8753,10.85707,22.00074,NA,5.1933,2.0359,NA,NA
"FCR",50,"2013-04-11",0.516,15.412,10.00945,29.346365,NA,0.6943,1.3813,NA,NA
"FCR",50,"2013-04-11",0.809,13.0185,10.81785,26.780257,NA,0.7935,1.2638,NA,NA
"FCR",50,"2013-04-11",1.612,11.164,11.1126,25.412371,NA,1.1307,1.3142,NA,NA
"FCR",50,"2013-04-11",2.788,8.5716,11.45543,23.589856,NA,3.0192,1.3813,NA,NA
"FCR",50,"2013-04-11",3.798,7.4737,11.29584,22.899513,NA,5.5623,1.6163,NA,NA
"FCR",50,"2013-04-11",4.99,6.9246,10.97511,22.471183,NA,7.0143,1.5492,NA,NA
"FCR",50,"2013-04-11",5.2,6.8642,10.94902,22.331871,NA,7.1254,1.331,NA,NA
"FCR",50,"2013-04-11",5.511,6.7797,10.7365,22.303099,NA,7.5023,1.3142,NA,NA
"FCR",50,"2013-04-11",5.81,6.694,10.635,22.312849,NA,8.2283,1.6163,NA,NA
"FCR",50,"2013-04-11",5.992,6.6431,10.60871,22.158434,NA,7.9863,1.5828,NA,NA
"FCR",50,"2013-04-11",6.203,6.5965,10.72217,22.19864,NA,7.8554,1.5492,NA,NA
"FCR",50,"2013-04-11",7.997,6.3573,10.4021,22.29497,NA,6.1415,1.4988,NA,NA
"FCR",50,"2013-04-11",8.969,6.3098,10.01334,22.348451,NA,7.0143,1.8849,NA,NA
"FCR",50,"2013-04-11",8.969,6.3098,10.01334,22.348451,NA,7.0143,1.8849,NA,NA
"FCR",50,"2013-04-18",0.515,16.8891,8.66629,30.333818,NA,2.0035,0.9449,NA,NA
"FCR",50,"2013-04-18",0.796,16.5932,8.77792,30.09365,NA,2.4479,1.5995,NA,NA
"FCR",50,"2013-04-18",1.604,15.2504,9.27411,29.260615,NA,2.1821,1.566,NA,NA
"FCR",50,"2013-04-18",2.802,10.041,11.07551,25.647261,NA,1.8607,1.2974,NA,NA
"FCR",50,"2013-04-18",3.79,7.9945,11.00519,23.445057,NA,2.3685,1.2974,NA,NA
"FCR",50,"2013-04-18",5.009,7.3192,10.62917,22.956036,NA,6.3756,1.331,NA,NA
"FCR",50,"2013-04-18",5.196,7.2628,10.5854,22.818267,NA,6.8754,1.2638,NA,NA
"FCR",50,"2013-04-18",5.496,7.1609,10.43184,22.802293,NA,4.3998,0.9953,NA,NA
"FCR",50,"2013-04-18",5.801,7.0837,10.29278,22.687841,NA,5.0029,1.0121,NA,NA
"FCR",50,"2013-04-18",5.999,7.0397,10.04677,22.719048,NA,4.8164,1.0456,NA,NA
"FCR",50,"2013-04-18",6.199,6.9984,9.9065,22.757492,NA,5.4353,0.9449,NA,NA
"FCR",50,"2013-04-18",8.009,6.6773,9.54245,22.522668,NA,5.1258,1.3142,NA,NA
"FCR",50,"2013-04-18",8.994,6.6086,9.12042,22.623498,NA,6.5462,1.3142,NA,NA
"FCR",50,"2013-04-18",9.296,6.5933,8.74016,22.769589,NA,6.7366,1.3142,NA,NA
"FCR",50,"2013-04-25",0.529,15.9848,9.11219,30.26113,NA,1.0196,1.6499,NA,NA
"FCR",50,"2013-04-25",0.804,15.9283,9.13331,30.294376,NA,1.0871,1.2135,NA,NA
"FCR",50,"2013-04-25",1.59,15.7862,9.07091,30.139129,NA,1.5275,1.2638,NA,NA
"FCR",50,"2013-04-25",2.781,11.5955,10.49838,26.553447,NA,2.678,1.2974,NA,NA
"FCR",50,"2013-04-25",3.788,8.4948,9.94966,23.773293,NA,2.2297,1.096,NA,NA
"FCR",50,"2013-04-25",4.989,7.4256,8.89759,23.164579,NA,2.1107,1.3478,NA,NA
"FCR",50,"2013-04-25",5.2,7.3505,8.78697,23.119417,NA,2.3725,1.2638,NA,NA
"FCR",50,"2013-04-25",5.513,7.2404,8.86788,23.101874,NA,2.0353,1.3813,NA,NA
"FCR",50,"2013-04-25",5.8,7.1564,8.90075,23.055461,NA,2.1702,1.2638,NA,NA
"FCR",50,"2013-04-25",6.022,7.1077,8.5658,23.015478,NA,2.0392,1.2471,NA,NA
"FCR",50,"2013-04-25",6.184,7.0804,8.25636,23.117502,NA,1.9797,1.2974,NA,NA
"FCR",50,"2013-04-25",7.997,6.9478,8.56401,23.035001,NA,1.9837,1.2638,NA,NA
"FCR",50,"2013-04-25",8.985,6.9163,8.00603,23.129066,NA,2.1027,1.2974,NA,NA
"FCR",50,"2013-04-25",8.985,6.9163,8.00603,23.129066,NA,2.1027,1.2974,NA,NA
"FCR",50,"2013-04-30",0.517,16.2241,8.95003,30.728301,NA,2.801,1.0288,NA,NA
"FCR",50,"2013-04-30",0.791,15.8976,9.03124,30.452777,NA,3.1382,0.9953,NA,NA
"FCR",50,"2013-04-30",1.593,15.1507,8.77893,29.866271,NA,3.7016,1.0456,NA,NA
"FCR",50,"2013-04-30",2.785,13.2034,9.99555,28.290697,NA,2.5034,2.3716,NA,NA
"FCR",50,"2013-04-30",3.79,9.1197,9.78909,24.228445,NA,1.7258,0.5421,NA,NA
"FCR",50,"2013-04-30",4.989,7.7988,8.95552,23.431652,NA,0.98,0.7939,NA,NA
"FCR",50,"2013-04-30",5.199,7.6786,8.6602,23.443093,NA,0.9244,0.7771,NA,NA
"FCR",50,"2013-04-30",5.514,7.5517,8.59257,23.259174,NA,0.8451,0.9953,NA,NA
"FCR",50,"2013-04-30",5.792,7.4507,8.08695,23.326756,NA,0.8371,0.9449,NA,NA
"FCR",50,"2013-04-30",5.995,7.3851,7.99034,23.503123,NA,0.853,0.9449,NA,NA
"FCR",50,"2013-04-30",6.192,7.3497,7.93602,23.365442,NA,0.7102,1.0288,NA,NA
"FCR",50,"2013-04-30",7.999,7.106,7.53972,23.28621,NA,0.6983,1.331,NA,NA
"FCR",50,"2013-04-30",8.992,7.0178,6.34864,24.110148,NA,0.6745,1.8849,NA,NA
"FCR",50,"2013-04-30",9.15,7.0142,6.32345,24.222011,NA,0.6626,1.5995,NA,NA
"FCR",50,"2013-05-02",0.512,16.802,8.93689,31.563281,NA,0.25,1.0456,NA,NA
"FCR",50,"2013-05-02",0.814,16.7455,8.99689,31.614081,NA,0.3055,1.2638,NA,NA
"FCR",50,"2013-05-02",1.609,16.036,9.04913,30.633698,NA,0.5475,1.1128,NA,NA
"FCR",50,"2013-05-02",2.798,13.9807,9.3165,29.114873,NA,2.2614,1.566,NA,NA
"FCR",50,"2013-05-02",3.8,10.1059,9.96922,24.985758,NA,2.4677,0.4414,NA,NA
"FCR",50,"2013-05-02",5.001,8.0569,8.49566,23.593692,NA,0.8451,0.5085,NA,NA
"FCR",50,"2013-05-02",5.206,7.9488,8.54128,23.574069,NA,0.7776,0.8274,NA,NA
"FCR",50,"2013-05-02",5.498,7.7811,8.25276,23.539135,NA,0.7737,0.7603,NA,NA
"FCR",50,"2013-05-02",5.787,7.5851,7.82245,23.500227,NA,0.6626,0.7099,NA,NA
"FCR",50,"2013-05-02",5.99,7.4989,7.68406,23.58061,NA,0.615,0.7267,NA,NA
"FCR",50,"2013-05-02",6.209,7.4294,7.60784,23.464573,NA,0.6229,0.8106,NA,NA
"FCR",50,"2013-05-02",8.012,7.1445,7.16381,23.694955,NA,0.5396,1.096,NA,NA
"FCR",50,"2013-05-02",9.012,7.0818,6.42219,24.200464,NA,0.492,1.3478,NA,NA
"FCR",50,"2013-05-02",9.303,7.0681,6.36583,24.23001,NA,0.5079,1.5828,NA,NA
"FCR",50,"2013-05-09",0.523,14.6519,8.77974,29.370787,NA,0.0714,0.1896,NA,NA
"FCR",50,"2013-05-09",0.813,14.5457,8.74447,29.319447,NA,0.8094,2.3716,NA,NA
"FCR",50,"2013-05-09",1.588,14.4172,8.81686,29.258746,NA,1.8885,2.5731,NA,NA
"FCR",50,"2013-05-09",2.792,13.0332,8.57746,27.644395,NA,1.5037,6.249,NA,NA
"FCR",50,"2013-05-09",3.804,10.849,9.41018,25.476251,NA,2.0115,1.3142,NA,NA
"FCR",50,"2013-05-09",4.999,8.5162,8.18678,23.81798,NA,1.1942,0.2232,NA,NA
"FCR",50,"2013-05-09",5.21,8.2848,8.02788,23.620179,NA,1.0553,0.1896,NA,NA
"FCR",50,"2013-05-09",5.499,8.0328,7.79448,23.564111,NA,0.8689,0.1896,NA,NA
"FCR",50,"2013-05-09",5.799,7.8266,7.69542,23.493155,NA,0.7618,0.2232,NA,NA
"FCR",50,"2013-05-09",5.995,7.7255,7.66842,23.52345,NA,0.6388,0.1896,NA,NA
"FCR",50,"2013-05-09",6.201,7.6494,7.51532,23.464551,NA,0.5713,0.4749,NA,NA
"FCR",50,"2013-05-09",8,7.3703,6.14446,24.049056,NA,0.3769,0.9785,NA,NA
"FCR",50,"2013-05-09",8.996,7.297,5.85841,24.401146,NA,0.3174,1.8681,NA,NA
"FCR",50,"2013-05-09",9.301,7.2842,5.57546,24.68308,NA,0.3214,1.2638,NA,NA
"FCR",50,"2013-05-14",0.519,15.7607,8.67911,30.278132,NA,1.345,2.8248,NA,NA
"FCR",50,"2013-05-14",0.791,15.6446,8.64308,30.182896,NA,1.9837,3.0598,NA,NA
"FCR",50,"2013-05-14",1.602,14.8891,8.55827,29.454355,NA,2.309,4.4026,NA,NA
"FCR",50,"2013-05-14",2.804,13.265,8.2207,28.533014,NA,3.5032,5.4936,NA,NA
"FCR",50,"2013-05-14",3.805,10.754,8.47597,25.765824,NA,2.4122,3.3955,NA,NA
"FCR",50,"2013-05-14",4.988,8.3859,7.08338,24.416869,NA,0.972,0.4414,NA,NA
"FCR",50,"2013-05-14",5.194,8.2548,6.92177,24.392258,NA,0.8451,0.5085,NA,NA
"FCR",50,"2013-05-14",5.497,8.097,6.36383,24.436105,NA,0.7142,0.5589,NA,NA
"FCR",50,"2013-05-14",5.792,7.942,6.45763,24.272866,NA,0.6189,0.7267,NA,NA
"FCR",50,"2013-05-14",6.01,7.8778,6.08671,24.533815,NA,0.5555,0.6764,NA,NA
"FCR",50,"2013-05-14",6.194,7.8424,5.97742,24.492154,NA,0.5634,0.4917,NA,NA
"FCR",50,"2013-05-14",7.991,7.6148,5.6676,24.620239,NA,0.4206,1.2303,NA,NA
"FCR",50,"2013-05-14",9.006,7.5161,5.19382,25.052134,NA,0.4285,1.9184,NA,NA
"FCR",50,"2013-05-14",9.044,7.5106,5.15726,25.151695,NA,0.4721,2.0863,NA,NA
"FCR",50,"2013-05-15",0.519,16.4003,8.73976,31.020334,NA,1.1268,2.8584,NA,NA
"FCR",50,"2013-05-15",0.799,16.2247,8.77809,30.874081,NA,1.3053,2.892,NA,NA
"FCR",50,"2013-05-15",1.598,14.9218,8.42262,29.487919,NA,2.0631,3.0095,NA,NA
"FCR",50,"2013-05-15",2.79,13.1656,8.14895,28.435925,NA,3.166,5.8293,NA,NA
"FCR",50,"2013-05-15",3.806,10.2493,8.21258,25.436012,NA,3.281,2.1199,NA,NA
"FCR",50,"2013-05-15",4.999,8.6006,6.68185,25.009985,NA,1.2458,1.2638,NA,NA
"FCR",50,"2013-05-15",5.199,8.3626,6.49977,24.499304,NA,1.2577,1.0456,NA,NA
"FCR",50,"2013-05-15",5.504,8.1515,6.59718,24.955007,NA,0.9879,0.5085,NA,NA
"FCR",50,"2013-05-15",5.803,8.0071,6.6443,24.801996,NA,0.8014,1.0792,NA,NA
"FCR",50,"2013-05-15",5.997,7.9723,6.60173,24.653972,NA,0.7459,1.1128,NA,NA
"FCR",50,"2013-05-15",6.209,7.9385,6.6072,24.826497,NA,0.6626,1.0792,NA,NA
"FCR",50,"2013-05-15",7.994,7.8559,6.44711,24.919429,NA,0.6229,1.2638,NA,NA
"FCR",50,"2013-05-15",9.004,7.8001,6.21298,24.788575,NA,0.6983,1.3813,NA,NA
"FCR",50,"2013-05-15",9.299,7.7736,6.0293,24.844797,NA,0.7261,1.2974,NA,NA
"FCR",50,"2013-05-16",0.527,18.3691,8.65139,32.440383,NA,0.98,2.1702,NA,NA
"FCR",50,"2013-05-16",0.797,16.9789,8.89425,31.240605,NA,1.3053,2.1534,NA,NA
"FCR",50,"2013-05-16",1.611,14.7794,8.71141,29.277232,NA,2.1226,3.0934,NA,NA
"FCR",50,"2013-05-16",2.791,13.0021,8.33644,28.027845,NA,3.3326,3.8655,NA,NA
"FCR",50,"2013-05-16",3.793,10.8986,8.58453,26.011829,NA,3.6381,1.801,NA,NA
"FCR",50,"2013-05-16",5.004,8.383,7.40503,24.674227,NA,1.6306,0.7267,NA,NA
"FCR",50,"2013-05-16",5.189,8.2115,7.45074,24.692571,NA,1.3489,1.0288,NA,NA
"FCR",50,"2013-05-16",5.509,8.1505,7.41505,24.555229,NA,1.1744,1.0121,NA,NA
"FCR",50,"2013-05-16",5.793,8.1084,7.35984,24.609137,NA,1.0315,0.9449,NA,NA
"FCR",50,"2013-05-16",6.005,8.1063,7.42519,24.5422,NA,1.0672,0.9449,NA,NA
"FCR",50,"2013-05-16",6.198,8.1028,7.3737,24.566282,NA,1.1625,1.1967,NA,NA
"FCR",50,"2013-05-16",7.998,7.9723,7.02542,24.463488,NA,0.8689,1.0121,NA,NA
"FCR",50,"2013-05-16",9.002,7.9523,6.89551,24.550589,NA,0.7776,0.9785,NA,NA
"FCR",50,"2013-05-16",9.3,7.9559,6.86627,24.576322,NA,0.9205,1.2638,NA,NA
"FCR",50,"2013-05-21",0.524,18.9194,9.12374,32.683285,NA,1.4481,1.2638,NA,NA
"FCR",50,"2013-05-21",0.809,17.9581,9.07023,31.852724,NA,2.0075,2.0024,NA,NA
"FCR",50,"2013-05-21",1.583,15.7716,8.80647,30.166337,NA,4.0309,2.5898,NA,NA
"FCR",50,"2013-05-21",2.787,13.9542,8.20188,29.04675,NA,3.9237,2.7577,NA,NA
"FCR",50,"2013-05-21",3.793,11.8893,8.05838,27.505345,NA,3.9198,2.7577,NA,NA
"FCR",50,"2013-05-21",5.015,8.8232,8.74056,24.960558,NA,3.3326,1.0121,NA,NA
"FCR",50,"2013-05-21",5.21,8.7478,8.91297,24.946208,NA,2.4638,1.0456,NA,NA
"FCR",50,"2013-05-21",5.504,8.7055,8.96755,24.938597,NA,2.3289,0.9281,NA,NA
"FCR",50,"2013-05-21",5.82,8.6674,9.02985,24.874947,NA,1.9996,0.7267,NA,NA
"FCR",50,"2013-05-21",5.998,8.6623,9.01957,24.827541,NA,2.0035,0.9953,NA,NA
"FCR",50,"2013-05-21",6.197,8.6701,9.0162,24.918346,NA,2.071,0.6764,NA,NA
"FCR",50,"2013-05-21",8.013,8.6389,9.01479,24.837489,NA,2.071,1.0121,NA,NA
"FCR",50,"2013-05-21",9.006,8.5793,8.83946,24.782412,NA,2.0789,1.0456,NA,NA
"FCR",50,"2013-05-21",9.266,8.5995,8.86847,24.841235,NA,1.6385,0.9953,NA,NA
"FCR",50,"2013-05-23",0.517,21.0439,8.86852,34.49761,NA,2.5907,1.2638,NA,NA
"FCR",50,"2013-05-23",0.816,19.7192,9.32828,33.410162,NA,2.8407,1.566,NA,NA
"FCR",50,"2013-05-23",1.592,16.4141,8.76921,30.944522,NA,3.7928,2.1367,NA,NA
"FCR",50,"2013-05-23",2.792,13.5609,7.987,29.078987,NA,4.9513,2.657,NA,NA
"FCR",50,"2013-05-23",3.806,10.3334,6.82175,25.904839,NA,5.0782,2.4388,NA,NA
"FCR",50,"2013-05-23",4.994,8.7984,9.30791,24.934069,NA,3.0866,1.0792,NA,NA
"FCR",50,"2013-05-23",5.193,8.7907,9.34307,24.914683,NA,2.6939,1.0121,NA,NA
"FCR",50,"2013-05-23",5.509,8.7828,9.33003,24.978196,NA,2.5709,1.0121,NA,NA
"FCR",50,"2013-05-23",5.808,8.7604,9.23984,24.994575,NA,2.5272,1.1296,NA,NA
"FCR",50,"2013-05-23",6.014,8.7454,9.25369,24.966845,NA,2.6661,1.0121,NA,NA
"FCR",50,"2013-05-23",6.192,8.739,9.21891,24.840208,NA,2.3289,1.096,NA,NA
"FCR",50,"2013-05-23",8.011,8.6967,9.18879,24.977527,NA,2.3844,1.1128,NA,NA
"FCR",50,"2013-05-23",9.005,8.6999,9.24922,25.017609,NA,2.19,1.0792,NA,NA
"FCR",50,"2013-05-23",9.306,8.6955,9.15847,24.819412,NA,2.2733,1.0456,NA,NA
"FCR",50,"2013-05-30",0.507,22.1139,8.63825,35.536865,NA,1.5116,0.9953,NA,NA
"FCR",50,"2013-05-30",0.801,21.1992,9.41014,34.963309,NA,1.6544,0.9953,NA,NA
"FCR",50,"2013-05-30",1.6,18.5253,9.98225,32.276996,NA,2.071,1.3645,NA,NA
"FCR",50,"2013-05-30",2.803,14.8823,9.13549,30.792574,NA,4.6577,2.0192,NA,NA
"FCR",50,"2013-05-30",3.796,11.3419,7.10113,27.059615,NA,6.562,1.7674,NA,NA
"FCR",50,"2013-05-30",5.006,9.3129,10.54186,25.410884,NA,5.1258,1.6163,NA,NA
"FCR",50,"2013-05-30",5.203,9.2795,10.55315,25.339833,NA,4.7529,1.1967,NA,NA
"FCR",50,"2013-05-30",5.495,9.2624,10.57731,25.286729,NA,4.1062,1.2974,NA,NA
"FCR",50,"2013-05-30",5.815,9.2421,10.59303,25.293962,NA,4.0904,1.2135,NA,NA
"FCR",50,"2013-05-30",6,9.2378,10.59712,25.283412,NA,4.015,1.3813,NA,NA
"FCR",50,"2013-05-30",6.21,9.2273,10.6077,25.318628,NA,4.0388,1.2638,NA,NA
"FCR",50,"2013-05-30",7.997,9.1933,10.55084,25.149531,NA,4.0824,1.2638,NA,NA
"FCR",50,"2013-05-30",8.994,9.1663,10.20716,25.255741,NA,4.1023,1.2974,NA,NA
"FCR",50,"2013-05-30",9.311,9.1321,9.5271,25.36369,NA,4.2967,1.2471,NA,NA
"FCR",50,"2013-06-04",0.5,23.6841,8.40487,36.900514,NA,1.8131,1.0456,NA,NA
"FCR",50,"2013-06-04",0.792,23.3024,8.3878,36.574567,NA,1.8012,1.0288,NA,NA
"FCR",50,"2013-06-04",1.608,20.7023,10.17858,34.074823,NA,3.0708,1.0456,NA,NA
"FCR",50,"2013-06-04",2.794,15.4941,9.51063,31.309588,NA,5.3956,1.3813,NA,NA
"FCR",50,"2013-06-04",3.805,11.6552,7.7284,27.27939,NA,6.1137,1.0121,NA,NA
"FCR",50,"2013-06-04",5.007,9.5937,11.14075,25.664793,NA,3.8444,1.3478,NA,NA
"FCR",50,"2013-06-04",5.209,9.5721,11.21969,25.704963,NA,3.5944,1.2638,NA,NA
"FCR",50,"2013-06-04",5.494,9.5545,11.28113,25.687593,NA,3.4516,1.2471,NA,NA
"FCR",50,"2013-06-04",5.809,9.5201,11.27027,25.594262,NA,3.285,1.331,NA,NA
"FCR",50,"2013-06-04",5.991,9.5137,11.2591,25.650666,NA,3.2096,1.2638,NA,NA
"FCR",50,"2013-06-04",6.201,9.5114,11.25197,25.645953,NA,3.0827,1.2638,NA,NA
"FCR",50,"2013-06-04",8.006,9.4638,11.12755,25.632863,NA,3.0271,1.3813,NA,NA
"FCR",50,"2013-06-04",9,9.4483,11.0571,25.694849,NA,3.3485,1.2638,NA,NA
"FCR",50,"2013-06-04",9.303,9.4274,10.75668,25.664269,NA,3.4596,1.3142,NA,NA
"FCR",50,"2013-06-06",0.501,21.9342,6.64156,34.942801,NA,1.095,1.5995,NA,NA
"FCR",50,"2013-06-06",0.816,22.1544,8.36334,35.543446,NA,1.0553,1.5995,NA,NA
"FCR",50,"2013-06-06",1.579,21.0289,10.11006,34.757792,NA,1.3648,1.8345,NA,NA
"FCR",50,"2013-06-06",2.784,15.5517,9.02333,31.588437,NA,6.8556,1.566,NA,NA
"FCR",50,"2013-06-06",3.809,11.4643,7.86723,27.406887,NA,6.931,1.3478,NA,NA
"FCR",50,"2013-06-06",4.999,9.6415,11.63027,26.027899,NA,3.6143,1.3478,NA,NA
"FCR",50,"2013-06-06",5.188,9.6305,11.62356,25.897708,NA,3.4516,1.2974,NA,NA
"FCR",50,"2013-06-06",5.502,9.6223,11.63794,25.929091,NA,3.9039,1.331,NA,NA
"FCR",50,"2013-06-06",5.814,9.6167,11.66812,25.856693,NA,3.9079,1.3142,NA,NA
"FCR",50,"2013-06-06",5.988,9.6125,11.66078,26.066479,NA,3.7849,1.3142,NA,NA
"FCR",50,"2013-06-06",6.185,9.6093,11.64577,25.896602,NA,3.7333,1.2638,NA,NA
"FCR",50,"2013-06-06",7.989,9.587,11.6316,25.954823,NA,3.1461,1.2638,NA,NA
"FCR",50,"2013-06-06",8.985,9.5774,11.569,25.925368,NA,3.1382,1.2303,NA,NA
"FCR",50,"2013-06-06",9.3,9.556,11.33764,25.894565,NA,3.2175,1.6163,NA,NA
"FCR",50,"2013-06-13",0.516,23.6155,8.96649,36.11867,NA,2.3249,2.0695,NA,NA
"FCR",50,"2013-06-13",0.794,22.1129,10.0503,34.811665,NA,2.5947,2.0863,NA,NA
"FCR",50,"2013-06-13",1.595,19.1545,10.5277,32.301915,NA,3.3643,2.5395,NA,NA
"FCR",50,"2013-06-13",2.792,15.8601,9.26404,32.544433,NA,8.0617,3.5466,NA,NA
"FCR",50,"2013-06-13",3.799,12.059,6.86968,28.167921,NA,8.8313,3.0095,NA,NA
"FCR",50,"2013-06-13",5.003,9.9824,12.25437,26.426721,NA,2.3884,1.2974,NA,NA
"FCR",50,"2013-06-13",5.198,9.9568,12.28457,26.426984,NA,2.3884,1.2638,NA,NA
"FCR",50,"2013-06-13",5.502,9.9194,12.30896,26.26594,NA,2.2019,1.0288,NA,NA
"FCR",50,"2013-06-13",5.792,9.9129,12.3276,26.352403,NA,2.1265,0.9953,NA,NA
"FCR",50,"2013-06-13",5.998,9.9076,12.34,26.32453,NA,2.2733,0.9281,NA,NA
"FCR",50,"2013-06-13",6.188,9.8992,12.31133,26.302614,NA,2.7375,0.9281,NA,NA
"FCR",50,"2013-06-13",7.994,9.8665,12.15532,26.276357,NA,2.1265,0.9449,NA,NA
"FCR",50,"2013-06-13",8.869,9.8544,12.05121,26.245235,NA,2.0115,1.0456,NA,NA
"FCR",50,"2013-06-13",8.869,9.8544,12.05121,26.245235,NA,2.0115,1.0456,NA,NA
"FCR",50,"2013-06-20",0.501,22.9495,7.45937,36.102831,NA,1.8925,0.7267,NA,NA
"FCR",50,"2013-06-20",0.795,22.5466,9.26422,35.791685,NA,2.0075,1.0456,NA,NA
"FCR",50,"2013-06-20",1.604,20.6394,10.20909,34.32031,NA,3.7214,2.1534,NA,NA
"FCR",50,"2013-06-20",2.793,16.7383,8.85413,33.352768,NA,7.3833,2.8584,NA,NA
"FCR",50,"2013-06-20",3.808,13.2066,7.78074,29.607806,NA,5.0901,2.1367,NA,NA
"FCR",50,"2013-06-20",4.991,10.2437,11.46874,27.09341,NA,3.2215,1.0288,NA,NA
"FCR",50,"2013-06-20",5.199,10.2291,11.528,27.049567,NA,2.7018,0.7267,NA,NA
"FCR",50,"2013-06-20",5.505,10.1603,11.65422,26.984358,NA,2.5709,0.7603,NA,NA
"FCR",50,"2013-06-20",5.794,10.1469,11.67384,26.904336,NA,2.7573,0.8106,NA,NA
"FCR",50,"2013-06-20",5.995,10.1438,11.68085,26.994406,NA,2.2257,0.8274,NA,NA
"FCR",50,"2013-06-20",6.204,10.151,11.68454,26.985191,NA,2.0829,0.7267,NA,NA
"FCR",50,"2013-06-20",7.997,10.0617,11.45681,26.99053,NA,2.3884,0.7603,NA,NA
"FCR",50,"2013-06-20",9,10.0393,10.98889,27.085977,NA,2.7097,0.7771,NA,NA
"FCR",50,"2013-06-20",9,10.0393,10.98889,27.085977,NA,2.7097,0.7771,NA,NA
"FCR",50,"2013-06-25",0.512,26.0938,9.11066,39.39889,NA,1.1268,1.0456,NA,NA
"FCR",50,"2013-06-25",0.795,25.8227,9.52032,39.060255,NA,1.2497,1.0121,NA,NA
"FCR",50,"2013-06-25",1.594,22.0925,12.75283,35.707057,NA,2.0948,2.0863,NA,NA
"FCR",50,"2013-06-25",2.795,17.446,9.89495,33.703806,NA,8.383,2.5898,NA,NA
"FCR",50,"2013-06-25",3.804,12.9219,7.40745,29.410596,NA,6.812,2.0695,NA,NA
"FCR",50,"2013-06-25",4.992,10.3535,11.26435,26.989485,NA,3.162,0.5757,NA,NA
"FCR",50,"2013-06-25",5.211,10.2708,11.37895,26.880716,NA,2.6343,0.4078,NA,NA
"FCR",50,"2013-06-25",5.497,10.2623,11.41156,26.899115,NA,2.3209,0.4582,NA,NA
"FCR",50,"2013-06-25",5.792,10.2183,11.38985,26.846966,NA,2.1979,0.5589,NA,NA
"FCR",50,"2013-06-25",6.006,10.2116,11.38496,26.861173,NA,2.0194,0.4749,NA,NA
