"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR","Salinity","Descent.Rate..m.s.","Flag","DOY"
2018-07-26 15:36:00,1,25.3062,4.1489,3.4086,36.077,36.26378,10.5437,128.209,9.025,216.5869,317.78,1.882202375,0.082,0,207.65
2018-07-30 10:33:00,1,25.2657,4.6621,3.7477,34.983,35.182033,7.2066,87.673,8.893,205.1716,21.584,1.823384129,0.058,0,211.4395833
2018-08-02 12:28:00,1,25.0658,2.495,3.3207,35.838801,35.773,7.6425,92.403,7.996,196.5429,142.35,0.024,0.042,0,214.5194444
2018-08-06 09:37:00,1,26.1238,2.4096,2.928,35.588,36.388211,7.3752,91.109,7.497,262.5709,277.68,1.823124766,0.022,0,218.4008449
2018-08-09 13:53:00,1,26.3115,4.6826,2.2733,37.026436,36.063,8.7741,108.715,8.254,220.128,117.67,0.0244,0.039,0,221.5791088
2018-08-10 12:22:00,1,27.2346,5.0182,2.2196,37.623309,36.006,6.5534,82.63,8.061,250.0352,111.98,0.0246,0.134,0,222.5154282
2018-08-13 09:52:00,1,25.7637,6.1221,0.8499,36.413668,35.873,8.313,102.029,7.671,245.0002,348.65,0.0242,0.058,0,225.4113773
2018-08-14 11:59:00,1,25.4828,5.2766,0.859,36.129,36.475142,8.461,103.301,7.731,244.6415,81.892,1.877956775,0.036,0,226.4993403
2018-08-16 17:51:00,1,26.2019,3.4493,1.0111,37.760046,36.826,9.0469,110.93,8.26,282.2896,123.77,0.0247,0.098,0,228.7439699
2018-08-20 11:22:00,1,25.8152,4.3146,0.8231,36.376124,35.775,8.3088,102.05,7.914,256.4709,126.38,0.0242,0.067,0,232.4739699
2018-08-24 16:27:00,1,23.8242,5.002,1.3333,35.480574,36.313,8.5279,100.874,8.002,222.7401,260.9,0.0239,0.067,0,236.6855671
2018-08-27 11:43:00,1,24.5103,3.8415,0.9842,36.397264,36.713,8.7779,105.136,8.351,243.0695,355.49,0.0242,0.067,0,239.4884722
2018-09-03 13:21:00,1,26.0739,3.0763,1.2644,37.124,37.86669,8.5235,105.058,8.016,236.5666,149.67,1.9086128,0.103,0,246.5566088
2018-09-10 13:24:00,1,23.9721,5.188,1.8973,35.31154,36.041,7.8534,93.242,7.397,228.2673,49.069,0.0238,0.027,0,253.5588657
2018-09-17 13:52:00,1,22.5649,4.8154,2.9045,36.179,34.415559,6.7238,77.737,7.173,222.4155,59.343,2.004699031,0.036,0,260.5779745
2018-09-21 16:01:00,1,23.8721,4.258,1.2796,36.061085,36.864,8.8006,104.151,7.815,208.3922,306.7,0.0241,0.058,0,264.668044
2018-09-24 13:47:00,1,22.0204,4.258,1.6422,34.241355,36.381,7.0081,80.209,7.129,288.9525,42.136,0.0234,0.031,0,267.574456
2018-10-01 12:48:00,1,20.8297,3.7606,2.1927,34.115824,37.185,7.0505,78.833,7.071,231.5987,103.3,0.0234,0.102,0,274.533912
2018-10-05 15:39:00,1,21.9599,3.2673,1.5616,34.875537,37.113,8.5106,96.782,7.524,215.0172,350.07,0.0237,0.072,0,278.6526389
2018-10-08 12:19:00,1,22.8504,2.5556,1.0916,36.374183,37.966,7.1864,83.336,7.34,208.3165,155.53,0.0243,0.148,0,281.5136921
2018-10-15 13:33:00,1,17.3319,2.1715,5.0663,32.046028,37.826,4.7862,49.851,6.682,248.4831,44.292,0.0225,0.052,0,288.5648611
2018-10-19 15:18:00,1,15.879,1.9491,4.4352,31.261512,38.217,5.889,59.491,6.67,252.4959,28.695,0.0222,0.118,0,292.6380324
2018-10-22 11:47:00,1,14.3858,2.3858,4.7843,30.30391,38.465,6.2718,61.37,6.705,270.3267,172.85,0.0217,0.082,0,295.491412
2018-10-29 11:36:00,1,12.0927,1.5932,3.4952,28.16851,37.977,7.4658,69.403,6.873,260.0674,29.66,0.0206,0.09,0,302.4835185
2018-11-02 15:27:53,1,12.5746,1.6737,2.6932,37.862,28.458765,7.0332,66.129,6.949,326.9481,4.7675,2.680382293,0.145,0,306.6443634
2018-11-07 15:59:59,1,12.933,1.4238,1.9137,38.076,28.879212,8.2691,78.347,7.102,286.9204,160.6,2.671279504,0.026,0,311.6666551
2018-11-13 15:24:08,1,9.7441,1.5889,2.0478,37.978,26.391263,6.8756,60.55,7.072,292.9124,23.902,2.90205148,0.051,0,317.6417593
2018-11-19 11:47:25,1,8.1398,1.5063,3.0898,36.701,24.32631,9.8488,83.454,7.119,272.0286,65.904,2.926877882,0.036,0,323.4912616
2018-12-06 11:38:22,1,4.8959,3.3118,2.4479,21.872078,36.619,9.4139,74.349,7,288.1575,55.829,0.0163,0.056,0,340.4849769
2018-12-17 11:31:23,1,4.5274,2.6244,2.7164,20.259509,34.327,9.8689,76.356,6.805,313.5218,134.77,0.0151,0.046,0,351.4801273
